Stamp;Agent;Model;Nquadro
25/09/2023 15:36:38;T012;SPT120018W;202301000127723
25/09/2023 15:36:49;T014;HAMLET-49;202302000079986
25/09/2023 15:37:45;T012;SPT120018W;202301000127724
25/09/2023 15:39:02;T014;HAMLET-49;202302000079985
25/09/2023 15:39:19;T012;SPT120018W;202301000127725
25/09/2023 15:40:59;T014;HAMLET-49;202302000079984
25/09/2023 15:41:03;T012;SPT120018W;202301000127726
25/09/2023 15:41:54;T012;SPT120018W;202301000127727
25/09/2023 15:42:46;T012;SPT120018W;202301000127727
25/09/2023 15:43:36;T012;SPT120018W;202301000127728
25/09/2023 15:43:45;T014;HAMLET-49;202302000079983
25/09/2023 15:45:21;T012;SPT120018W;202301000127729
25/09/2023 15:46:07;T014;HAMLET-49;202302000079982
25/09/2023 15:46:45;T012;SPT120018W;202301000127730
25/09/2023 15:48:20;T012;SPT120018W;202301000127731
25/09/2023 15:48:21;T014;HAMLET-49;202302000079996
25/09/2023 15:49:44;T012;SPT120018W;202301000127732
25/09/2023 15:50:21;T012;SPT120018W;202301000127732
25/09/2023 15:50:24;T014;HAMLET-49;202302000079995
25/09/2023 15:51:07;T012;SPT120018W;202301000127733
25/09/2023 15:52:13;T012;SPT120018W;202301000127734
25/09/2023 15:52:22;T014;HAMLET-49;202302000079994
25/09/2023 15:53:58;T012;SPT120018W;202301000127735
25/09/2023 15:55:03;T014;HAMLET-49;202302000079993
25/09/2023 15:55:24;T012;SPT120018W;202301000127736
25/09/2023 15:56:11;T012;SPT120018W;202301000127736
25/09/2023 15:57:09;T012;SPT120018W;202301000127737
25/09/2023 15:59:30;T012;SPT120018W;202301000127737
25/09/2023 16:00:21;T012;SPT120018W;202301000127738
25/09/2023 16:01:16;T012;SPT120018W;202301000127739
25/09/2023 16:02:10;T012;SPT120018W;202301000127740
25/09/2023 16:02:23;T014;HAMLET-49;202302000079992
25/09/2023 16:03:00;T012;SPT120018W;202301000127741
25/09/2023 16:04:50;T012;SPT120018W;202301000127742
25/09/2023 16:05:37;T012;SPT120018W;202301000127743
25/09/2023 16:05:54;T014;HAMLET-49;202302000079991
25/09/2023 16:07:00;T012;SPT120018W;202301000127744
25/09/2023 16:08:03;T014;HAMLET-49;202302000079990
25/09/2023 16:09:40;T012;SPT120018W;202301000127745
25/09/2023 16:10:37;T012;SPT120018W;202301000127746
25/09/2023 16:11:55;T012;SPT120018W;202301000127747
25/09/2023 16:13:21;T012;SPT120018W;202301000127748
25/09/2023 16:15:38;T012;SPT120018W;202301000127749
25/09/2023 16:16:54;T012;SPT120018W;202301000127750
25/09/2023 16:18:06;T012;SPT120018W;202301000127751
25/09/2023 16:18:56;T012;SPT120018W;202301000127752
25/09/2023 16:19:54;T012;SPT120018W;202301000127753
25/09/2023 16:20:47;T014;HAMLET-49;202302000079986
25/09/2023 16:21:03;T012;SPT120018W;202301000127754
25/09/2023 16:22:05;T014;HAMLET-49;202302000079978
25/09/2023 16:22:31;T012;SPT120018W;202301000127755
25/09/2023 16:24:00;T012;SPT120018W;202301000127756
25/09/2023 16:24:43;T014;HAMLET-49;202302000079952
25/09/2023 16:25:08;T012;SPT120018W;202301000127757
25/09/2023 16:27:14;T012;SPT120018W;202301000127758
25/09/2023 16:28:41;T012;SPT120018W;202301000127759
25/09/2023 16:30:20;T012;SPT120018W;202301000127760
25/09/2023 16:48:57;T012;SPT120018W;202301000127761
25/09/2023 16:51:02;T012;SPT120018W;202301000127762
25/09/2023 16:52:46;T012;SPT120018W;202301000127763
25/09/2023 16:53:23;T012;SPT120018W;202301000127763
25/09/2023 16:54:09;T012;SPT120018W;202301000127764
25/09/2023 16:55:31;T012;SPT120018W;202301000127765
25/09/2023 16:57:11;T012;SPT120018W;202301000127766
25/09/2023 16:58:25;T012;SPT120018W;202301000127767
25/09/2023 16:59:16;T012;SPT120018W;202301000127768
25/09/2023 17:03:00;T012;SPT120018W;202301000127769
25/09/2023 17:03:48;T012;SPT120018W;202301000127770
25/09/2023 17:04:36;T012;SPT120018W;202301000127771
25/09/2023 17:05:14;T012;SPT120018W;202301000127771
25/09/2023 17:06:01;T012;SPT120018W;202301000127772
25/09/2023 17:06:39;T012;SPT120018W;202301000127772
25/09/2023 17:07:28;T012;SPT120018W;202301000127773
25/09/2023 17:08:24;T012;SPT120018W;202301000127774
25/09/2023 17:09:28;T012;SPT120018W;202301000127775
25/09/2023 17:11:20;T012;SPT120018W;202301000127776
25/09/2023 17:12:00;T012;SPT120018W;202301000127776
25/09/2023 17:13:02;T012;SPT120018W;202301000127777
25/09/2023 17:13:53;T012;SPT120018W;202301000127778
25/09/2023 17:14:57;T012;SPT120018W;202301000127779
25/09/2023 17:17:06;T012;SPT120018W;202301000127780
25/09/2023 17:18:26;T012;SPT120018W;202301000127781
25/09/2023 17:19:36;T012;SPT120018W;202301000127782
25/09/2023 17:21:27;T012;SPT120018W;202301000127783
25/09/2023 17:22:19;T012;SPT120018W;202301000127784
25/09/2023 17:23:50;T012;SPT120018W;202301000127785
25/09/2023 17:25:24;T012;SPT120018W;202301000127786
25/09/2023 17:26:02;T012;SPT120018W;202301000127786
25/09/2023 17:26:43;T014;ORIONT-40;202302000079881
25/09/2023 17:26:54;T012;SPT120018W;202301000127787
25/09/2023 17:28:11;T012;SPT120018W;202301000127787
25/09/2023 17:29:03;T012;SPT120018W;202301000127788
25/09/2023 17:30:10;T012;SPT120018W;202301000127789
25/09/2023 17:31:28;T012;SPT120018W;202301000127790
25/09/2023 17:32:49;T012;SPT120018W;202301000127791
25/09/2023 17:34:22;T012;SPT120018W;202301000127792
25/09/2023 17:34:38;T014;ORIONT-40;202302000079880
25/09/2023 17:35:44;T012;SPT120018W;202301000127793
25/09/2023 17:37:10;T012;SPT120018W;202301000127794
25/09/2023 17:38:42;T012;SPT120018W;202301000127795
25/09/2023 17:40:04;T012;SPT120018W;202301000127796
25/09/2023 17:41:18;T012;SPT120018W;202301000127797
25/09/2023 17:42:36;T014;ORIONT-40;202302000079879
25/09/2023 17:42:51;T012;SPT120018W;202301000127798
25/09/2023 17:43:56;T014;ORIONT-40;202302000079879
25/09/2023 17:43:57;T012;SPT120018W;202301000127798
25/09/2023 17:45:03;T012;SPT120018W;202301000127799
25/09/2023 17:45:29;T014;ORIONT-40;202302000079881
25/09/2023 17:46:27;T012;SPT120018W;202301000127800
25/09/2023 17:47:20;T012;SPT120018W;202301000127800
25/09/2023 17:47:24;T014;ORIONT-40;202302000079880
25/09/2023 17:48:14;T012;SPT120018W;202301000127801
25/09/2023 17:49:04;T012;SPT120018W;202301000127802
25/09/2023 17:50:19;T012;SPT120018W;202301000127803
25/09/2023 17:51:28;T012;SPT120018W;202301000127804
25/09/2023 17:52:11;T014;ORIONT-40;202302000079883
25/09/2023 17:53:00;T012;SPT120018W;202301000127805
25/09/2023 17:53:36;T012;SPT120018W;202301000127805
25/09/2023 17:54:54;T012;SPT120018W;202301000127798
25/09/2023 17:55:54;T012;SPT120018W;202301000127806
25/09/2023 17:57:00;T012;SPT120018W;202301000127807
25/09/2023 17:57:36;T014;ORIONT-40;202302000079883
25/09/2023 18:10:31;T014;ORIONT-40;202302000079883
26/09/2023 09:00:51;T012;SPT120018W;202301000127808
26/09/2023 09:02:50;T014;ORIONT-40;202302000079883
26/09/2023 09:02:51;T012;SPT120018W;202301000127809
26/09/2023 09:04:49;T012;SPT120018W;202301000127810
26/09/2023 09:05:53;T012;SPT120018W;202301000127811
26/09/2023 09:07:10;T014;ORIONT-40;202302000079878
26/09/2023 09:07:11;T012;SPT120018W;202301000127812
26/09/2023 09:08:29;T014;ORIONT-40;202302000079878
26/09/2023 09:08:34;T012;SPT120018W;202301000127813
26/09/2023 09:09:38;T012;SPT120018W;202301000127814
26/09/2023 09:10:26;T012;SPT120018W;202301000127814
26/09/2023 09:11:13;T012;SPT120018W;202301000127815
26/09/2023 09:12:20;T012;SPT120018W;202301000127816
26/09/2023 09:13:52;T012;SPT120018W;202301000127817
26/09/2023 09:15:01;T012;SPT120018W;202301000127818
26/09/2023 09:15:01;T014;ORIONT-40;202302000079878
26/09/2023 09:16:11;T012;SPT120018W;202301000127819
26/09/2023 09:16:57;T012;SPT120018W;202301000127819
26/09/2023 09:17:54;T012;SPT120018W;202301000127820
26/09/2023 09:18:34;T014;ORIONT-40;202302000079880
26/09/2023 09:19:08;T012;SPT120018W;202301000127821
26/09/2023 09:21:13;T012;SPT120018W;202301000127822
26/09/2023 09:22:04;T012;SPT120018W;202301000127823
