ts,distance,state
2023-09-19 10:47:55,307,0
2023-09-19 10:48:55,305,0
2023-09-19 10:49:56,306,0
2023-09-19 10:50:57,305,0
2023-09-19 10:51:57,306,0
2023-09-19 10:52:58,304,0
2023-09-19 10:53:59,304,0
2023-09-19 10:54:59,303,0
2023-09-19 10:56:00,304,0
2023-09-19 10:57:01,305,0
2023-09-19 10:58:01,304,0
2023-09-19 10:59:02,305,0
2023-09-19 11:00:03,307,0
2023-09-19 11:01:03,305,0
2023-09-19 11:02:04,307,0
2023-09-19 11:03:05,305,0
2023-09-19 11:04:05,305,0
2023-09-19 11:05:06,305,0
2023-09-19 11:06:07,305,0
2023-09-19 11:07:07,305,0
2023-09-19 11:08:08,305,0
2023-09-19 11:09:09,304,0
2023-09-19 11:10:09,307,0
2023-09-19 11:11:10,303,0
2023-09-19 11:12:11,306,0
2023-09-19 11:13:11,305,0
2023-09-19 11:14:12,304,0
2023-09-19 11:15:13,303,0
2023-09-19 11:16:13,306,0
2023-09-19 11:17:14,306,0
2023-09-19 11:18:15,307,0
2023-09-19 11:19:15,303,0
2023-09-19 11:20:16,306,0
2023-09-19 11:21:16,306,0
2023-09-19 11:22:17,307,0
2023-09-19 11:23:18,305,0
2023-09-19 11:24:18,303,0
2023-09-19 11:25:19,304,0
2023-09-19 11:26:20,304,0
2023-09-19 11:27:21,305,0
2023-09-19 11:28:21,306,0
2023-09-19 11:29:22,304,0
2023-09-19 11:30:22,304,0
2023-09-19 11:31:23,304,0
2023-09-19 11:32:24,304,0
2023-09-19 11:33:24,305,0
2023-09-19 11:33:46,46,1
2023-09-19 11:34:01,308,1
2023-09-19 11:34:26,114,1
2023-09-19 11:34:41,318,1
2023-09-19 11:35:42,317,0
2023-09-19 11:36:43,317,0
2023-09-19 11:37:43,318,0
2023-09-19 11:38:44,319,0
2023-09-19 11:39:45,317,0
2023-09-19 11:40:45,319,0
2023-09-19 11:41:46,318,0
2023-09-19 11:42:47,319,0
2023-09-19 11:43:47,318,0
2023-09-19 11:44:48,316,0
2023-09-19 11:45:49,317,0
2023-09-19 11:46:49,319,0
2023-09-19 11:47:50,317,0
2023-09-19 11:48:51,319,0
2023-09-19 11:49:51,319,0
2023-09-19 11:50:52,317,0
2023-09-19 11:51:53,318,0
2023-09-19 11:52:53,318,0
2023-09-19 11:53:54,320,0
2023-09-19 11:54:55,315,0
2023-09-19 11:55:55,318,0
2023-09-19 11:56:56,318,0
2023-09-19 11:57:57,317,0
2023-09-19 11:58:57,319,0
2023-09-19 11:59:58,319,0
2023-09-19 12:00:59,315,0
2023-09-19 12:01:59,318,0
2023-09-19 12:03:00,319,0
2023-09-19 12:04:01,318,0
2023-09-19 12:05:01,318,0
2023-09-19 12:06:02,318,0
2023-09-19 12:07:03,316,0
2023-09-19 12:08:03,318,0
2023-09-19 12:09:04,318,0
2023-09-19 12:10:05,317,0
2023-09-19 12:11:05,318,0
2023-09-19 12:12:06,318,0
2023-09-19 12:13:07,315,0
2023-09-19 12:14:07,317,0
2023-09-19 12:15:08,320,0
2023-09-19 12:16:10,318,0
2023-09-19 12:17:11,316,0
2023-09-19 12:18:11,318,0
2023-09-19 12:19:12,316,0
2023-09-19 12:20:13,316,0
2023-09-19 12:21:13,316,0
2023-09-19 12:22:14,317,0
2023-09-19 12:23:15,317,0
2023-09-19 12:24:15,316,0
2023-09-19 12:25:16,318,0
2023-09-19 12:26:17,317,0
2023-09-19 12:27:17,316,0
2023-09-19 12:28:18,318,0
2023-09-19 12:29:19,317,0
2023-09-19 12:30:19,317,0
2023-09-19 12:31:20,319,0
2023-09-19 12:32:21,318,0
2023-09-19 12:33:21,317,0
2023-09-19 12:34:22,318,0
2023-09-19 12:35:23,317,0
2023-09-19 12:36:23,320,0
2023-09-19 12:37:24,319,0
2023-09-19 12:38:25,317,0
2023-09-19 12:39:26,318,0
2023-09-19 12:40:26,319,0
2023-09-19 12:41:27,315,0
2023-09-19 12:42:28,317,0
2023-09-19 12:43:28,317,0
2023-09-19 12:44:29,318,0
2023-09-19 12:45:30,318,0
2023-09-19 12:46:30,319,0
2023-09-19 12:47:31,318,0
2023-09-19 12:48:32,318,0
2023-09-19 12:49:32,314,0
2023-09-19 12:50:33,317,0
2023-09-19 12:51:34,319,0
2023-09-19 12:52:34,318,0
2023-09-19 12:53:35,317,0
2023-09-19 12:54:36,317,0
2023-09-19 12:55:37,318,0
2023-09-19 12:56:37,317,0
2023-09-19 12:57:38,315,0
2023-09-19 12:58:39,316,0
2023-09-19 12:59:39,319,0
2023-09-19 13:00:40,317,0
2023-09-19 13:01:41,316,0
2023-09-19 13:02:41,318,0
2023-09-19 13:03:42,317,0
2023-09-19 13:04:43,320,0
2023-09-19 13:05:43,319,0
2023-09-19 13:06:44,319,0
2023-09-19 13:07:45,317,0
2023-09-19 13:08:45,319,0
2023-09-19 13:09:46,315,0
2023-09-19 13:10:47,318,0
2023-09-19 13:11:47,317,0
2023-09-19 13:12:48,318,0
2023-09-19 13:13:49,320,0
2023-09-19 13:14:49,318,0
2023-09-19 13:15:50,318,0
2023-09-19 13:16:51,316,0
2023-09-19 13:17:52,319,0
2023-09-19 13:18:52,318,0
2023-09-19 13:19:53,318,0
2023-09-19 13:20:54,319,0
2023-09-19 13:21:54,321,0
2023-09-19 13:22:55,317,0
2023-09-19 13:23:56,319,0
2023-09-19 13:24:56,316,0
2023-09-19 13:25:57,318,0
2023-09-19 13:26:58,319,0
2023-09-19 13:27:58,318,0
2023-09-19 13:28:59,320,0
2023-09-19 13:30:00,317,0
2023-09-19 13:31:00,320,0
2023-09-19 13:32:01,318,0
2023-09-19 13:33:02,316,0
2023-09-19 13:34:03,316,0
2023-09-19 13:35:03,319,0
2023-09-19 13:36:04,319,0
2023-09-19 13:37:05,317,0
2023-09-19 13:38:05,316,0
2023-09-19 13:39:06,318,0
2023-09-19 13:40:07,317,0
2023-09-19 13:41:07,318,0
2023-09-19 13:42:08,318,0
2023-09-19 13:43:09,317,0
2023-09-19 13:44:12,317,0
2023-09-19 13:45:11,317,0
2023-09-19 13:46:12,318,0
2023-09-19 13:47:12,316,0
2023-09-19 13:48:13,317,0
2023-09-19 13:49:14,316,0
2023-09-19 13:50:14,319,0
2023-09-19 13:51:15,317,0
2023-09-19 13:52:16,317,0
2023-09-19 13:53:16,316,0
2023-09-19 13:54:17,316,0
2023-09-19 13:55:18,317,0
2023-09-19 13:56:19,318,0
2023-09-19 13:57:19,320,0
2023-09-19 13:58:20,315,0
2023-09-19 13:59:20,317,0
2023-09-19 14:00:21,319,0
2023-09-19 14:01:22,317,0
2023-09-19 14:02:22,318,0
2023-09-19 14:03:23,318,0
2023-09-19 14:04:24,319,0
2023-09-19 14:05:24,320,0
2023-09-19 14:06:25,320,0
2023-09-19 14:07:26,319,0
2023-09-19 14:08:27,318,0
2023-09-19 14:09:27,319,0
2023-09-19 14:10:28,317,0
2023-09-19 14:11:29,318,0
2023-09-19 14:12:29,319,0
2023-09-19 14:13:30,318,0
2023-09-19 14:14:31,317,0
2023-09-19 14:15:31,317,0
2023-09-19 14:16:32,317,0
2023-09-19 14:17:33,317,0
2023-09-19 14:18:33,316,0
2023-09-19 14:19:34,317,0
2023-09-19 14:20:35,320,0
2023-09-19 14:21:35,320,0
2023-09-19 14:22:36,317,0
2023-09-19 14:23:37,319,0
2023-09-19 14:24:37,318,0
2023-09-19 14:25:38,318,0
2023-09-19 14:26:39,318,0
2023-09-19 14:27:39,317,0
2023-09-19 14:28:40,319,0
2023-09-19 14:29:41,317,0
2023-09-19 14:30:42,317,0
2023-09-19 14:31:42,317,0
2023-09-19 14:32:43,316,0
2023-09-19 14:33:44,318,0
2023-09-19 14:34:44,319,0
2023-09-19 14:35:45,319,0
2023-09-19 14:36:46,320,0
2023-09-19 14:37:46,318,0
2023-09-19 14:38:47,316,0
2023-09-19 14:39:48,316,0
2023-09-19 14:40:48,319,0
2023-09-19 14:41:49,318,0
2023-09-19 14:42:50,317,0
2023-09-19 14:43:50,315,0
2023-09-19 14:44:51,317,0
2023-09-19 14:45:52,319,0
2023-09-19 14:46:53,317,0
2023-09-19 14:47:53,315,0
2023-09-19 14:48:54,318,0
2023-09-19 14:49:55,318,0
2023-09-19 14:50:55,317,0
2023-09-19 14:51:56,317,0
2023-09-19 14:52:57,317,0
2023-09-19 14:53:58,318,0
2023-09-19 14:54:58,318,0
2023-09-19 14:55:59,318,0
2023-09-19 14:57:00,316,0
2023-09-19 14:58:00,318,0
2023-09-19 14:59:01,319,0
2023-09-19 15:00:02,318,0
2023-09-19 15:01:02,316,0
2023-09-19 15:02:04,316,0
2023-09-19 15:03:04,319,0
2023-09-19 15:04:04,317,0
2023-09-19 15:05:05,318,0
2023-09-19 15:06:06,316,0
2023-09-19 15:07:06,316,0
2023-09-19 15:08:07,318,0
2023-09-19 15:09:08,319,0
2023-09-19 15:10:08,319,0
2023-09-19 15:11:09,315,0
2023-09-19 15:12:10,318,0
2023-09-19 15:13:10,316,0
2023-09-19 15:14:11,319,0
2023-09-19 15:15:12,319,0
2023-09-19 15:16:13,320,0
2023-09-19 15:17:13,319,0
2023-09-19 15:18:14,319,0
2023-09-19 15:19:15,319,0
2023-09-19 15:20:15,320,0
2023-09-19 15:21:16,315,0
2023-09-19 15:22:17,319,0
2023-09-19 15:23:17,319,0
2023-09-19 15:24:18,317,0
2023-09-19 15:25:19,319,0
2023-09-19 15:26:19,317,0
2023-09-19 15:27:20,318,0
2023-09-19 15:28:21,320,0
2023-09-19 15:29:21,316,0
2023-09-19 15:30:22,317,0
2023-09-19 15:31:23,319,0
2023-09-19 15:32:24,318,0
2023-09-19 15:33:24,318,0
2023-09-19 15:34:25,318,0
2023-09-19 15:35:26,316,0
2023-09-19 15:36:26,317,0
2023-09-19 15:37:27,316,0
2023-09-19 15:38:28,319,0
2023-09-19 15:39:28,320,0
2023-09-19 15:40:29,317,0
2023-09-19 15:41:30,319,0
2023-09-19 15:42:30,317,0
2023-09-19 15:43:31,318,0
2023-09-19 15:44:32,318,0
2023-09-19 15:45:32,317,0
2023-09-19 15:46:33,317,0
2023-09-19 15:47:34,317,0
2023-09-19 15:48:35,315,0
2023-09-19 15:49:35,320,0
2023-09-19 15:50:36,318,0
2023-09-19 15:51:37,316,0
2023-09-19 15:52:37,318,0
2023-09-19 15:53:38,319,0
2023-09-19 15:54:39,319,0
2023-09-19 15:55:39,318,0
2023-09-19 15:56:40,319,0
2023-09-19 15:57:41,319,0
2023-09-19 15:58:41,317,0
2023-09-19 15:59:42,315,0
2023-09-19 16:00:43,318,0
2023-09-19 16:01:43,318,0
2023-09-19 16:02:44,317,0
2023-09-19 16:03:45,317,0
2023-09-19 16:04:45,319,0
2023-09-19 16:05:46,317,0
2023-09-19 16:06:47,317,0
2023-09-19 16:07:47,317,0
2023-09-19 16:08:48,317,0
2023-09-19 16:09:49,318,0
2023-09-19 16:10:49,318,0
2023-09-19 16:11:50,317,0
2023-09-19 16:12:51,319,0
2023-09-19 16:13:51,318,0
2023-09-19 16:14:52,318,0
2023-09-19 16:15:53,318,0
2023-09-19 16:16:53,318,0
2023-09-19 16:17:54,316,0
2023-09-19 16:18:55,317,0
2023-09-19 16:19:55,319,0
2023-09-19 16:20:56,319,0
2023-09-19 16:21:57,317,0
2023-09-19 16:22:57,319,0
2023-09-19 16:23:58,319,0
2023-09-19 16:24:59,318,0
2023-09-19 16:25:59,316,0
2023-09-19 16:27:00,317,0
2023-09-19 16:28:01,318,0
2023-09-19 16:29:02,319,0
2023-09-19 16:30:02,318,0
2023-09-19 16:31:03,318,0
2023-09-19 16:32:04,317,0
2023-09-19 16:33:04,318,0
2023-09-19 16:34:05,317,0
2023-09-19 16:35:10,319,0
2023-09-19 16:36:06,317,0
2023-09-19 16:37:07,316,0
2023-09-19 16:38:08,317,0
2023-09-19 16:39:08,317,0
2023-09-19 16:40:09,318,0
2023-09-19 16:41:10,319,0
2023-09-19 16:42:10,316,0
2023-09-19 16:43:14,316,0
2023-09-19 16:44:45,319,0
2023-09-19 16:45:15,318,0
2023-09-19 16:46:16,317,0
2023-09-19 16:47:17,320,0
2023-09-19 16:48:17,318,0
2023-09-19 16:49:18,317,0
2023-09-19 16:50:19,319,0
2023-09-19 16:52:25,318,0
2023-09-19 16:53:23,318,0
2023-09-19 16:54:24,316,0
2023-09-19 16:55:29,318,0
2023-09-19 16:56:29,314,0
2023-09-19 16:57:30,317,0
2023-09-19 16:58:30,316,0
2023-09-19 16:59:31,320,0
2023-09-19 17:00:32,317,0
2023-09-19 17:01:33,318,0
2023-09-19 17:02:33,317,0
2023-09-19 17:03:34,316,0
2023-09-19 17:04:34,318,0
2023-09-19 17:05:35,317,0
2023-09-19 17:06:36,316,0
2023-09-19 17:07:36,317,0
2023-09-19 17:08:37,314,0
2023-09-19 17:09:38,317,0
2023-09-19 17:10:38,316,0
2023-09-19 17:11:39,316,0
2023-09-19 17:12:40,318,0
2023-09-19 17:13:40,318,0
2023-09-19 17:14:41,316,0
2023-09-19 17:15:42,319,0
2023-09-19 17:16:42,319,0
2023-09-19 17:17:43,316,0
2023-09-19 17:18:44,316,0
2023-09-19 17:19:45,319,0
2023-09-19 17:20:45,317,0
2023-09-19 17:21:46,318,0
2023-09-19 17:22:47,316,0
2023-09-19 17:23:47,318,0
2023-09-19 17:24:48,315,0
2023-09-19 17:25:49,316,0
2023-09-19 17:26:49,318,0
2023-09-19 17:27:50,314,0
2023-09-19 17:28:51,319,0
2023-09-19 17:29:51,316,0
2023-09-19 17:30:52,317,0
2023-09-19 17:31:53,319,0
2023-09-19 17:32:53,319,0
2023-09-19 17:33:54,317,0
2023-09-19 17:34:55,317,0
2023-09-19 17:35:55,317,0
2023-09-19 17:36:56,317,0
2023-09-19 17:37:57,318,0
2023-09-19 17:38:57,317,0
2023-09-19 17:39:58,318,0
2023-09-19 17:40:59,319,0
2023-09-19 17:41:59,317,0
2023-09-19 17:43:00,317,0
2023-09-19 17:44:01,319,0
2023-09-19 17:45:01,319,0
2023-09-19 17:46:02,317,0
2023-09-19 17:47:03,318,0
2023-09-19 17:48:04,320,0
2023-09-19 17:49:04,318,0
2023-09-19 17:50:05,318,0
2023-09-19 17:51:05,317,0
2023-09-19 17:52:06,318,0
2023-09-19 17:53:07,317,0
2023-09-19 17:54:07,318,0
2023-09-19 17:55:08,316,0
2023-09-19 17:56:09,318,0
2023-09-19 17:57:09,318,0
2023-09-19 17:58:10,316,0
2023-09-19 17:59:11,318,0
