ts,distance,state
2023-09-22 09:44:56,2772,0
2023-09-22 09:45:11,2547,0
2023-09-22 09:45:27,2747,0
2023-09-22 09:45:46,2564,0
2023-09-22 09:46:02,2767,0
2023-09-22 09:46:18,2610,0
2023-09-22 09:46:34,2855,0
2023-09-22 09:46:52,2612,0
2023-09-22 09:47:08,2784,0
2023-09-22 09:47:23,2995,0
2023-09-22 09:47:39,2756,0
2023-09-22 09:47:54,2910,0
2023-09-22 09:48:09,2645,0
2023-09-22 09:48:24,2879,0
2023-09-22 09:48:39,2613,0
2023-09-22 09:48:54,2787,0
2023-09-22 09:49:16,2614,0
2023-09-22 09:49:35,2906,0
2023-09-22 09:49:52,2710,0
2023-09-22 09:50:07,3032,0
2023-09-22 09:50:22,2597,0
2023-09-22 09:50:44,2842,0
2023-09-22 09:51:04,2649,0
2023-09-22 09:51:25,2969,0
2023-09-22 09:51:40,2766,0
2023-09-22 09:51:55,2441,0
2023-09-22 09:52:10,2698,0
2023-09-22 09:52:26,2478,0
2023-09-22 09:52:41,2726,0
2023-09-22 09:53:01,2884,0
2023-09-22 09:53:16,2529,0
2023-09-22 09:53:31,2723,0
2023-09-22 09:53:46,2928,0
2023-09-22 09:54:02,507,0
2023-09-22 09:54:17,2530,0
2023-09-22 09:54:33,2733,0
2023-09-22 09:54:52,2461,0
2023-09-22 09:55:07,2668,0
2023-09-22 09:55:22,2855,0
2023-09-22 09:55:38,2629,0
2023-09-22 09:55:53,2846,0
2023-09-22 09:56:09,2600,0
2023-09-22 09:56:26,2419,0
2023-09-22 09:56:43,2787,0
2023-09-22 09:56:59,2585,0
2023-09-22 09:57:16,2993,0
2023-09-22 09:57:31,2599,0
2023-09-22 09:57:48,2362,0
2023-09-22 09:58:03,2814,0
2023-09-22 09:58:20,2641,0
2023-09-22 09:58:38,2871,0
2023-09-22 09:58:53,2419,0
2023-09-22 09:59:08,2771,0
2023-09-22 09:59:23,2392,0
2023-09-22 09:59:38,2642,0
2023-09-22 09:59:55,2314,0
2023-09-22 10:00:14,2549,0
2023-09-22 10:00:43,2728,0
2023-09-22 10:00:59,2540,0
2023-09-22 10:01:25,2357,0
2023-09-22 10:01:41,2527,0
2023-09-22 10:01:58,2374,0
2023-09-22 10:02:14,2732,0
2023-09-22 10:02:29,2580,0
2023-09-22 10:02:49,2423,0
2023-09-22 10:03:06,2666,0
2023-09-22 10:03:23,2502,0
2023-09-22 10:03:40,2736,0
2023-09-22 10:03:56,2581,0
2023-09-22 10:04:14,2809,0
2023-09-22 10:04:31,2369,0
2023-09-22 10:04:46,2649,0
2023-09-22 10:05:08,2451,0
2023-09-22 10:05:23,2670,0
2023-09-22 10:05:38,2468,0
2023-09-22 10:05:53,2759,0
2023-09-22 10:06:10,2522,0
2023-09-22 10:06:30,2822,0
2023-09-22 10:06:45,2581,0
2023-09-22 10:07:03,2733,0
2023-09-22 10:07:18,2377,0
2023-09-22 10:07:38,2529,0
2023-09-22 10:07:54,2244,0
2023-09-22 10:08:09,2424,0
2023-09-22 10:08:27,2686,0
2023-09-22 10:08:42,2359,0
2023-09-22 10:09:01,2545,0
2023-09-22 10:09:19,2321,0
2023-09-22 10:09:35,2561,0
2023-09-22 10:09:50,2377,0
2023-09-22 10:10:10,2652,0
2023-09-22 10:10:25,2320,0
2023-09-22 10:10:43,2551,0
2023-09-22 10:10:58,2395,0
2023-09-22 10:11:17,2553,0
2023-09-22 10:11:33,2209,0
2023-09-22 10:11:48,2414,0
2023-09-22 10:12:17,2625,0
2023-09-22 10:12:32,2429,0
2023-09-22 10:12:54,2637,0
2023-09-22 10:13:09,2355,0
2023-09-22 10:13:25,2878,0
2023-09-22 10:13:40,2404,0
2023-09-22 10:14:07,113,1
2023-09-22 10:14:28,495,1
2023-09-22 10:14:43,2672,0
2023-09-22 10:14:59,2418,0
2023-09-22 10:15:19,2623,0
2023-09-22 10:15:34,2414,0
2023-09-22 10:15:50,2242,0
2023-09-22 10:16:05,2447,0
2023-09-22 10:16:21,2294,0
2023-09-22 10:16:36,2558,0
2023-09-22 10:16:58,2394,0
2023-09-22 10:17:25,2612,0
2023-09-22 10:17:40,2303,0
2023-09-22 10:17:55,2466,0
2023-09-22 10:18:12,2711,0
2023-09-22 10:18:27,2386,0
2023-09-22 10:19:07,2621,0
2023-09-22 10:19:22,2355,0
2023-09-22 10:19:41,2640,0
2023-09-22 10:19:56,2453,0
2023-09-22 10:20:17,2667,0
2023-09-22 10:20:35,2379,0
2023-09-22 10:20:58,2588,0
2023-09-22 10:21:13,2435,0
2023-09-22 10:21:32,2276,0
2023-09-22 10:21:48,2547,0
2023-09-22 10:22:03,2729,0
2023-09-22 10:22:19,2492,0
2023-09-22 10:22:38,2308,0
2023-09-22 10:22:55,2641,0
2023-09-22 10:23:12,2389,0
2023-09-22 10:23:29,2555,0
2023-09-22 10:23:46,2372,0
2023-09-22 10:24:05,2673,0
2023-09-22 10:24:20,2424,0
2023-09-22 10:24:36,2776,0
2023-09-22 10:24:51,2431,0
2023-09-22 10:25:07,2726,0
2023-09-22 10:25:23,2462,0
2023-09-22 10:25:58,2291,0
2023-09-22 10:26:17,2471,0
2023-09-22 10:26:39,2217,0
2023-09-22 10:26:55,2469,0
2023-09-22 10:27:10,2271,0
2023-09-22 10:27:25,2520,0
2023-09-22 10:27:47,2326,0
2023-09-22 10:28:02,2606,0
2023-09-22 10:28:17,2444,0
2023-09-22 10:28:34,2277,0
2023-09-22 10:28:49,2568,0
2023-09-22 10:29:06,2416,0
2023-09-22 10:29:22,2579,0
2023-09-22 10:29:37,2404,0
2023-09-22 10:30:04,2608,0
2023-09-22 10:30:22,2407,0
2023-09-22 10:30:55,2571,0
2023-09-22 10:31:10,2355,0
2023-09-22 10:31:33,2564,0
2023-09-22 10:31:50,2319,0
2023-09-22 10:32:06,2540,0
2023-09-22 10:32:22,2303,0
2023-09-22 10:32:39,2671,0
2023-09-22 10:32:54,2495,0
2023-09-22 10:33:10,2338,0
2023-09-22 10:33:25,2545,0
2023-09-22 10:34:31,2713,0
2023-09-22 10:34:47,2478,0
2023-09-22 10:35:09,1096,0
2023-09-22 10:35:32,2384,0
2023-09-22 10:36:51,2548,0
2023-09-22 10:37:12,2386,0
2023-09-22 10:37:32,2698,0
2023-09-22 10:37:48,2487,0
2023-09-22 10:38:19,2674,0
2023-09-22 10:38:35,2478,0
2023-09-22 10:44:47,2693,0
2023-09-22 10:45:05,2542,0
2023-09-22 10:45:30,2339,0
2023-09-22 10:45:47,2524,0
2023-09-22 10:46:05,2272,0
2023-09-22 10:46:21,2437,0
2023-09-22 10:46:56,2259,0
2023-09-22 10:47:11,2480,0
2023-09-22 10:47:30,2211,0
2023-09-22 10:47:46,2472,0
2023-09-22 10:48:27,2250,0
2023-09-22 10:48:43,2602,0
2023-09-22 10:48:59,2332,0
2023-09-22 10:49:14,2549,0
2023-09-22 10:49:32,2372,0
2023-09-22 10:49:54,2562,0
2023-09-22 10:50:10,2347,0
2023-09-22 10:50:26,2586,0
2023-09-22 10:50:42,2280,0
2023-09-22 10:50:57,2473,0
2023-09-22 10:51:16,2315,0
2023-09-22 10:51:34,2695,0
2023-09-22 10:51:49,2468,0
2023-09-22 10:52:09,2729,0
2023-09-22 10:52:24,2563,0
2023-09-22 10:52:42,2189,0
2023-09-22 10:52:58,2490,0
2023-09-22 10:53:29,2697,0
2023-09-22 10:53:46,2536,0
2023-09-22 10:54:06,2347,0
2023-09-22 10:54:23,2640,0
2023-09-22 10:54:40,2822,0
2023-09-22 10:54:57,2485,0
2023-09-22 10:55:12,2709,0
