ts,gabarit
2023-10-10 09:08:41,24
2023-10-10 09:08:41,24
2023-10-10 09:08:46,24
2023-10-10 09:08:46,24
2023-10-10 09:08:46,24
2023-10-10 09:08:47,24
2023-10-10 09:08:53,24
2023-10-10 09:12:29,11
2023-10-10 09:13:26,22
2023-10-10 09:13:26,22
2023-10-10 09:13:26,22
2023-10-10 09:13:30,22
2023-10-10 09:13:30,22
2023-10-10 09:13:31,22
2023-10-10 09:22:14,10
2023-10-10 09:23:53,3
2023-10-10 09:30:46,5
2023-10-10 09:30:46,5
2023-10-10 09:30:47,5
2023-10-10 09:30:49,5
2023-10-10 09:30:52,5
2023-10-10 09:30:53,5
2023-10-10 09:30:55,5
2023-10-10 09:30:57,5
2023-10-10 09:30:59,5
2023-10-10 09:31:01,5
2023-10-10 09:31:04,5
2023-10-10 09:31:13,5
2023-10-10 09:31:14,5
2023-10-10 09:31:16,5
2023-10-10 09:31:17,5
2023-10-10 09:31:19,5
2023-10-10 09:31:22,5
2023-10-10 09:31:23,5
2023-10-10 09:31:26,5
2023-10-10 09:31:27,5
2023-10-10 09:31:30,5
2023-10-10 09:31:32,5
2023-10-10 09:31:34,5
2023-10-10 09:31:36,5
2023-10-10 09:31:38,5
2023-10-10 09:33:46,5
2023-10-10 09:34:15,6
2023-10-10 09:34:39,11
2023-10-10 09:39:45,10
2023-10-10 09:40:22,2
2023-10-10 09:40:48,2
2023-10-10 09:41:53,2
2023-10-10 09:42:26,3
2023-10-10 09:44:03,12
2023-10-10 09:46:18,8
2023-10-10 09:46:20,8
2023-10-10 09:46:22,8
2023-10-10 09:46:24,8
2023-10-10 09:47:20,6
2023-10-10 09:47:33,6
2023-10-10 09:47:47,6
2023-10-10 09:49:10,5
2023-10-10 09:53:24,19
2023-10-10 09:53:30,19
2023-10-10 09:54:56,2
2023-10-10 09:56:33,1
2023-10-10 10:03:31,5
2023-10-10 10:03:32,5
2023-10-10 10:12:02,1
2023-10-10 10:14:52,17
2023-10-10 10:17:30,7
2023-10-10 10:20:23,15
2023-10-10 10:22:43,19
2023-10-10 10:25:44,1
2023-10-10 10:25:48,1
2023-10-10 10:25:58,1
2023-10-10 10:26:44,1
2023-10-10 10:27:29,1
2023-10-10 10:27:35,14
2023-10-10 10:27:41,14
2023-10-10 10:27:42,14
2023-10-10 10:27:42,14
2023-10-10 10:27:42,14
2023-10-10 10:31:25,14
2023-10-10 10:31:30,14
