,ts,id,rssi
1833,2023-10-04 09:01:39,1,-100
1832,2023-10-04 09:01:45,1,-55
1831,2023-10-04 09:02:21,2,-47
1830,2023-10-04 09:03:27,2,-55
1829,2023-10-04 09:03:27,1,-100
1828,2023-10-04 09:03:33,1,-56
1827,2023-10-04 09:03:33,2,-48
1826,2023-10-04 09:03:45,2,-54
1825,2023-10-04 09:03:51,2,-69
1824,2023-10-04 09:03:57,2,-58
1823,2023-10-04 09:04:33,2,-65
1822,2023-10-04 09:04:45,2,-59
1821,2023-10-04 09:04:51,2,-48
1820,2023-10-04 09:04:57,2,-67
1819,2023-10-04 09:05:21,2,-61
1818,2023-10-04 09:06:27,2,-68
1817,2023-10-04 09:06:39,2,-58
1816,2023-10-04 09:07:33,2,-72
1815,2023-10-04 09:07:39,2,-65
1814,2023-10-04 09:07:51,2,-80
1813,2023-10-04 09:07:57,2,-70
1812,2023-10-04 09:07:57,1,-100
1811,2023-10-04 09:08:03,1,-54
1810,2023-10-04 09:08:03,2,-63
1809,2023-10-04 09:08:39,2,-53
1808,2023-10-04 09:08:45,2,-59
1807,2023-10-04 09:08:51,2,-50
1806,2023-10-04 09:08:57,2,-60
1805,2023-10-04 09:09:03,2,-72
1804,2023-10-04 09:09:15,2,-57
1803,2023-10-04 09:09:39,2,-48
1802,2023-10-04 09:09:45,2,-59
1801,2023-10-04 09:09:57,2,-66
1800,2023-10-04 09:10:33,2,-55
1799,2023-10-04 09:10:51,2,-64
1798,2023-10-04 09:10:57,2,-57
1797,2023-10-04 09:11:03,2,-63
1796,2023-10-04 09:11:33,2,-49
1795,2023-10-04 09:11:39,2,-58
1794,2023-10-04 09:11:57,2,-65
1793,2023-10-04 09:12:04,2,-58
1792,2023-10-04 09:12:28,2,-52
1791,2023-10-04 09:12:46,2,-68
1790,2023-10-04 09:12:58,2,-59
1789,2023-10-04 09:13:22,2,-71
1788,2023-10-04 09:13:28,2,-62
1787,2023-10-04 09:13:40,2,-70
1786,2023-10-04 09:13:52,2,-58
1785,2023-10-04 09:13:58,2,-65
1784,2023-10-04 09:14:04,2,-58
1783,2023-10-04 09:14:10,2,-79
1782,2023-10-04 09:14:16,2,-72
1781,2023-10-04 09:14:22,2,-51
1780,2023-10-04 09:14:28,2,-64
1779,2023-10-04 09:14:34,2,-70
1778,2023-10-04 09:14:40,2,-63
1777,2023-10-04 09:14:46,2,-57
1776,2023-10-04 09:14:58,2,-64
1775,2023-10-04 09:15:10,2,-70
1774,2023-10-04 09:15:16,2,-53
1773,2023-10-04 09:15:28,2,-61
1772,2023-10-04 09:15:34,2,-67
1771,2023-10-04 09:15:52,2,-60
1770,2023-10-04 09:15:58,2,-54
1769,2023-10-04 09:16:04,2,-75
1768,2023-10-04 09:16:10,2,-66
1767,2023-10-04 09:16:22,2,-56
1766,2023-10-04 09:16:28,2,-73
1765,2023-10-04 09:16:34,2,-55
1764,2023-10-04 09:16:46,2,-64
1763,2023-10-04 09:16:52,2,-71
1762,2023-10-04 09:16:58,2,-59
1761,2023-10-04 09:17:22,2,-69
1760,2023-10-04 09:17:28,2,-60
1759,2023-10-04 09:17:46,2,-70
1758,2023-10-04 09:18:22,2,-64
1757,2023-10-04 09:18:28,2,-74
1756,2023-10-04 09:18:40,2,-67
1755,2023-10-04 09:18:58,2,-76
1754,2023-10-04 09:19:04,2,-69
1753,2023-10-04 09:19:58,2,-100
1752,2023-10-04 09:20:04,2,-55
1751,2023-10-04 09:21:22,2,-68
1750,2023-10-04 09:21:40,2,-51
1749,2023-10-04 09:21:46,2,-61
1748,2023-10-04 09:22:04,2,-53
1747,2023-10-04 09:22:10,2,-60
1746,2023-10-04 09:22:16,2,-53
1745,2023-10-04 09:22:46,2,-68
1744,2023-10-04 09:22:53,2,-75
1743,2023-10-04 09:22:59,2,-58
1742,2023-10-04 09:23:11,2,-64
1741,2023-10-04 09:23:17,2,-56
1740,2023-10-04 09:23:35,2,-64
