,ts,id,rssi
3565,2023-08-03 09:00:58,1,-55
3564,2023-08-03 09:01:04,1,-61
3563,2023-08-03 09:01:22,1,0
3562,2023-08-03 09:01:28,1,-61
3561,2023-08-03 09:02:22,1,-55
3560,2023-08-03 09:02:28,1,-61
3559,2023-08-03 09:03:46,1,-55
3558,2023-08-03 09:04:04,1,-64
3557,2023-08-03 09:04:12,1,-57
3556,2023-08-03 09:04:30,1,-63
3555,2023-08-03 09:04:42,1,-56
3554,2023-08-03 09:04:54,1,-67
3553,2023-08-03 09:05:06,1,-56
3552,2023-08-03 09:05:12,2,-74
3551,2023-08-03 09:05:18,2,-57
3550,2023-08-03 09:05:24,1,-64
3549,2023-08-03 09:05:36,2,-46
3548,2023-08-03 09:05:36,1,-55
3547,2023-08-03 09:05:42,1,-61
3546,2023-08-03 09:05:54,2,-55
3545,2023-08-03 09:05:54,1,-67
3544,2023-08-03 09:06:00,1,-51
3543,2023-08-03 09:06:12,2,-45
3542,2023-08-03 09:06:24,2,-64
3541,2023-08-03 09:06:24,1,-68
3540,2023-08-03 09:06:30,2,-51
3539,2023-08-03 09:06:36,1,-56
3538,2023-08-03 09:06:48,2,-45
3537,2023-08-03 09:07:00,2,-57
3536,2023-08-03 09:07:06,2,-50
3535,2023-08-03 09:07:06,1,-67
3534,2023-08-03 09:07:18,2,-70
3533,2023-08-03 09:07:24,2,-48
3532,2023-08-03 09:07:24,1,-53
3531,2023-08-03 09:07:30,1,-63
3530,2023-08-03 09:07:36,2,-63
3529,2023-08-03 09:07:42,1,-69
3528,2023-08-03 09:07:48,2,-57
3527,2023-08-03 09:07:48,1,-57
3526,2023-08-03 09:07:54,2,-50
3525,2023-08-03 09:07:54,1,-67
3524,2023-08-03 09:08:00,2,-57
3523,2023-08-03 09:08:00,1,-56
3522,2023-08-03 09:08:06,2,-48
3521,2023-08-03 09:08:06,1,-63
3520,2023-08-03 09:08:12,2,-54
3519,2023-08-03 09:08:12,1,-54
3518,2023-08-03 09:08:18,1,-65
3517,2023-08-03 09:08:24,1,-46
3516,2023-08-03 09:08:30,1,-54
3515,2023-08-03 09:08:42,1,-66
3514,2023-08-03 09:08:48,1,-57
3513,2023-08-03 09:08:54,2,-45
3512,2023-08-03 09:09:06,1,-63
3511,2023-08-03 09:09:12,2,-64
3510,2023-08-03 09:09:12,1,-54
3509,2023-08-03 09:09:18,1,-61
3508,2023-08-03 09:09:24,2,-52
3507,2023-08-03 09:09:24,1,-55
3506,2023-08-03 09:09:30,1,-47
3505,2023-08-03 09:09:42,2,-59
3504,2023-08-03 09:09:48,1,-57
3503,2023-08-03 09:10:06,2,-47
3502,2023-08-03 09:10:06,1,-72
3501,2023-08-03 09:10:12,2,-56
3500,2023-08-03 09:10:12,1,-59
3499,2023-08-03 09:10:24,1,-71
3498,2023-08-03 09:10:36,2,-74
3497,2023-08-03 09:10:42,1,-63
3496,2023-08-03 09:10:48,2,-64
3495,2023-08-03 09:10:54,1,-57
3494,2023-08-03 09:11:00,2,-74
3493,2023-08-03 09:11:00,1,-64
3492,2023-08-03 09:11:06,2,-68
3491,2023-08-03 09:11:12,2,-62
3490,2023-08-03 09:11:12,1,-58
3489,2023-08-03 09:11:30,1,-50
3488,2023-08-03 09:11:42,1,-62
3487,2023-08-03 09:11:48,1,-55
3486,2023-08-03 09:12:00,1,-49
3485,2023-08-03 09:12:06,2,-70
3484,2023-08-03 09:12:12,2,-61
3483,2023-08-03 09:12:18,1,-56
3482,2023-08-03 09:12:24,1,-50
3481,2023-08-03 09:12:48,1,-68
3480,2023-08-03 09:12:55,1,-50
3479,2023-08-03 09:13:00,1,-78
3478,2023-08-03 09:13:06,1,-63
3477,2023-08-03 09:13:36,2,-68
3476,2023-08-03 09:13:43,2,-52
3475,2023-08-03 09:13:48,2,-70
3474,2023-08-03 09:13:49,1,-74
3473,2023-08-03 09:13:55,2,-55
3472,2023-08-03 09:13:55,1,-52
3471,2023-08-03 09:14:13,1,-58
3470,2023-08-03 09:14:25,1,-66
3469,2023-08-03 09:14:37,2,-43
3468,2023-08-03 09:14:43,1,-54
3467,2023-08-03 09:14:49,2,-55
3466,2023-08-03 09:14:55,1,-62
3465,2023-08-03 09:15:01,2,-49
3464,2023-08-03 09:15:13,2,-56
3463,2023-08-03 09:15:13,1,-56
3462,2023-08-03 09:15:19,1,-64
3461,2023-08-03 09:15:25,2,-66
3460,2023-08-03 09:15:25,1,-54
3459,2023-08-03 09:15:31,2,-60
3458,2023-08-03 09:15:31,1,-64
3457,2023-08-03 09:15:37,2,-71
3456,2023-08-03 09:15:37,1,-57
3455,2023-08-03 09:15:43,1,-50
3454,2023-08-03 09:15:49,1,-59
3453,2023-08-03 09:16:01,2,-62
3452,2023-08-03 09:16:13,2,-56
3451,2023-08-03 09:16:31,1,-66
3450,2023-08-03 09:16:37,2,-63
3449,2023-08-03 09:16:43,1,-58
3448,2023-08-03 09:16:49,2,-56
3447,2023-08-03 09:17:01,2,-71
3446,2023-08-03 09:17:07,2,-62
3445,2023-08-03 09:17:19,2,-54
3444,2023-08-03 09:17:19,1,-50
3443,2023-08-03 09:17:31,2,-64
3442,2023-08-03 09:17:31,1,-62
3441,2023-08-03 09:17:37,1,-50
3440,2023-08-03 09:17:43,1,-56
3439,2023-08-03 09:17:49,2,-73
3438,2023-08-03 09:17:55,2,-51
3437,2023-08-03 09:17:55,1,-63
3436,2023-08-03 09:18:01,2,-68
3435,2023-08-03 09:18:07,1,-57
3434,2023-08-03 09:18:13,2,-56
3433,2023-08-03 09:18:19,2,-50
3432,2023-08-03 09:18:19,1,-48
3431,2023-08-03 09:18:25,2,-59
3430,2023-08-03 09:18:25,1,-56
3429,2023-08-03 09:18:37,2,-44
3428,2023-08-03 09:18:49,2,-63
3427,2023-08-03 09:18:49,1,-65
3426,2023-08-03 09:18:55,2,-48
3425,2023-08-03 09:18:55,1,-58
3424,2023-08-03 09:19:01,2,-54
3423,2023-08-03 09:19:07,2,-46
3422,2023-08-03 09:19:13,1,-51
3421,2023-08-03 09:19:43,1,-61
3420,2023-08-03 09:19:49,1,-73
3419,2023-08-03 09:19:55,1,-64
3418,2023-08-03 09:20:01,2,-53
3417,2023-08-03 09:20:01,1,-50
3416,2023-08-03 09:20:07,1,-62
3415,2023-08-03 09:20:13,2,-45
3414,2023-08-03 09:20:25,2,-64
3413,2023-08-03 09:20:31,2,-54
3412,2023-08-03 09:20:37,2,-63
3411,2023-08-03 09:20:43,1,-54
3410,2023-08-03 09:20:49,2,-57
3409,2023-08-03 09:20:55,2,-40
3408,2023-08-03 09:21:01,2,-57
3407,2023-08-03 09:21:01,1,-75
3406,2023-08-03 09:21:07,1,-62
3405,2023-08-03 09:21:13,2,-50
3404,2023-08-03 09:21:13,1,-56
3403,2023-08-03 09:21:19,2,-42
