ts,gabarit
2023-09-28 09:07:50,11
2023-09-28 09:11:48,12
2023-09-28 09:12:47,12
2023-09-28 09:13:54,17
2023-09-28 09:15:22,13
2023-09-28 09:27:20,3
2023-09-28 09:28:58,8
2023-09-28 09:31:35,15
2023-09-28 09:34:23,13
2023-09-28 09:36:58,19
2023-09-28 09:38:39,24
2023-09-28 09:40:08,2
2023-09-28 09:41:14,9
2023-09-28 09:42:26,3
2023-09-28 09:43:46,22
2023-09-28 09:47:21,12
2023-09-28 09:48:31,16
2023-09-28 09:50:33,13
2023-09-28 09:51:13,21
2023-09-28 09:51:17,21
2023-09-28 09:51:19,21
2023-09-28 09:51:22,21
2023-09-28 09:51:24,21
2023-09-28 09:51:26,21
2023-09-28 09:51:28,21
2023-09-28 09:51:31,21
2023-09-28 09:51:34,21
2023-09-28 09:51:49,21
2023-09-28 09:54:53,10
2023-09-28 10:00:06,3
2023-09-28 10:01:18,22
2023-09-28 10:04:15,15
2023-09-28 10:05:51,16
2023-09-28 10:07:10,17
2023-09-28 10:08:25,19
2023-09-28 10:09:42,21
2023-09-28 10:10:57,2
2023-09-28 10:13:15,11
2023-09-28 10:14:32,3
2023-09-28 10:15:41,5
2023-09-28 10:17:22,22
2023-09-28 10:19:31,8
2023-09-28 10:21:55,17
2023-09-28 10:23:27,18
2023-09-28 10:24:34,21
2023-09-28 10:25:43,2
2023-09-28 10:27:05,11
2023-09-28 10:28:41,3
2023-09-28 10:29:42,9
2023-09-28 10:48:46,22
2023-09-28 10:53:17,15
2023-09-28 10:56:10,21
2023-09-28 11:00:16,11
2023-09-28 11:01:38,10
2023-09-28 11:03:17,3
2023-09-28 11:04:17,22
2023-09-28 11:04:18,22
2023-09-28 11:04:20,22
2023-09-28 11:04:23,22
2023-09-28 11:04:24,22
2023-09-28 11:04:26,22
2023-09-28 11:04:29,22
2023-09-28 11:04:32,22
2023-09-28 11:04:33,22
2023-09-28 11:04:36,22
2023-09-28 11:04:37,22
2023-09-28 11:04:38,22
2023-09-28 11:04:41,22
2023-09-28 11:04:45,22
2023-09-28 11:07:02,5
2023-09-28 11:09:48,8
2023-09-28 11:16:28,19
2023-09-28 11:20:02,13
2023-09-28 11:28:24,17
2023-09-28 11:30:16,11
2023-09-28 11:31:39,3
2023-09-28 11:32:53,10
2023-09-28 11:46:38,15
2023-09-28 11:49:17,3
2023-09-28 11:52:53,22
2023-09-28 11:54:15,7
2023-09-28 11:55:08,7
2023-09-28 11:55:57,20
2023-09-28 11:57:51,4
2023-09-28 11:59:57,11
2023-09-28 12:04:10,10
2023-09-28 12:05:19,3
2023-09-28 12:09:38,14
2023-09-28 12:10:42,20
2023-09-28 12:13:23,19
2023-09-28 12:15:33,8
2023-09-28 12:15:35,15
2023-09-28 12:16:33,16
2023-09-28 12:16:46,16
2023-09-28 12:23:42,17
2023-09-28 12:24:50,4
2023-09-28 12:27:04,21
2023-09-28 12:29:51,8
2023-09-28 12:32:25,10
2023-09-28 12:33:32,22
2023-09-28 12:34:41,3
2023-09-28 12:37:24,9
2023-09-28 12:40:21,15
2023-09-28 12:40:36,15
2023-09-28 12:41:07,15
2023-09-28 12:41:17,15
2023-09-28 12:41:19,15
2023-09-28 12:41:19,15
2023-09-28 12:41:19,15
2023-09-28 12:41:22,15
2023-09-28 12:42:38,16
2023-09-28 12:43:28,11
2023-09-28 12:44:43,8
2023-09-28 12:44:44,8
2023-09-28 12:44:46,8
2023-09-28 12:44:48,8
2023-09-28 12:44:50,8
2023-09-28 12:44:53,8
2023-09-28 12:44:54,8
2023-09-28 12:44:56,8
2023-09-28 12:44:59,8
2023-09-28 12:45:49,6
2023-09-28 12:46:34,10
2023-09-28 12:46:42,10
2023-09-28 12:46:43,10
2023-09-28 12:46:43,10
2023-09-28 12:46:44,10
2023-09-28 12:46:46,10
2023-09-28 12:46:51,10
2023-09-28 12:46:51,10
2023-09-28 12:50:31,3
2023-09-28 12:50:35,3
2023-09-28 12:50:36,3
2023-09-28 12:53:15,19
2023-09-28 12:53:16,19
2023-09-28 12:55:18,21
2023-09-28 12:55:59,15
2023-09-28 14:01:57,18
2023-09-28 14:05:55,22
2023-09-28 14:06:36,12
2023-09-28 14:09:30,19
2023-09-28 14:10:58,17
2023-09-28 14:14:35,11
2023-09-28 14:17:41,15
2023-09-28 14:20:33,18
2023-09-28 14:21:26,10
2023-09-28 14:22:33,9
2023-09-28 14:26:49,13
2023-09-28 14:32:23,3
2023-09-28 14:36:28,11
2023-09-28 14:36:28,11
2023-09-28 14:36:44,11
2023-09-28 14:39:57,18
2023-09-28 14:41:10,9
