ts,id,rssi
2023-08-24 17:30:01,3,-68
2023-08-24 17:30:07,2,-69
2023-08-24 17:30:07,3,-58
2023-08-24 17:30:13,2,-60
2023-08-24 17:30:13,3,-65
2023-08-24 17:30:19,3,-59
2023-08-24 17:30:31,2,-67
2023-08-24 17:30:31,3,-70
2023-08-24 17:30:37,1,-44
2023-08-24 17:30:43,2,-61
2023-08-24 17:30:43,3,-62
2023-08-24 17:31:01,3,-68
2023-08-24 17:31:07,3,-60
2023-08-24 17:31:19,2,-69
2023-08-24 17:31:25,3,-67
2023-08-24 17:31:43,3,-60
2023-08-24 17:31:49,1,-51
2023-08-24 17:32:13,3,-70
2023-08-24 17:32:25,1,-43
2023-08-24 17:32:31,2,-73
2023-08-24 17:32:31,1,-51
2023-08-24 17:32:43,3,-60
2023-08-24 17:32:49,3,-70
2023-08-24 17:32:49,1,-45
2023-08-24 17:32:55,3,-60
2023-08-24 17:33:07,3,-67
2023-08-24 17:33:13,3,-61
2023-08-24 17:33:19,2,-67
2023-08-24 17:33:25,1,-51
2023-08-24 17:33:37,3,-68
2023-08-24 17:33:37,1,-45
2023-08-24 17:33:43,2,-61
2023-08-24 17:33:43,3,-59
2023-08-24 17:33:49,2,-67
2023-08-24 17:33:49,3,-69
2023-08-24 17:33:55,3,-60
2023-08-24 17:34:01,3,-68
2023-08-24 17:34:25,2,-61
2023-08-24 17:34:25,3,-59
2023-08-24 17:34:43,3,-70
2023-08-24 17:34:49,3,-59
2023-08-24 17:34:55,2,-70
2023-08-24 17:34:55,1,-65
2023-08-24 17:35:01,3,-59
2023-08-24 17:35:01,1,-50
2023-08-24 17:35:07,3,-69
2023-08-24 17:35:13,2,-60
2023-08-24 17:35:13,3,-59
2023-08-24 17:35:37,1,-58
2023-08-24 17:35:43,3,-67
2023-08-24 17:35:49,3,-59
2023-08-24 17:35:49,1,-66
2023-08-24 17:35:55,2,-66
2023-08-24 17:35:55,1,-49
2023-08-24 17:36:01,2,-60
2023-08-24 17:36:07,2,-66
2023-08-24 17:36:07,3,-67
2023-08-24 17:36:19,2,-60
2023-08-24 17:36:19,3,-60
2023-08-24 17:36:25,2,-68
2023-08-24 17:36:43,3,-67
2023-08-24 17:36:43,1,-55
2023-08-24 17:36:49,1,-47
2023-08-24 17:36:55,3,-74
2023-08-24 17:37:01,3,-68
2023-08-24 17:37:19,1,-60
2023-08-24 17:37:25,1,-66
2023-08-24 17:37:31,2,-75
2023-08-24 17:37:37,1,-73
2023-08-24 17:37:43,3,-61
2023-08-24 17:37:49,3,-68
2023-08-24 17:37:49,1,-64
2023-08-24 17:37:55,2,-68
2023-08-24 17:37:55,1,-71
2023-08-24 17:38:07,2,-76
2023-08-24 17:38:13,3,-60
2023-08-24 17:38:19,3,-67
2023-08-24 17:38:31,3,-60
2023-08-24 17:38:37,1,-64
2023-08-24 17:38:49,1,-73
2023-08-24 17:38:55,1,-65
2023-08-24 17:39:07,1,-73
2023-08-24 17:39:19,3,-68
2023-08-24 17:39:19,1,-65
2023-08-24 17:39:25,2,-64
2023-08-24 17:39:25,3,-60
2023-08-24 17:39:31,1,-57
2023-08-24 17:40:01,1,-100
2023-08-24 17:40:07,1,-53
2023-08-24 17:40:19,2,-58
2023-08-24 17:40:19,1,-67
2023-08-24 17:40:25,1,-56
2023-08-24 17:40:37,3,-70
2023-08-24 17:40:38,1,-73
2023-08-24 17:40:43,3,-60
2023-08-24 17:40:43,1,-53
2023-08-24 17:40:55,2,-64
2023-08-24 17:41:01,1,-60
2023-08-24 17:41:19,2,-58
2023-08-24 17:41:19,3,-68
2023-08-24 17:41:25,2,-66
2023-08-24 17:41:25,3,-61
2023-08-24 17:41:50,3,-73
2023-08-24 17:41:50,2,-100
2023-08-24 17:41:56,3,-62
2023-08-24 17:41:56,1,-54
2023-08-24 17:42:56,1,-67
2023-08-24 17:43:02,1,-55
2023-08-24 17:43:14,1,-65
2023-08-24 17:43:20,1,-54
2023-08-24 17:43:32,3,-73
2023-08-24 17:43:38,3,-59
2023-08-24 17:43:38,1,-67
2023-08-24 17:43:44,1,-56
2023-08-24 17:43:56,3,-68
2023-08-24 17:44:02,3,-59
2023-08-24 17:44:08,3,-67
2023-08-24 17:44:08,1,-66
2023-08-24 17:44:26,2,-71
2023-08-24 17:44:26,1,-57
2023-08-24 17:44:32,2,-61
2023-08-24 17:44:56,2,-68
2023-08-24 17:44:56,3,-59
2023-08-24 17:45:02,2,-78
2023-08-24 17:45:02,1,-66
2023-08-24 17:45:08,2,-57
2023-08-24 17:45:08,1,-52
2023-08-24 17:45:20,1,-65
2023-08-24 17:45:26,1,-57
2023-08-24 17:45:32,2,-63
2023-08-24 17:45:32,1,-69
2023-08-24 17:45:44,1,-58
2023-08-24 17:45:50,2,-77
2023-08-24 17:45:50,1,-81
2023-08-24 17:45:56,2,-60
2023-08-24 17:46:02,2,-67
2023-08-24 17:46:02,3,-58
2023-08-24 17:46:02,1,-73
2023-08-24 17:46:08,3,-68
2023-08-24 17:46:14,3,-59
2023-08-24 17:46:26,3,-73
2023-08-24 17:46:32,3,-59
2023-08-24 17:46:50,2,-76
2023-08-24 17:47:02,2,-68
2023-08-24 17:47:14,3,-65
2023-08-24 17:47:26,3,-58
2023-08-24 17:47:32,3,-64
2023-08-24 17:47:50,2,-76
2023-08-24 17:48:08,3,-58
2023-08-24 17:48:26,3,-66
2023-08-24 17:48:32,3,-59
2023-08-24 17:48:44,2,-82
2023-08-24 17:48:50,1,-67
2023-08-24 17:48:56,2,-71
2023-08-24 17:49:02,3,-73
2023-08-24 17:49:32,1,-55
2023-08-24 17:49:50,2,-62
2023-08-24 17:49:50,3,-62
2023-08-24 17:49:50,1,-74
2023-08-24 17:49:56,1,-53
2023-08-24 17:50:08,1,-72
2023-08-24 17:50:14,3,-72
2023-08-24 17:50:14,1,-62
2023-08-24 17:50:20,1,-54
2023-08-24 17:50:26,2,-56
2023-08-24 17:50:26,1,-63
2023-08-24 17:50:32,2,-65
2023-08-24 17:50:32,1,-57
2023-08-24 17:50:38,3,-61
2023-08-24 17:50:44,3,-69
2023-08-24 17:50:50,2,-72
2023-08-24 17:50:50,1,-100
2023-08-24 17:50:56,2,-54
2023-08-24 17:50:56,1,-56
2023-08-24 17:51:02,1,-65
2023-08-24 17:51:08,3,-63
2023-08-24 17:51:08,1,-57
2023-08-24 17:51:14,2,-64
2023-08-24 17:51:14,1,-64
2023-08-24 17:51:20,3,-74
2023-08-24 17:51:32,3,-68
2023-08-24 17:51:44,2,-70
2023-08-24 17:51:44,3,-62
2023-08-24 17:51:50,2,-60
2023-08-24 17:51:50,1,-57
2023-08-24 17:51:56,3,-62
2023-08-24 17:52:08,1,-63
2023-08-24 17:52:14,3,-69
2023-08-24 17:52:20,1,-56
2023-08-24 17:52:38,3,-61
2023-08-24 17:53:02,3,-70
2023-08-24 17:53:08,3,-59
2023-08-24 17:53:20,3,-65
2023-08-24 17:53:38,3,-73
2023-08-24 17:53:45,3,-64
2023-08-24 17:54:03,3,-70
2023-08-24 17:54:27,3,-79
2023-08-24 17:54:39,3,-63
2023-08-24 17:54:51,3,-69
2023-08-24 17:55:03,1,-62
2023-08-24 17:55:09,3,-63
2023-08-24 17:55:09,1,-56
2023-08-24 17:55:27,3,-70
2023-08-24 17:56:27,3,-64
2023-08-24 17:56:51,3,-71
2023-08-24 17:57:03,2,-71
2023-08-24 17:57:03,3,-65
2023-08-24 17:57:33,2,-62
2023-08-24 17:57:39,2,-68
2023-08-24 17:58:15,2,-74
2023-08-24 17:58:21,3,-100
2023-08-24 17:58:27,3,-62
2023-08-24 17:58:57,2,-67
2023-08-24 17:59:03,3,-68
2023-08-24 17:59:15,2,-73
2023-08-24 17:59:33,2,-65
2023-08-24 17:59:45,2,-71
2023-08-24 18:00:09,2,-100
2023-08-24 18:00:21,2,-73
2023-08-24 18:00:33,2,-67
2023-08-24 18:00:39,2,-78
2023-08-24 18:00:39,3,-61
2023-08-24 18:00:45,2,-56
2023-08-24 18:00:45,3,-70
2023-08-24 18:00:51,2,-65
2023-08-24 18:00:51,3,-63
2023-08-24 18:00:57,3,-70
2023-08-24 18:01:03,3,-61
2023-08-24 18:01:15,2,-53
2023-08-24 18:01:27,2,-65
2023-08-24 18:01:39,2,-50
2023-08-24 18:01:45,3,-68
2023-08-24 18:02:03,1,-65
2023-08-24 18:02:09,1,-56
2023-08-24 18:02:27,2,-57
2023-08-24 18:02:33,2,-51
2023-08-24 18:02:45,2,-44
2023-08-24 18:03:04,2,-52
2023-08-24 18:03:09,3,-62
2023-08-24 18:03:21,2,-60
2023-08-24 18:03:46,2,-76
2023-08-24 18:03:46,3,-100
2023-08-24 18:03:52,2,-54
2023-08-24 18:03:52,3,-64
2023-08-24 18:04:04,2,-65
2023-08-24 18:04:10,2,-52
2023-08-24 18:04:34,2,-72
2023-08-24 18:04:34,3,-71
2023-08-24 18:04:46,2,-53
2023-08-24 18:05:04,2,-64
2023-08-24 18:05:22,2,-54
2023-08-24 18:05:34,3,-65
2023-08-24 18:05:58,2,-63
2023-08-24 18:06:10,2,-54
2023-08-24 18:06:10,1,-50
2023-08-24 18:06:16,2,-71
2023-08-24 18:06:22,2,-65
2023-08-24 18:06:28,2,-54
2023-08-24 18:06:28,1,-59
2023-08-24 18:06:40,1,-51
2023-08-24 18:06:46,2,-63
2023-08-24 18:07:10,2,-73
2023-08-24 18:07:28,2,-65
2023-08-24 18:07:52,3,-80
2023-08-24 18:08:16,3,-69
2023-08-24 18:08:22,3,-61
2023-08-24 18:08:28,2,-56
2023-08-24 18:08:40,2,-66
2023-08-24 18:08:40,3,-67
2023-08-24 18:08:52,1,-100
2023-08-24 18:08:58,2,-75
2023-08-24 18:08:58,1,-53
2023-08-24 18:09:04,3,-60
2023-08-24 18:09:16,2,-66
2023-08-24 18:09:52,3,-77
2023-08-24 18:09:58,3,-61
