ts,gabarit
2023-10-09 09:06:54,14
2023-10-09 09:07:31,9
2023-10-09 09:07:33,9
2023-10-09 09:07:36,9
2023-10-09 09:07:37,9
2023-10-09 09:07:39,9
2023-10-09 09:07:44,9
2023-10-09 09:07:45,9
2023-10-09 09:07:45,9
2023-10-09 09:07:50,9
2023-10-09 09:07:50,9
2023-10-09 09:08:44,9
2023-10-09 09:08:45,9
2023-10-09 09:08:45,9
2023-10-09 09:08:46,9
2023-10-09 09:08:50,9
2023-10-09 09:08:51,9
2023-10-09 09:08:51,9
2023-10-09 09:09:28,9
2023-10-09 09:09:30,9
2023-10-09 09:09:32,9
2023-10-09 09:09:34,9
2023-10-09 09:09:36,9
2023-10-09 09:09:38,9
2023-10-09 09:09:41,9
2023-10-09 09:09:45,9
2023-10-09 09:09:45,9
2023-10-09 09:09:46,9
2023-10-09 09:09:48,9
2023-10-09 09:09:50,9
2023-10-09 09:09:52,9
2023-10-09 09:09:54,9
2023-10-09 09:09:56,9
2023-10-09 09:13:06,2
2023-10-09 09:16:13,22
2023-10-09 09:17:50,11
2023-10-09 09:19:16,8
2023-10-09 09:19:25,8
2023-10-09 09:21:09,10
2023-10-09 09:22:35,3
2023-10-09 09:28:12,9
2023-10-09 09:32:56,11
2023-10-09 09:34:50,10
2023-10-09 09:36:30,8
2023-10-09 09:39:05,1
2023-10-09 09:44:25,9
2023-10-09 09:44:25,9
2023-10-09 09:44:25,9
2023-10-09 09:44:26,9
2023-10-09 09:45:05,9
2023-10-09 09:45:09,9
2023-10-09 09:45:09,9
2023-10-09 09:45:09,9
2023-10-09 09:45:57,9
2023-10-09 09:45:57,7
2023-10-09 09:46:14,7
2023-10-09 09:46:14,7
2023-10-09 09:46:16,7
2023-10-09 09:46:42,7
2023-10-09 09:46:43,7
2023-10-09 09:48:11,24
2023-10-09 09:48:14,24
2023-10-09 09:48:15,24
2023-10-09 09:48:17,24
2023-10-09 09:48:19,24
2023-10-09 09:48:21,24
2023-10-09 09:48:24,24
2023-10-09 09:48:25,24
2023-10-09 09:48:27,24
2023-10-09 09:48:30,24
2023-10-09 09:48:31,24
2023-10-09 09:51:30,15
2023-10-09 09:51:35,15
2023-10-09 09:51:38,15
2023-10-09 09:54:16,15
2023-10-09 09:54:16,15
2023-10-09 09:54:16,15
2023-10-09 09:54:21,12
2023-10-09 10:10:43,15
2023-10-09 10:11:10,22
2023-10-09 10:11:18,22
2023-10-09 10:11:19,22
2023-10-09 10:11:19,22
2023-10-09 10:11:23,22
2023-10-09 10:11:23,22
2023-10-09 10:11:25,22
2023-10-09 10:11:27,22
2023-10-09 10:11:35,22
2023-10-09 10:11:36,22
2023-10-09 10:13:16,3
2023-10-09 10:13:17,3
2023-10-09 10:13:19,3
2023-10-09 10:13:21,3
2023-10-09 10:13:23,3
2023-10-09 10:13:52,3
2023-10-09 10:14:04,3
2023-10-09 10:14:04,3
2023-10-09 10:14:14,5
2023-10-09 10:15:45,12
2023-10-09 10:20:31,17
2023-10-09 10:26:34,22
2023-10-09 10:28:39,12
2023-10-09 10:30:11,10
2023-10-09 10:30:11,10
2023-10-09 10:30:11,10
2023-10-09 10:30:13,10
2023-10-09 10:30:15,10
2023-10-09 10:30:17,10
2023-10-09 10:30:19,10
2023-10-09 10:30:21,10
2023-10-09 10:30:22,10
2023-10-09 10:30:26,10
2023-10-09 10:30:27,10
2023-10-09 10:30:46,10
2023-10-09 10:30:46,10
2023-10-09 10:30:46,10
2023-10-09 10:30:46,10
2023-10-09 10:30:47,10
2023-10-09 10:30:49,10
2023-10-09 10:30:51,10
2023-10-09 10:30:54,10
2023-10-09 10:30:55,10
2023-10-09 10:30:57,10
2023-10-09 10:30:59,10
2023-10-09 10:31:03,10
2023-10-09 10:31:04,10
2023-10-09 10:31:05,10
2023-10-09 10:31:07,10
2023-10-09 10:31:09,10
2023-10-09 10:31:13,10
2023-10-09 10:31:13,10
2023-10-09 10:31:15,10
2023-10-09 10:31:17,10
2023-10-09 10:31:19,10
2023-10-09 10:31:21,10
2023-10-09 10:31:23,10
