,ts,id,rssi
3508,2023-10-09 09:00:13,2,-54
3507,2023-10-09 09:00:38,2,-100
3506,2023-10-09 09:00:44,2,-63
3505,2023-10-09 09:01:14,2,-55
3504,2023-10-09 09:01:26,2,-61
3503,2023-10-09 09:01:56,2,-54
3502,2023-10-09 09:02:02,2,-61
3501,2023-10-09 09:02:08,2,-53
3500,2023-10-09 09:02:26,2,-59
3499,2023-10-09 09:09:08,2,-57
3498,2023-10-09 09:10:50,1,-100
3497,2023-10-09 09:10:56,1,-62
3496,2023-10-09 09:11:14,2,-66
3495,2023-10-09 09:11:38,2,-58
3494,2023-10-09 09:12:26,2,-64
3493,2023-10-09 09:13:20,2,-54
3492,2023-10-09 09:13:33,2,-65
3491,2023-10-09 09:13:39,2,-57
3490,2023-10-09 09:13:57,2,-66
3489,2023-10-09 09:14:03,2,-57
3488,2023-10-09 09:14:45,1,-68
3487,2023-10-09 09:15:03,2,-64
3486,2023-10-09 09:15:09,2,-57
3485,2023-10-09 09:15:09,1,-59
3484,2023-10-09 09:15:21,1,-65
3483,2023-10-09 09:15:27,1,-59
3482,2023-10-09 09:15:33,1,-65
3481,2023-10-09 09:15:57,2,-65
3480,2023-10-09 09:16:09,2,-55
3479,2023-10-09 09:16:09,1,-59
3478,2023-10-09 09:16:15,2,-61
3477,2023-10-09 09:17:03,1,-70
3476,2023-10-09 09:17:27,1,-61
3475,2023-10-09 09:18:21,2,-100
3474,2023-10-09 09:18:21,1,-100
3473,2023-10-09 09:18:27,2,-64
3472,2023-10-09 09:18:33,1,-66
3471,2023-10-09 09:18:39,2,-57
3470,2023-10-09 09:18:45,1,-59
3469,2023-10-09 09:19:15,1,-66
3468,2023-10-09 09:19:21,1,-59
3467,2023-10-09 09:19:39,2,-63
3466,2023-10-09 09:19:57,1,-65
3465,2023-10-09 09:20:03,1,-59
3464,2023-10-09 09:20:09,2,-56
3463,2023-10-09 09:20:33,1,-65
3462,2023-10-09 09:21:21,1,-59
3461,2023-10-09 09:21:27,2,-63
3460,2023-10-09 09:21:39,1,-65
3459,2023-10-09 09:21:57,2,-100
3458,2023-10-09 09:22:03,2,-58
3457,2023-10-09 09:22:15,1,-100
3456,2023-10-09 09:22:21,1,-64
3455,2023-10-09 09:24:09,2,-67
3454,2023-10-09 09:24:16,2,-60
3453,2023-10-09 09:24:22,1,-58
3452,2023-10-09 09:24:28,1,-65
3451,2023-10-09 09:24:34,1,-59
3450,2023-10-09 09:24:46,2,-66
3449,2023-10-09 09:24:58,2,-59
3448,2023-10-09 09:25:04,1,-65
3447,2023-10-09 09:25:28,2,-65
3446,2023-10-09 09:25:40,1,-59
3445,2023-10-09 09:26:04,2,-58
3444,2023-10-09 09:26:16,2,-65
3443,2023-10-09 09:26:52,2,-59
3442,2023-10-09 09:27:16,1,-65
3441,2023-10-09 09:27:58,1,-59
3440,2023-10-09 09:28:04,2,-66
3439,2023-10-09 09:28:04,1,-75
3438,2023-10-09 09:28:10,2,-76
3437,2023-10-09 09:28:10,1,-66
3436,2023-10-09 09:28:22,2,-66
3435,2023-10-09 09:28:34,1,-57
3434,2023-10-09 09:28:40,2,-57
3433,2023-10-09 09:28:40,1,-63
3432,2023-10-09 09:28:46,2,-65
3431,2023-10-09 09:28:58,2,-59
3430,2023-10-09 09:29:04,1,-52
3429,2023-10-09 09:29:10,2,-65
