,ts,gabarit
733,2023-10-03 09:05:45,10
732,2023-10-03 09:05:50,0
731,2023-10-03 09:07:01,3
730,2023-10-03 09:07:06,0
729,2023-10-03 09:11:47,17
728,2023-10-03 09:11:53,0
727,2023-10-03 09:14:00,19
726,2023-10-03 09:14:05,0
725,2023-10-03 09:14:58,24
724,2023-10-03 09:15:03,0
723,2023-10-03 09:15:23,24
722,2023-10-03 09:15:25,24
721,2023-10-03 09:15:27,24
720,2023-10-03 09:15:29,24
719,2023-10-03 09:15:31,24
718,2023-10-03 09:15:33,24
717,2023-10-03 09:15:38,0
716,2023-10-03 09:20:50,10
715,2023-10-03 09:20:56,0
714,2023-10-03 09:26:26,15
713,2023-10-03 09:26:31,0
712,2023-10-03 09:30:01,17
711,2023-10-03 09:30:06,0
710,2023-10-03 09:31:11,22
709,2023-10-03 09:31:16,0
708,2023-10-03 09:32:05,24
707,2023-10-03 09:32:10,0
706,2023-10-03 09:32:42,24
705,2023-10-03 10:18:07,1
704,2023-10-03 10:18:12,0
703,2023-10-03 10:18:35,1
702,2023-10-03 10:18:37,1
701,2023-10-03 10:18:39,1
700,2023-10-03 10:18:41,1
699,2023-10-03 10:18:43,1
698,2023-10-03 10:18:45,1
697,2023-10-03 10:18:50,0
696,2023-10-03 10:21:11,22
695,2023-10-03 10:21:16,0
694,2023-10-03 10:21:38,22
693,2023-10-03 10:21:40,22
692,2023-10-03 10:21:42,22
691,2023-10-03 10:21:44,22
690,2023-10-03 10:21:47,22
689,2023-10-03 10:21:52,0
688,2023-10-03 10:26:25,10
687,2023-10-03 10:26:30,0
686,2023-10-03 10:26:53,10
685,2023-10-03 10:26:58,0
684,2023-10-03 10:28:07,16
683,2023-10-03 10:28:12,0
682,2023-10-03 10:28:51,15
681,2023-10-03 10:28:56,0
680,2023-10-03 10:30:00,5
679,2023-10-03 10:30:05,0
678,2023-10-03 10:50:12,19
677,2023-10-03 10:50:17,0
676,2023-10-03 10:50:38,19
675,2023-10-03 10:50:40,19
674,2023-10-03 10:50:45,0
673,2023-10-03 10:52:30,1
672,2023-10-03 10:52:35,0
671,2023-10-03 10:53:04,1
670,2023-10-03 10:53:06,1
669,2023-10-03 10:53:08,1
668,2023-10-03 10:53:10,1
667,2023-10-03 10:53:12,1
666,2023-10-03 10:53:16,1
665,2023-10-03 10:53:21,0
664,2023-10-03 10:54:43,12
663,2023-10-03 10:54:48,0
662,2023-10-03 10:55:54,22
661,2023-10-03 10:55:59,0
660,2023-10-03 11:03:39,5
659,2023-10-03 11:03:44,0
658,2023-10-03 11:04:13,5
657,2023-10-03 11:04:18,0
656,2023-10-03 11:04:26,5
655,2023-10-03 11:04:31,0
654,2023-10-03 11:08:21,19
653,2023-10-03 11:08:26,0
652,2023-10-03 11:11:49,1
651,2023-10-03 11:11:54,0
650,2023-10-03 11:12:18,1
649,2023-10-03 11:12:23,0
648,2023-10-03 11:13:55,3
647,2023-10-03 11:14:00,0
646,2023-10-03 11:21:18,0
645,2023-10-03 11:21:57,24
644,2023-10-03 11:22:02,0
643,2023-10-03 11:25:06,19
642,2023-10-03 11:25:12,0
641,2023-10-03 11:25:35,19
640,2023-10-03 11:25:40,0
639,2023-10-03 11:25:45,19
638,2023-10-03 11:25:50,0
637,2023-10-03 11:26:23,1
636,2023-10-03 11:26:28,0
635,2023-10-03 11:29:24,3
634,2023-10-03 11:29:29,0
633,2023-10-03 11:30:02,3
632,2023-10-03 11:30:07,0
631,2023-10-03 11:30:10,3
630,2023-10-03 11:30:14,3
629,2023-10-03 11:30:19,0
628,2023-10-03 11:36:35,5
627,2023-10-03 11:36:40,0
626,2023-10-03 11:37:32,17
625,2023-10-03 11:37:37,0
624,2023-10-03 11:38:49,9
623,2023-10-03 11:38:55,0
622,2023-10-03 11:40:35,1
621,2023-10-03 11:40:40,0
620,2023-10-03 11:41:25,0
619,2023-10-03 11:41:35,1
618,2023-10-03 11:41:40,0
617,2023-10-03 11:45:28,3
616,2023-10-03 11:45:33,0
615,2023-10-03 11:48:42,5
614,2023-10-03 11:48:47,0
613,2023-10-03 11:49:04,5
612,2023-10-03 11:49:07,5
611,2023-10-03 11:49:11,5
610,2023-10-03 11:49:13,5
609,2023-10-03 11:49:18,0
608,2023-10-03 11:51:53,17
607,2023-10-03 11:51:59,0
606,2023-10-03 11:52:25,17
605,2023-10-03 11:52:30,0
604,2023-10-03 11:52:38,9
603,2023-10-03 11:52:43,0
602,2023-10-03 11:53:08,9
601,2023-10-03 11:53:10,9
600,2023-10-03 11:53:15,0
599,2023-10-03 11:54:20,1
598,2023-10-03 11:54:25,0
597,2023-10-03 11:54:54,1
596,2023-10-03 11:54:56,1
595,2023-10-03 11:55:01,0
594,2023-10-03 11:55:06,1
593,2023-10-03 11:55:11,0
592,2023-10-03 11:58:07,18
591,2023-10-03 11:58:12,0
590,2023-10-03 11:58:59,0
589,2023-10-03 12:00:24,21
588,2023-10-03 12:00:29,0
587,2023-10-03 12:00:30,21
586,2023-10-03 12:00:35,0
585,2023-10-03 12:05:26,0
584,2023-10-03 12:05:45,5
583,2023-10-03 12:05:50,0
582,2023-10-03 12:05:54,5
581,2023-10-03 12:05:56,5
580,2023-10-03 12:05:58,5
579,2023-10-03 12:06:00,5
578,2023-10-03 12:06:02,5
577,2023-10-03 12:06:07,0
576,2023-10-03 12:07:56,17
575,2023-10-03 12:08:01,0
574,2023-10-03 12:09:11,9
573,2023-10-03 12:09:16,0
572,2023-10-03 12:10:12,1
571,2023-10-03 12:10:17,0
570,2023-10-03 12:10:39,1
569,2023-10-03 12:10:44,0
568,2023-10-03 12:10:51,1
567,2023-10-03 12:10:56,0
566,2023-10-03 12:11:51,16
565,2023-10-03 12:11:56,0
564,2023-10-03 12:13:43,16
563,2023-10-03 12:13:48,0
562,2023-10-03 12:13:53,16
561,2023-10-03 12:13:58,0
560,2023-10-03 12:15:53,24
559,2023-10-03 12:15:58,0
558,2023-10-03 12:17:32,24
557,2023-10-03 12:17:37,0
556,2023-10-03 12:17:42,24
555,2023-10-03 12:17:47,0
554,2023-10-03 12:17:51,19
553,2023-10-03 12:17:56,0
552,2023-10-03 12:18:27,0
551,2023-10-03 12:18:31,19
550,2023-10-03 12:18:36,0
549,2023-10-03 12:21:44,5
548,2023-10-03 12:21:49,0
547,2023-10-03 12:25:09,0
546,2023-10-03 12:25:37,22
545,2023-10-03 12:25:39,22
544,2023-10-03 12:25:41,22
543,2023-10-03 12:25:43,22
542,2023-10-03 12:25:48,0
541,2023-10-03 12:26:10,9
540,2023-10-03 12:26:21,0
539,2023-10-03 12:27:11,1
538,2023-10-03 12:27:16,0
537,2023-10-03 12:27:45,1
536,2023-10-03 12:27:48,1
535,2023-10-03 12:27:50,1
534,2023-10-03 12:27:52,1
533,2023-10-03 12:27:54,1
532,2023-10-03 12:27:59,0
531,2023-10-03 12:29:48,15
530,2023-10-03 12:29:53,0
529,2023-10-03 12:31:01,24
528,2023-10-03 12:31:07,0
527,2023-10-03 12:32:00,19
526,2023-10-03 12:32:05,0
525,2023-10-03 12:36:43,5
524,2023-10-03 12:36:48,0
523,2023-10-03 12:37:05,5
522,2023-10-03 12:37:10,0
521,2023-10-03 12:37:16,5
520,2023-10-03 12:37:21,0
519,2023-10-03 12:38:45,0
518,2023-10-03 12:39:04,17
517,2023-10-03 12:39:09,0
516,2023-10-03 12:39:12,17
515,2023-10-03 12:39:17,0
514,2023-10-03 12:41:30,0
513,2023-10-03 12:42:16,1
512,2023-10-03 12:42:21,0
511,2023-10-03 12:42:55,1
510,2023-10-03 12:42:58,1
509,2023-10-03 12:43:00,1
508,2023-10-03 12:43:05,0
507,2023-10-03 12:43:08,1
506,2023-10-03 12:43:13,0
505,2023-10-03 12:43:28,16
504,2023-10-03 12:43:33,0
503,2023-10-03 12:44:06,16
502,2023-10-03 12:44:08,16
501,2023-10-03 12:44:10,16
500,2023-10-03 12:44:12,16
499,2023-10-03 12:44:15,16
498,2023-10-03 12:44:20,0
497,2023-10-03 12:45:01,15
496,2023-10-03 12:45:06,0
495,2023-10-03 12:45:25,15
494,2023-10-03 12:45:27,15
493,2023-10-03 12:45:29,15
492,2023-10-03 12:45:31,15
491,2023-10-03 12:45:33,15
490,2023-10-03 12:45:35,15
489,2023-10-03 12:45:40,0
488,2023-10-03 12:45:55,19
487,2023-10-03 12:46:00,0
486,2023-10-03 12:46:15,19
485,2023-10-03 12:46:18,19
484,2023-10-03 12:46:20,19
483,2023-10-03 12:46:22,19
482,2023-10-03 12:46:24,19
481,2023-10-03 12:46:28,19
480,2023-10-03 12:46:33,0
479,2023-10-03 12:50:10,8
478,2023-10-03 12:50:15,0
477,2023-10-03 12:50:36,8
476,2023-10-03 12:50:38,8
475,2023-10-03 12:50:43,0
474,2023-10-03 12:51:34,0
473,2023-10-03 12:52:14,5
472,2023-10-03 12:52:19,0
471,2023-10-03 12:53:58,0
470,2023-10-03 12:54:21,17
469,2023-10-03 12:54:23,17
468,2023-10-03 12:54:25,17
467,2023-10-03 12:54:27,17
466,2023-10-03 12:54:29,17
465,2023-10-03 12:54:34,0
464,2023-10-03 12:57:10,10
463,2023-10-03 12:57:15,0
462,2023-10-03 12:57:57,1
461,2023-10-03 12:58:02,0
460,2023-10-03 12:58:32,1
459,2023-10-03 12:58:37,0
458,2023-10-03 12:59:08,15
457,2023-10-03 12:59:13,0
456,2023-10-03 12:59:28,15
455,2023-10-03 12:59:30,15
454,2023-10-03 12:59:32,15
453,2023-10-03 12:59:37,15
452,2023-10-03 12:59:42,0
451,2023-10-03 14:01:56,24
450,2023-10-03 14:02:01,0
449,2023-10-03 14:02:23,24
448,2023-10-03 14:02:28,0
447,2023-10-03 14:02:34,24
446,2023-10-03 14:02:39,0
445,2023-10-03 14:04:43,0
444,2023-10-03 14:08:50,5
443,2023-10-03 14:08:55,0
442,2023-10-03 14:09:49,17
441,2023-10-03 14:09:54,0
440,2023-10-03 14:11:53,22
439,2023-10-03 14:11:55,22
438,2023-10-03 14:11:57,22
437,2023-10-03 14:11:59,22
436,2023-10-03 14:12:01,22
435,2023-10-03 14:12:03,22
434,2023-10-03 14:12:05,22
433,2023-10-03 14:12:07,22
432,2023-10-03 14:12:09,22
431,2023-10-03 14:12:11,22
430,2023-10-03 14:12:13,22
429,2023-10-03 14:12:15,22
428,2023-10-03 14:12:20,0
427,2023-10-03 14:13:46,0
426,2023-10-03 14:14:19,10
425,2023-10-03 14:14:21,10
424,2023-10-03 14:14:23,10
423,2023-10-03 14:14:28,0
422,2023-10-03 14:14:30,10
421,2023-10-03 14:14:35,0
420,2023-10-03 14:14:37,9
419,2023-10-03 14:14:43,0
418,2023-10-03 14:15:33,1
417,2023-10-03 14:15:38,0
416,2023-10-03 14:16:56,24
415,2023-10-03 14:17:01,0
414,2023-10-03 14:18:15,19
413,2023-10-03 14:18:20,0
412,2023-10-03 14:18:21,19
411,2023-10-03 14:18:23,19
410,2023-10-03 14:18:25,19
409,2023-10-03 14:18:27,19
408,2023-10-03 14:18:29,19
407,2023-10-03 14:18:31,19
406,2023-10-03 14:18:33,19
405,2023-10-03 14:18:35,19
404,2023-10-03 14:18:40,0
403,2023-10-03 14:18:55,19
402,2023-10-03 14:19:00,0
401,2023-10-03 14:19:08,19
400,2023-10-03 14:19:13,0
399,2023-10-03 14:19:47,3
398,2023-10-03 14:19:52,0
397,2023-10-03 14:20:17,3
396,2023-10-03 14:20:19,3
395,2023-10-03 14:20:21,3
394,2023-10-03 14:20:23,3
393,2023-10-03 14:20:25,3
392,2023-10-03 14:20:30,0
391,2023-10-03 14:21:08,5
390,2023-10-03 14:21:13,0
389,2023-10-03 14:24:15,17
388,2023-10-03 14:24:20,0
387,2023-10-03 14:26:24,22
386,2023-10-03 14:26:29,0
385,2023-10-03 14:27:16,10
384,2023-10-03 14:27:21,0
383,2023-10-03 14:29:38,9
382,2023-10-03 14:29:40,9
381,2023-10-03 14:29:42,9
380,2023-10-03 14:29:47,0
379,2023-10-03 14:29:59,9
378,2023-10-03 14:30:04,0
377,2023-10-03 14:30:09,9
376,2023-10-03 14:30:14,0
375,2023-10-03 14:30:35,1
374,2023-10-03 14:30:40,0
373,2023-10-03 14:31:05,1
372,2023-10-03 14:31:10,0
371,2023-10-03 14:31:27,15
