,ts,gabarit
2847,2023-10-03 09:02:14,0
2846,2023-10-03 09:04:52,11
2845,2023-10-03 09:04:57,0
2844,2023-10-03 09:07:43,17
2843,2023-10-03 09:07:53,0
2842,2023-10-03 09:09:23,19
2841,2023-10-03 09:09:28,0
2840,2023-10-03 09:11:53,24
2839,2023-10-03 09:11:57,24
2838,2023-10-03 09:11:59,24
2837,2023-10-03 09:12:01,24
2836,2023-10-03 09:12:03,24
2835,2023-10-03 09:12:05,24
2834,2023-10-03 09:12:07,24
2833,2023-10-03 09:12:09,24
2832,2023-10-03 09:12:11,24
2831,2023-10-03 09:12:18,24
2830,2023-10-03 09:12:18,0
2829,2023-10-03 09:13:44,8
2828,2023-10-03 09:13:49,0
2827,2023-10-03 09:17:37,10
2826,2023-10-03 09:17:42,0
2825,2023-10-03 09:20:03,2
2824,2023-10-03 09:20:08,0
2823,2023-10-03 09:22:26,11
2822,2023-10-03 09:22:31,0
2821,2023-10-03 09:23:31,15
2820,2023-10-03 09:23:36,0
2819,2023-10-03 09:24:36,17
2818,2023-10-03 09:24:41,0
2817,2023-10-03 09:25:44,22
2816,2023-10-03 09:25:46,22
2815,2023-10-03 09:25:48,22
2814,2023-10-03 09:25:51,22
2813,2023-10-03 09:25:52,22
2812,2023-10-03 09:25:54,22
2811,2023-10-03 09:25:56,22
2810,2023-10-03 09:25:58,22
2809,2023-10-03 09:26:00,22
2808,2023-10-03 09:26:02,22
2807,2023-10-03 09:26:04,22
2806,2023-10-03 09:26:06,22
2805,2023-10-03 09:26:08,22
2804,2023-10-03 09:26:10,22
2803,2023-10-03 09:26:12,22
2802,2023-10-03 09:26:14,22
2801,2023-10-03 09:26:16,22
2800,2023-10-03 09:26:18,22
2799,2023-10-03 09:26:20,22
2798,2023-10-03 09:26:22,22
2797,2023-10-03 09:26:24,22
2796,2023-10-03 09:26:26,22
2795,2023-10-03 09:26:28,22
2794,2023-10-03 09:26:30,22
2793,2023-10-03 09:26:32,22
2792,2023-10-03 09:26:34,22
2791,2023-10-03 09:26:36,22
2790,2023-10-03 09:26:38,22
2789,2023-10-03 09:26:40,22
2788,2023-10-03 09:26:42,22
2787,2023-10-03 09:26:44,22
2786,2023-10-03 09:26:46,22
2785,2023-10-03 09:26:48,22
2784,2023-10-03 09:26:50,22
2783,2023-10-03 09:26:52,22
2782,2023-10-03 09:26:58,0
2781,2023-10-03 09:27:16,24
2780,2023-10-03 09:27:21,24
2779,2023-10-03 09:27:26,0
2778,2023-10-03 09:28:12,24
2777,2023-10-03 09:28:17,0
2776,2023-10-03 09:28:34,8
2775,2023-10-03 09:28:40,0
2774,2023-10-03 09:28:41,8
2773,2023-10-03 09:28:43,8
2772,2023-10-03 09:28:45,8
2771,2023-10-03 09:28:47,8
2770,2023-10-03 09:28:49,8
2769,2023-10-03 09:28:52,8
2768,2023-10-03 09:28:57,8
