,ts,gabarit
600,2023-10-03 09:03:44,0
599,2023-10-03 09:06:08,17
598,2023-10-03 09:06:13,0
597,2023-10-03 09:07:52,0
596,2023-10-03 09:09:20,19
595,2023-10-03 09:09:25,0
594,2023-10-03 09:10:49,0
593,2023-10-03 09:11:36,24
592,2023-10-03 09:11:41,0
591,2023-10-03 09:11:48,24
590,2023-10-03 09:11:53,0
589,2023-10-03 09:12:15,8
588,2023-10-03 09:12:22,0
587,2023-10-03 09:13:45,21
586,2023-10-03 09:13:50,0
585,2023-10-03 09:15:19,4
584,2023-10-03 09:15:25,0
583,2023-10-03 09:17:36,10
582,2023-10-03 09:17:38,2
581,2023-10-03 09:17:43,0
580,2023-10-03 09:21:13,14
579,2023-10-03 09:26:26,0
578,2023-10-03 09:27:15,24
577,2023-10-03 09:27:20,0
576,2023-10-03 09:28:32,8
575,2023-10-03 09:28:40,0
574,2023-10-03 09:29:50,21
573,2023-10-03 09:29:55,0
572,2023-10-03 09:31:17,4
571,2023-10-03 09:31:22,0
570,2023-10-03 09:32:28,10
569,2023-10-03 09:32:33,0
568,2023-10-03 09:34:00,16
567,2023-10-03 10:17:59,0
566,2023-10-03 10:19:52,21
565,2023-10-03 10:19:56,0
564,2023-10-03 10:20:55,10
563,2023-10-03 10:21:06,0
562,2023-10-03 10:22:07,16
561,2023-10-03 10:22:11,0
560,2023-10-03 10:23:29,15
559,2023-10-03 10:23:36,0
558,2023-10-03 10:24:43,5
557,2023-10-03 10:24:48,0
556,2023-10-03 10:25:48,7
555,2023-10-03 10:25:54,0
554,2023-10-03 10:27:04,19
553,2023-10-03 10:27:09,0
552,2023-10-03 10:29:28,1
551,2023-10-03 10:29:31,1
550,2023-10-03 10:29:34,1
549,2023-10-03 10:29:38,0
548,2023-10-03 10:50:17,12
547,2023-10-03 10:50:22,0
546,2023-10-03 10:51:30,22
545,2023-10-03 10:51:35,0
544,2023-10-03 10:53:03,13
543,2023-10-03 10:53:18,0
542,2023-10-03 10:54:29,23
541,2023-10-03 10:54:34,0
540,2023-10-03 10:55:59,21
539,2023-10-03 10:56:08,0
538,2023-10-03 10:57:50,14
537,2023-10-03 10:57:55,0
536,2023-10-03 10:59:37,5
535,2023-10-03 10:59:49,0
534,2023-10-03 11:00:52,7
533,2023-10-03 11:00:57,0
532,2023-10-03 11:04:07,19
531,2023-10-03 11:04:17,4
530,2023-10-03 11:04:22,0
529,2023-10-03 11:05:49,4
528,2023-10-03 11:05:53,0
527,2023-10-03 11:07:28,1
526,2023-10-03 11:07:34,0
525,2023-10-03 11:08:51,12
524,2023-10-03 11:08:56,0
523,2023-10-03 11:10:10,3
522,2023-10-03 11:10:16,0
521,2023-10-03 11:11:37,13
520,2023-10-03 11:11:42,0
519,2023-10-03 11:13:18,21
518,2023-10-03 11:13:24,0
517,2023-10-03 11:14:28,14
516,2023-10-03 11:14:33,0
515,2023-10-03 11:15:43,6
514,2023-10-03 11:15:48,0
513,2023-10-03 11:17:09,5
512,2023-10-03 11:17:14,0
511,2023-10-03 11:18:43,24
510,2023-10-03 11:18:49,0
509,2023-10-03 11:21:39,19
508,2023-10-03 11:21:45,0
507,2023-10-03 11:22:58,1
506,2023-10-03 11:23:05,0
505,2023-10-03 11:25:18,18
504,2023-10-03 11:25:23,0
503,2023-10-03 11:26:29,3
502,2023-10-03 11:26:34,0
501,2023-10-03 11:27:49,21
500,2023-10-03 11:27:54,0
499,2023-10-03 11:29:33,0
498,2023-10-03 11:30:37,6
497,2023-10-03 11:30:40,6
496,2023-10-03 11:30:41,6
495,2023-10-03 11:30:44,6
494,2023-10-03 11:30:46,6
493,2023-10-03 11:30:48,6
492,2023-10-03 11:30:50,6
491,2023-10-03 11:30:55,0
490,2023-10-03 11:31:05,6
489,2023-10-03 11:31:06,6
488,2023-10-03 11:31:08,6
487,2023-10-03 11:31:10,6
486,2023-10-03 11:31:12,6
485,2023-10-03 11:31:28,6
484,2023-10-03 11:31:28,6
483,2023-10-03 11:31:28,6
482,2023-10-03 11:31:31,0
481,2023-10-03 11:31:34,6
480,2023-10-03 11:31:37,5
479,2023-10-03 11:31:42,0
478,2023-10-03 11:32:51,5
477,2023-10-03 11:32:56,0
476,2023-10-03 11:34:03,17
475,2023-10-03 11:34:08,0
474,2023-10-03 11:35:32,9
473,2023-10-03 11:35:34,9
472,2023-10-03 11:35:39,0
471,2023-10-03 11:36:31,9
470,2023-10-03 11:36:36,0
469,2023-10-03 11:37:52,1
468,2023-10-03 11:37:55,11
467,2023-10-03 11:38:00,0
466,2023-10-03 11:40:04,18
465,2023-10-03 11:40:09,0
464,2023-10-03 11:41:13,3
463,2023-10-03 11:41:18,0
462,2023-10-03 11:42:34,21
461,2023-10-03 11:42:39,0
460,2023-10-03 11:43:54,14
459,2023-10-03 11:43:59,0
458,2023-10-03 11:45:12,5
457,2023-10-03 11:45:18,0
456,2023-10-03 11:46:27,23
455,2023-10-03 11:46:32,0
454,2023-10-03 11:48:13,17
453,2023-10-03 11:48:18,0
452,2023-10-03 11:49:30,9
451,2023-10-03 11:49:35,0
450,2023-10-03 11:50:35,1
449,2023-10-03 11:50:40,0
448,2023-10-03 11:53:02,18
447,2023-10-03 11:53:07,0
446,2023-10-03 11:54:08,19
445,2023-10-03 11:54:10,19
444,2023-10-03 11:54:16,19
443,2023-10-03 11:54:34,19
442,2023-10-03 11:54:34,19
441,2023-10-03 11:54:34,19
440,2023-10-03 11:54:38,0
439,2023-10-03 11:55:41,21
438,2023-10-03 11:55:46,0
437,2023-10-03 11:57:12,8
436,2023-10-03 11:57:17,0
435,2023-10-03 11:59:34,14
434,2023-10-03 11:59:39,0
433,2023-10-03 12:00:50,5
432,2023-10-03 12:00:55,0
431,2023-10-03 12:01:56,23
430,2023-10-03 12:02:02,0
429,2023-10-03 12:03:34,17
428,2023-10-03 12:03:39,0
427,2023-10-03 12:04:48,9
426,2023-10-03 12:04:53,0
425,2023-10-03 12:06:07,1
424,2023-10-03 12:06:12,0
423,2023-10-03 12:07:16,16
422,2023-10-03 12:07:21,0
421,2023-10-03 12:08:31,18
420,2023-10-03 12:08:37,0
419,2023-10-03 12:09:47,24
418,2023-10-03 12:09:52,0
417,2023-10-03 12:11:53,19
416,2023-10-03 12:11:58,0
415,2023-10-03 12:13:10,8
414,2023-10-03 12:13:15,0
413,2023-10-03 12:15:00,4
412,2023-10-03 12:15:05,0
411,2023-10-03 12:16:14,5
410,2023-10-03 12:16:19,0
409,2023-10-03 12:17:35,23
408,2023-10-03 12:17:40,0
407,2023-10-03 12:18:52,17
406,2023-10-03 12:18:58,0
405,2023-10-03 12:20:15,22
404,2023-10-03 12:20:20,0
403,2023-10-03 12:21:54,9
402,2023-10-03 12:21:59,0
401,2023-10-03 12:23:00,1
400,2023-10-03 12:23:05,0
399,2023-10-03 12:24:49,15
398,2023-10-03 12:24:54,0
397,2023-10-03 12:26:08,24
396,2023-10-03 12:26:13,0
395,2023-10-03 12:27:21,19
394,2023-10-03 12:27:26,0
393,2023-10-03 12:28:31,21
392,2023-10-03 12:28:36,0
391,2023-10-03 12:29:49,8
390,2023-10-03 12:29:54,0
389,2023-10-03 12:31:20,12
388,2023-10-03 12:31:25,0
387,2023-10-03 12:32:42,5
386,2023-10-03 12:32:47,0
385,2023-10-03 12:33:53,17
384,2023-10-03 12:33:57,0
383,2023-10-03 12:35:06,23
382,2023-10-03 12:35:11,0
381,2023-10-03 12:36:25,10
380,2023-10-03 12:36:30,0
379,2023-10-03 12:38:07,1
378,2023-10-03 12:38:12,0
377,2023-10-03 12:39:57,16
376,2023-10-03 12:40:02,0
375,2023-10-03 12:41:03,15
374,2023-10-03 12:41:04,15
373,2023-10-03 12:41:09,0
372,2023-10-03 12:41:13,15
371,2023-10-03 12:41:18,0
370,2023-10-03 12:42:22,19
369,2023-10-03 12:42:27,0
368,2023-10-03 12:45:15,21
367,2023-10-03 12:45:20,0
366,2023-10-03 12:46:24,8
365,2023-10-03 12:46:29,0
364,2023-10-03 12:48:55,5
363,2023-10-03 12:49:00,0
362,2023-10-03 12:50:08,17
361,2023-10-03 12:50:13,0
360,2023-10-03 12:51:30,23
359,2023-10-03 12:51:35,0
358,2023-10-03 12:52:39,10
357,2023-10-03 12:52:44,0
356,2023-10-03 12:53:51,1
355,2023-10-03 12:53:56,0
354,2023-10-03 12:55:12,15
353,2023-10-03 12:55:17,0
352,2023-10-03 12:56:26,24
351,2023-10-03 12:56:31,0
350,2023-10-03 12:58:53,3
349,2023-10-03 12:58:58,0
348,2023-10-03 14:01:16,21
347,2023-10-03 14:01:22,0
346,2023-10-03 14:03:10,14
345,2023-10-03 14:03:15,0
344,2023-10-03 14:04:18,5
343,2023-10-03 14:04:25,0
342,2023-10-03 14:05:35,17
341,2023-10-03 14:05:40,0
340,2023-10-03 14:08:35,22
339,2023-10-03 14:08:41,0
338,2023-10-03 14:09:52,10
337,2023-10-03 14:09:57,0
336,2023-10-03 14:11:01,9
335,2023-10-03 14:11:07,0
334,2023-10-03 14:11:57,1
333,2023-10-03 14:12:02,0
332,2023-10-03 14:13:14,24
331,2023-10-03 14:13:19,0
330,2023-10-03 14:14:54,19
329,2023-10-03 14:14:59,0
328,2023-10-03 14:16:19,3
327,2023-10-03 14:16:25,0
326,2023-10-03 14:17:27,5
325,2023-10-03 14:17:32,0
