ts,gabarit
2023-09-26 15:23:59,22
2023-09-26 15:24:37,22
2023-09-26 15:26:13,19
2023-09-26 15:29:21,1
2023-09-26 15:29:24,1
2023-09-26 15:29:44,1
2023-09-26 15:29:50,1
2023-09-26 15:29:52,1
2023-09-26 15:29:54,1
2023-09-26 15:29:56,1
2023-09-26 15:29:58,1
2023-09-26 15:30:00,1
2023-09-26 15:30:02,1
2023-09-26 15:30:21,3
2023-09-26 15:30:43,3
2023-09-26 15:30:59,3
2023-09-26 15:32:36,18
2023-09-26 15:33:41,17
2023-09-26 15:34:12,17
2023-09-26 15:34:28,17
2023-09-26 15:36:00,22
2023-09-26 15:39:27,19
2023-09-26 15:39:53,19
2023-09-26 15:40:02,19
2023-09-26 15:40:02,19
2023-09-26 15:40:07,19
2023-09-26 15:42:28,1
2023-09-26 15:42:31,1
2023-09-26 15:42:37,1
2023-09-26 15:42:37,1
2023-09-26 15:42:47,1
2023-09-26 15:43:20,3
2023-09-26 15:43:48,3
2023-09-26 15:43:52,3
2023-09-26 15:44:11,3
2023-09-26 15:45:38,17
2023-09-26 15:47:40,9
2023-09-26 15:48:04,9
2023-09-26 15:48:11,9
2023-09-26 15:48:12,9
2023-09-26 15:48:14,9
2023-09-26 15:48:16,9
2023-09-26 15:48:20,9
2023-09-26 15:48:21,9
2023-09-26 15:48:25,9
2023-09-26 15:48:32,22
2023-09-26 15:49:18,22
2023-09-26 15:49:31,22
2023-09-26 15:52:07,12
2023-09-26 15:52:53,12
2023-09-26 15:52:55,12
2023-09-26 15:53:04,12
2023-09-26 15:54:24,1
2023-09-26 15:54:29,1
2023-09-26 15:54:31,1
2023-09-26 15:54:33,1
2023-09-26 15:55:44,1
2023-09-26 15:55:51,1
2023-09-26 15:56:04,1
2023-09-26 15:56:06,1
2023-09-26 15:56:08,1
2023-09-26 15:56:15,1
2023-09-26 15:56:17,1
2023-09-26 15:56:20,1
2023-09-26 15:57:13,1
2023-09-26 15:57:44,16
2023-09-26 15:57:48,16
2023-09-26 15:58:30,3
2023-09-26 15:58:32,3
2023-09-26 15:58:59,3
2023-09-26 15:59:03,3
2023-09-26 15:59:05,3
2023-09-26 15:59:10,3
2023-09-26 15:59:25,1
2023-09-26 15:59:27,1
2023-09-26 15:59:29,1
2023-09-26 15:59:32,1
2023-09-26 15:59:34,1
2023-09-26 15:59:36,1
2023-09-26 15:59:38,1
2023-09-26 15:59:40,1
2023-09-26 15:59:42,1
2023-09-26 15:59:44,1
2023-09-26 16:01:27,17
2023-09-26 16:01:30,17
2023-09-26 16:01:35,17
2023-09-26 16:01:37,17
2023-09-26 16:01:53,17
2023-09-26 16:01:55,17
2023-09-26 16:01:57,17
2023-09-26 16:01:59,17
2023-09-26 16:02:01,17
2023-09-26 16:02:03,17
2023-09-26 16:03:51,22
2023-09-26 16:04:14,22
2023-09-26 16:04:19,22
2023-09-26 16:04:19,22
2023-09-26 16:04:24,22
2023-09-26 16:04:33,22
2023-09-26 16:05:49,14
2023-09-26 16:10:36,10
2023-09-26 16:13:15,1
2023-09-26 16:13:42,1
2023-09-26 16:13:48,1
2023-09-26 16:13:50,1
2023-09-26 16:13:52,1
2023-09-26 16:13:54,1
2023-09-26 16:14:05,24
2023-09-26 16:16:53,5
2023-09-26 16:24:26,10
2023-09-26 16:29:14,24
2023-09-26 16:50:51,22
2023-09-26 16:50:53,22
2023-09-26 16:50:55,22
2023-09-26 16:50:57,22
2023-09-26 16:51:21,22
2023-09-26 16:51:23,22
2023-09-26 16:51:25,22
2023-09-26 16:51:27,22
2023-09-26 16:51:29,22
2023-09-26 16:51:31,22
2023-09-26 16:51:33,22
2023-09-26 16:54:20,9
2023-09-26 16:54:22,9
2023-09-26 16:54:24,9
2023-09-26 16:54:26,9
2023-09-26 16:54:28,9
2023-09-26 16:54:30,9
2023-09-26 16:54:49,9
2023-09-26 16:55:04,9
2023-09-26 16:55:12,10
2023-09-26 16:59:36,24
2023-09-26 16:59:38,24
2023-09-26 17:00:03,24
2023-09-26 17:00:03,24
2023-09-26 17:00:07,24
2023-09-26 17:00:13,24
2023-09-26 17:07:07,5
2023-09-26 17:07:29,5
2023-09-26 17:07:34,5
2023-09-26 17:07:34,5
2023-09-26 17:07:35,5
2023-09-26 17:07:37,5
2023-09-26 17:07:39,5
2023-09-26 17:07:41,5
2023-09-26 17:08:12,9
2023-09-26 17:09:14,17
2023-09-26 17:15:40,24
2023-09-26 17:15:46,24
2023-09-26 17:16:06,24
2023-09-26 17:18:23,3
2023-09-26 17:18:26,3
2023-09-26 17:20:51,16
2023-09-26 17:21:44,22
2023-09-26 17:22:48,19
2023-09-26 17:24:08,10
2023-09-26 17:36:49,1
2023-09-26 17:36:51,1
2023-09-26 17:36:53,1
2023-09-26 17:36:55,1
2023-09-26 17:37:34,19
2023-09-26 17:37:37,19
2023-09-26 17:37:39,19
2023-09-26 17:37:41,19
2023-09-26 17:37:43,19
2023-09-26 17:37:45,19
2023-09-26 17:37:47,19
2023-09-26 17:38:55,19
2023-09-26 17:38:58,19
2023-09-26 17:39:35,17
2023-09-26 17:45:31,18
2023-09-26 17:49:55,22
2023-09-26 17:50:24,22
2023-09-26 17:50:30,22
2023-09-26 17:51:08,19
2023-09-26 17:53:12,14
2023-09-26 17:55:02,16
