,ts,gabarit
721,2023-10-06 09:30:46,3
720,2023-10-06 09:30:48,3
719,2023-10-06 09:30:50,3
718,2023-10-06 09:30:52,3
717,2023-10-06 09:30:54,3
716,2023-10-06 09:30:56,3
715,2023-10-06 09:30:58,3
714,2023-10-06 09:31:01,3
713,2023-10-06 09:31:06,0
712,2023-10-06 09:31:29,3
711,2023-10-06 09:31:31,3
710,2023-10-06 09:31:34,3
709,2023-10-06 09:31:36,3
708,2023-10-06 09:31:38,3
707,2023-10-06 09:31:40,3
706,2023-10-06 09:31:45,0
705,2023-10-06 09:35:13,5
704,2023-10-06 09:35:18,0
703,2023-10-06 09:35:42,5
702,2023-10-06 09:35:47,0
701,2023-10-06 09:35:51,5
700,2023-10-06 09:35:56,0
699,2023-10-06 09:35:57,10
698,2023-10-06 09:36:02,0
697,2023-10-06 09:36:26,10
696,2023-10-06 09:36:31,0
695,2023-10-06 09:36:40,10
694,2023-10-06 09:36:44,10
693,2023-10-06 09:36:46,10
692,2023-10-06 09:36:48,10
691,2023-10-06 09:36:50,10
690,2023-10-06 09:36:52,10
689,2023-10-06 09:36:57,0
688,2023-10-06 09:41:07,8
687,2023-10-06 09:41:09,8
686,2023-10-06 09:41:12,8
685,2023-10-06 09:41:14,8
684,2023-10-06 09:41:16,8
683,2023-10-06 09:41:18,8
682,2023-10-06 09:41:20,8
681,2023-10-06 09:41:22,8
680,2023-10-06 09:41:24,8
679,2023-10-06 09:41:26,8
678,2023-10-06 09:41:28,8
677,2023-10-06 09:41:30,8
676,2023-10-06 09:41:32,8
675,2023-10-06 09:41:34,8
674,2023-10-06 09:41:36,8
673,2023-10-06 09:41:38,8
672,2023-10-06 09:41:40,8
671,2023-10-06 09:41:42,8
670,2023-10-06 09:41:47,0
669,2023-10-06 09:42:11,8
668,2023-10-06 09:42:17,0
667,2023-10-06 09:42:26,15
666,2023-10-06 09:42:31,0
665,2023-10-06 09:43:02,15
664,2023-10-06 09:43:04,15
663,2023-10-06 09:43:06,15
662,2023-10-06 09:43:08,15
661,2023-10-06 09:43:13,0
660,2023-10-06 09:46:01,19
659,2023-10-06 09:46:06,0
658,2023-10-06 09:46:29,19
657,2023-10-06 09:46:31,19
656,2023-10-06 09:46:33,19
655,2023-10-06 09:46:35,19
654,2023-10-06 09:46:37,19
653,2023-10-06 09:46:39,19
652,2023-10-06 09:46:41,19
651,2023-10-06 09:46:43,19
650,2023-10-06 09:46:48,0
649,2023-10-06 09:48:12,3
648,2023-10-06 09:48:14,3
647,2023-10-06 09:48:16,3
646,2023-10-06 09:48:18,3
645,2023-10-06 09:48:23,0
644,2023-10-06 09:50:36,21
643,2023-10-06 09:50:41,0
642,2023-10-06 09:51:45,5
641,2023-10-06 09:51:50,0
640,2023-10-06 09:53:22,10
639,2023-10-06 09:53:27,0
638,2023-10-06 09:53:51,10
637,2023-10-06 09:53:53,10
636,2023-10-06 09:53:58,0
635,2023-10-06 09:57:58,15
634,2023-10-06 09:58:03,0
633,2023-10-06 10:02:19,19
632,2023-10-06 10:02:24,0
631,2023-10-06 10:05:48,5
630,2023-10-06 10:05:50,5
629,2023-10-06 10:05:52,5
628,2023-10-06 10:05:57,0
627,2023-10-06 10:07:42,10
626,2023-10-06 10:07:47,0
625,2023-10-06 10:14:02,0
624,2023-10-06 10:15:15,19
623,2023-10-06 10:15:20,0
622,2023-10-06 10:17:02,5
621,2023-10-06 10:17:07,0
620,2023-10-06 10:17:43,5
619,2023-10-06 10:17:48,0
618,2023-10-06 10:19:00,10
617,2023-10-06 10:19:05,0
616,2023-10-06 10:23:25,8
615,2023-10-06 10:23:27,8
614,2023-10-06 10:23:30,8
613,2023-10-06 10:23:35,0
612,2023-10-06 10:25:39,9
611,2023-10-06 10:25:44,0
610,2023-10-06 10:27:49,15
609,2023-10-06 10:27:54,0
608,2023-10-06 10:47:09,0
607,2023-10-06 10:48:06,12
606,2023-10-06 10:48:11,0
605,2023-10-06 10:52:15,0
604,2023-10-06 10:52:32,1
603,2023-10-06 10:52:37,0
602,2023-10-06 10:52:39,1
601,2023-10-06 10:52:41,1
600,2023-10-06 10:52:43,1
599,2023-10-06 10:52:45,1
598,2023-10-06 10:52:50,0
597,2023-10-06 10:58:34,9
596,2023-10-06 10:58:39,0
595,2023-10-06 10:59:34,15
594,2023-10-06 10:59:39,0
593,2023-10-06 11:01:42,5
592,2023-10-06 11:01:47,0
591,2023-10-06 11:02:21,5
590,2023-10-06 11:02:26,0
589,2023-10-06 11:02:32,5
588,2023-10-06 11:02:37,0
587,2023-10-06 11:05:01,10
586,2023-10-06 11:05:06,0
585,2023-10-06 11:09:32,22
584,2023-10-06 11:09:37,0
583,2023-10-06 11:10:59,0
582,2023-10-06 11:12:21,15
581,2023-10-06 11:12:26,0
580,2023-10-06 11:13:01,17
579,2023-10-06 11:13:06,0
578,2023-10-06 11:14:52,3
577,2023-10-06 11:14:54,3
576,2023-10-06 11:14:56,3
575,2023-10-06 11:15:01,0
574,2023-10-06 11:15:32,5
573,2023-10-06 11:15:37,0
572,2023-10-06 11:16:58,12
571,2023-10-06 11:17:03,0
570,2023-10-06 11:18:30,10
569,2023-10-06 11:18:35,0
568,2023-10-06 11:23:55,22
567,2023-10-06 11:24:00,0
566,2023-10-06 11:25:38,15
565,2023-10-06 11:25:40,15
564,2023-10-06 11:25:42,15
563,2023-10-06 11:25:44,15
562,2023-10-06 11:25:46,15
561,2023-10-06 11:25:48,15
560,2023-10-06 11:25:50,15
559,2023-10-06 11:25:52,15
558,2023-10-06 11:25:54,15
557,2023-10-06 11:25:56,15
556,2023-10-06 11:25:58,15
555,2023-10-06 11:26:00,15
554,2023-10-06 11:26:02,15
553,2023-10-06 11:26:04,15
552,2023-10-06 11:26:06,15
551,2023-10-06 11:26:09,15
550,2023-10-06 11:26:11,15
549,2023-10-06 11:26:16,0
548,2023-10-06 11:26:51,17
547,2023-10-06 11:26:56,0
546,2023-10-06 11:27:45,17
545,2023-10-06 11:27:50,0
544,2023-10-06 11:28:46,17
543,2023-10-06 11:28:51,0
542,2023-10-06 11:28:57,17
541,2023-10-06 11:29:02,0
540,2023-10-06 11:29:02,3
539,2023-10-06 11:29:07,0
538,2023-10-06 11:30:43,19
537,2023-10-06 11:30:48,0
536,2023-10-06 11:31:23,19
535,2023-10-06 11:31:25,19
534,2023-10-06 11:31:30,0
533,2023-10-06 11:31:36,5
532,2023-10-06 11:31:41,0
531,2023-10-06 11:33:03,10
530,2023-10-06 11:33:05,10
529,2023-10-06 11:33:07,10
528,2023-10-06 11:33:12,0
527,2023-10-06 11:36:55,22
526,2023-10-06 11:37:00,0
525,2023-10-06 11:37:27,22
524,2023-10-06 11:37:30,22
523,2023-10-06 11:37:35,0
522,2023-10-06 11:37:41,22
521,2023-10-06 11:37:46,0
520,2023-10-06 11:37:50,15
519,2023-10-06 11:37:55,0
518,2023-10-06 11:42:08,3
517,2023-10-06 11:42:13,0
516,2023-10-06 11:43:38,5
515,2023-10-06 11:43:43,0
514,2023-10-06 11:44:11,5
513,2023-10-06 11:44:13,5
512,2023-10-06 11:44:18,0
511,2023-10-06 11:45:14,10
510,2023-10-06 11:45:19,0
509,2023-10-06 11:48:08,1
508,2023-10-06 11:48:10,1
507,2023-10-06 11:48:15,0
506,2023-10-06 11:48:36,1
505,2023-10-06 11:48:38,1
504,2023-10-06 11:48:40,1
503,2023-10-06 11:48:42,1
502,2023-10-06 11:48:44,1
501,2023-10-06 11:48:49,0
500,2023-10-06 11:50:09,22
499,2023-10-06 11:50:14,0
498,2023-10-06 11:50:56,9
497,2023-10-06 11:51:01,0
496,2023-10-06 11:52:59,3
495,2023-10-06 11:53:04,0
494,2023-10-06 11:56:54,5
493,2023-10-06 11:56:59,0
492,2023-10-06 11:58:24,10
491,2023-10-06 11:58:29,0
490,2023-10-06 12:01:41,1
489,2023-10-06 12:01:46,0
488,2023-10-06 12:02:09,1
487,2023-10-06 12:02:11,1
486,2023-10-06 12:02:16,0
485,2023-10-06 12:02:56,22
484,2023-10-06 12:03:01,0
483,2023-10-06 12:06:15,3
482,2023-10-06 12:06:20,0
481,2023-10-06 12:08:41,5
480,2023-10-06 12:08:43,5
479,2023-10-06 12:08:45,5
478,2023-10-06 12:08:47,5
477,2023-10-06 12:08:52,0
476,2023-10-06 12:11:57,10
475,2023-10-06 12:12:02,0
474,2023-10-06 12:12:39,10
473,2023-10-06 12:12:44,0
472,2023-10-06 12:12:48,10
471,2023-10-06 12:12:53,0
470,2023-10-06 12:13:06,24
469,2023-10-06 12:13:11,0
468,2023-10-06 12:16:06,1
467,2023-10-06 12:16:08,1
466,2023-10-06 12:16:10,1
465,2023-10-06 12:16:12,1
464,2023-10-06 12:16:17,0
463,2023-10-06 12:19:35,8
462,2023-10-06 12:19:40,0
461,2023-10-06 12:19:58,8
460,2023-10-06 12:20:00,8
459,2023-10-06 12:20:05,0
458,2023-10-06 12:20:06,8
457,2023-10-06 12:20:11,0
456,2023-10-06 12:23:01,17
455,2023-10-06 12:23:06,0
454,2023-10-06 12:25:28,10
453,2023-10-06 12:25:33,0
452,2023-10-06 12:26:12,24
451,2023-10-06 12:26:17,0
450,2023-10-06 12:28:48,1
449,2023-10-06 12:28:50,1
448,2023-10-06 12:28:52,1
447,2023-10-06 12:28:58,0
446,2023-10-06 12:31:44,9
445,2023-10-06 12:31:49,0
444,2023-10-06 12:34:27,19
443,2023-10-06 12:34:29,19
442,2023-10-06 12:34:31,19
441,2023-10-06 12:34:33,19
440,2023-10-06 12:34:38,0
439,2023-10-06 12:35:40,17
438,2023-10-06 12:35:42,17
437,2023-10-06 12:35:44,17
436,2023-10-06 12:35:46,17
435,2023-10-06 12:35:51,0
434,2023-10-06 12:36:14,17
433,2023-10-06 12:36:19,0
432,2023-10-06 12:38:13,10
431,2023-10-06 12:38:15,10
430,2023-10-06 12:38:17,10
429,2023-10-06 12:38:19,10
428,2023-10-06 12:38:24,0
427,2023-10-06 12:39:09,10
426,2023-10-06 12:39:14,0
425,2023-10-06 12:41:12,1
424,2023-10-06 12:41:17,0
423,2023-10-06 12:41:32,1
422,2023-10-06 12:41:37,0
421,2023-10-06 12:41:56,1
420,2023-10-06 12:41:58,1
419,2023-10-06 12:42:00,1
418,2023-10-06 12:42:02,1
417,2023-10-06 12:42:07,0
416,2023-10-06 12:43:23,22
415,2023-10-06 12:43:28,0
414,2023-10-06 12:43:54,22
413,2023-10-06 12:43:59,0
412,2023-10-06 12:46:05,9
411,2023-10-06 12:46:10,0
410,2023-10-06 12:46:33,9
409,2023-10-06 12:46:38,0
408,2023-10-06 12:46:45,9
407,2023-10-06 12:46:50,0
406,2023-10-06 12:48:18,17
405,2023-10-06 12:48:23,0
404,2023-10-06 12:51:09,0
403,2023-10-06 12:53:14,1
402,2023-10-06 12:53:19,0
401,2023-10-06 12:53:41,1
400,2023-10-06 12:53:46,0
399,2023-10-06 14:02:15,22
398,2023-10-06 14:02:20,0
397,2023-10-06 14:02:37,22
396,2023-10-06 14:02:39,22
395,2023-10-06 14:02:41,22
394,2023-10-06 14:02:44,22
393,2023-10-06 14:02:49,0
392,2023-10-06 14:02:58,22
391,2023-10-06 14:03:03,0
390,2023-10-06 14:03:57,24
389,2023-10-06 14:04:02,0
388,2023-10-06 14:07:04,17
387,2023-10-06 14:07:09,0
386,2023-10-06 14:07:49,17
385,2023-10-06 14:07:54,0
384,2023-10-06 14:07:59,17
383,2023-10-06 14:08:04,0
382,2023-10-06 14:09:32,10
381,2023-10-06 14:09:37,0
380,2023-10-06 14:13:26,1
379,2023-10-06 14:13:28,1
378,2023-10-06 14:13:33,0
377,2023-10-06 14:13:46,1
376,2023-10-06 14:13:48,1
375,2023-10-06 14:13:50,1
374,2023-10-06 14:13:52,1
373,2023-10-06 14:13:54,1
372,2023-10-06 14:13:56,1
371,2023-10-06 14:14:01,0
370,2023-10-06 14:17:25,22
369,2023-10-06 14:17:30,0
368,2023-10-06 14:17:54,22
367,2023-10-06 14:17:58,0
366,2023-10-06 14:18:00,22
365,2023-10-06 14:18:02,22
364,2023-10-06 14:18:05,22
363,2023-10-06 14:18:10,0
362,2023-10-06 14:18:13,24
361,2023-10-06 14:18:18,0
360,2023-10-06 14:18:44,24
359,2023-10-06 14:18:47,24
358,2023-10-06 14:18:49,24
357,2023-10-06 14:18:51,24
356,2023-10-06 14:18:56,0
355,2023-10-06 14:20:26,17
354,2023-10-06 14:20:31,0
353,2023-10-06 14:20:48,17
352,2023-10-06 14:20:54,0
351,2023-10-06 14:20:57,17
350,2023-10-06 14:21:02,0
349,2023-10-06 14:27:38,1
348,2023-10-06 14:27:43,0
347,2023-10-06 14:28:01,1
346,2023-10-06 14:28:06,0
345,2023-10-06 14:28:10,1
344,2023-10-06 14:28:15,0
343,2023-10-06 14:29:50,15
342,2023-10-06 14:29:56,0
341,2023-10-06 14:30:31,15
340,2023-10-06 14:30:33,15
339,2023-10-06 14:30:35,15
338,2023-10-06 14:30:37,15
337,2023-10-06 14:30:39,15
336,2023-10-06 14:30:41,15
335,2023-10-06 14:30:46,0
334,2023-10-06 14:30:48,24
333,2023-10-06 14:30:53,0
332,2023-10-06 14:31:13,24
331,2023-10-06 14:31:18,0
330,2023-10-06 14:31:22,24
329,2023-10-06 14:31:27,0
328,2023-10-06 14:34:35,17
327,2023-10-06 14:34:40,0
326,2023-10-06 14:35:10,5
325,2023-10-06 14:35:15,0
324,2023-10-06 14:35:38,5
323,2023-10-06 14:35:43,0
322,2023-10-06 14:35:52,5
321,2023-10-06 14:35:57,0
320,2023-10-06 14:37:16,10
319,2023-10-06 14:37:21,0
318,2023-10-06 14:42:31,15
317,2023-10-06 14:42:33,15
316,2023-10-06 14:42:35,15
315,2023-10-06 14:42:37,15
314,2023-10-06 14:42:39,15
313,2023-10-06 14:42:41,15
312,2023-10-06 14:42:43,15
311,2023-10-06 14:42:45,15
310,2023-10-06 14:42:47,15
309,2023-10-06 14:42:49,15
308,2023-10-06 14:42:51,15
307,2023-10-06 14:42:53,15
306,2023-10-06 14:42:55,15
305,2023-10-06 14:42:57,15
304,2023-10-06 14:42:59,15
303,2023-10-06 14:43:01,15
302,2023-10-06 14:43:03,15
301,2023-10-06 14:43:06,15
300,2023-10-06 14:43:08,15
299,2023-10-06 14:43:10,15
298,2023-10-06 14:43:12,15
297,2023-10-06 14:43:14,15
296,2023-10-06 14:43:16,15
295,2023-10-06 14:43:18,15
294,2023-10-06 14:43:20,15
293,2023-10-06 14:43:22,15
292,2023-10-06 14:43:24,15
291,2023-10-06 14:43:26,15
290,2023-10-06 14:43:28,15
289,2023-10-06 14:43:30,15
288,2023-10-06 14:43:32,15
287,2023-10-06 14:43:34,15
286,2023-10-06 14:43:36,15
285,2023-10-06 14:43:41,0
284,2023-10-06 14:44:24,24
283,2023-10-06 14:44:29,0
282,2023-10-06 14:46:19,17
281,2023-10-06 14:46:24,0
280,2023-10-06 14:47:47,5
279,2023-10-06 14:47:52,0
278,2023-10-06 14:48:26,10
277,2023-10-06 14:48:32,10
276,2023-10-06 14:48:37,0
275,2023-10-06 14:56:19,22
274,2023-10-06 14:56:24,0
273,2023-10-06 14:56:52,22
272,2023-10-06 14:56:57,0
271,2023-10-06 14:57:04,22
270,2023-10-06 14:57:09,0
269,2023-10-06 14:57:11,24
268,2023-10-06 14:57:16,0
267,2023-10-06 14:59:55,17
266,2023-10-06 15:00:00,0
265,2023-10-06 15:01:21,5
264,2023-10-06 15:01:23,5
263,2023-10-06 15:01:25,5
262,2023-10-06 15:01:27,5
261,2023-10-06 15:01:29,5
260,2023-10-06 15:01:31,5
259,2023-10-06 15:01:33,5
258,2023-10-06 15:01:35,5
257,2023-10-06 15:01:37,5
256,2023-10-06 15:01:39,5
255,2023-10-06 15:01:41,5
254,2023-10-06 15:01:43,5
253,2023-10-06 15:01:45,5
252,2023-10-06 15:01:50,0
251,2023-10-06 15:02:19,10
250,2023-10-06 15:02:24,0
249,2023-10-06 15:08:22,22
248,2023-10-06 15:08:24,22
247,2023-10-06 15:08:29,0
246,2023-10-06 15:08:43,22
245,2023-10-06 15:08:48,0
244,2023-10-06 15:08:53,22
243,2023-10-06 15:08:58,0
242,2023-10-06 15:08:59,24
241,2023-10-06 15:09:04,0
240,2023-10-06 15:11:54,17
239,2023-10-06 15:11:58,0
238,2023-10-06 15:14:11,10
237,2023-10-06 15:14:16,0
236,2023-10-06 15:15:06,5
235,2023-10-06 15:15:11,0
234,2023-10-06 15:21:06,24
233,2023-10-06 15:21:11,0
232,2023-10-06 15:22:07,24
231,2023-10-06 15:22:12,0
230,2023-10-06 15:22:15,24
229,2023-10-06 15:22:20,0
228,2023-10-06 15:22:22,22
227,2023-10-06 15:22:24,22
226,2023-10-06 15:22:29,0
225,2023-10-06 15:22:44,22
224,2023-10-06 15:22:46,22
223,2023-10-06 15:22:48,22
222,2023-10-06 15:22:50,22
221,2023-10-06 15:22:52,22
220,2023-10-06 15:22:57,0
219,2023-10-06 15:27:14,17
218,2023-10-06 15:27:19,0
217,2023-10-06 15:27:44,17
216,2023-10-06 15:27:46,17
215,2023-10-06 15:27:48,17
214,2023-10-06 15:27:50,17
213,2023-10-06 15:27:52,17
212,2023-10-06 15:27:54,17
211,2023-10-06 15:27:56,17
210,2023-10-06 15:27:58,17
209,2023-10-06 15:28:00,17
208,2023-10-06 15:28:02,17
207,2023-10-06 15:28:04,17
206,2023-10-06 15:28:06,17
205,2023-10-06 15:28:08,17
204,2023-10-06 15:28:13,0
203,2023-10-06 15:28:21,17
202,2023-10-06 15:28:26,0
201,2023-10-06 15:30:01,10
200,2023-10-06 15:30:06,0
199,2023-10-06 15:30:27,10
198,2023-10-06 15:30:32,0
197,2023-10-06 15:36:33,24
196,2023-10-06 15:36:38,0
195,2023-10-06 15:37:31,22
194,2023-10-06 15:37:36,0
193,2023-10-06 15:46:43,0
192,2023-10-06 15:47:02,1
191,2023-10-06 15:47:04,1
190,2023-10-06 15:47:06,1
189,2023-10-06 15:47:08,1
188,2023-10-06 15:47:10,1
187,2023-10-06 15:47:12,1
186,2023-10-06 15:47:14,1
185,2023-10-06 15:47:19,0
184,2023-10-06 15:48:08,24
183,2023-10-06 15:48:13,0
182,2023-10-06 15:48:38,24
181,2023-10-06 15:48:43,0
180,2023-10-06 15:48:49,24
179,2023-10-06 15:48:54,0
178,2023-10-06 15:49:33,3
177,2023-10-06 15:49:38,0
176,2023-10-06 15:50:05,3
175,2023-10-06 15:50:10,0
174,2023-10-06 15:50:18,9
173,2023-10-06 15:50:20,9
172,2023-10-06 15:50:22,9
171,2023-10-06 15:50:24,9
170,2023-10-06 15:50:26,9
169,2023-10-06 15:50:31,0
168,2023-10-06 15:50:33,9
167,2023-10-06 15:50:35,9
166,2023-10-06 15:50:40,9
165,2023-10-06 15:50:45,0
164,2023-10-06 15:50:49,9
163,2023-10-06 15:50:54,0
162,2023-10-06 15:53:56,10
161,2023-10-06 15:53:58,10
160,2023-10-06 15:54:00,10
159,2023-10-06 15:54:02,10
158,2023-10-06 15:54:07,0
157,2023-10-06 15:54:20,10
156,2023-10-06 15:54:22,10
155,2023-10-06 15:54:24,10
154,2023-10-06 15:54:26,10
153,2023-10-06 15:54:28,10
152,2023-10-06 15:54:33,0
151,2023-10-06 15:57:38,15
150,2023-10-06 15:57:43,0
149,2023-10-06 15:58:04,15
148,2023-10-06 15:58:06,15
147,2023-10-06 15:58:08,15
146,2023-10-06 15:58:10,15
145,2023-10-06 15:58:12,15
144,2023-10-06 15:58:14,15
143,2023-10-06 15:58:16,15
142,2023-10-06 15:58:21,0
141,2023-10-06 16:00:58,1
140,2023-10-06 16:01:03,0
139,2023-10-06 16:03:44,3
138,2023-10-06 16:03:49,0
137,2023-10-06 16:05:52,17
136,2023-10-06 16:05:57,0
135,2023-10-06 16:08:23,8
134,2023-10-06 16:08:28,0
133,2023-10-06 16:08:59,10
132,2023-10-06 16:09:04,0
131,2023-10-06 16:10:32,15
130,2023-10-06 16:10:34,15
129,2023-10-06 16:10:39,0
128,2023-10-06 16:14:40,0
127,2023-10-06 16:15:11,19
126,2023-10-06 16:15:16,0
125,2023-10-06 16:15:29,19
124,2023-10-06 16:15:31,19
123,2023-10-06 16:15:33,19
122,2023-10-06 16:15:35,19
121,2023-10-06 16:15:40,0
120,2023-10-06 16:16:32,3
119,2023-10-06 16:16:37,0
118,2023-10-06 16:17:13,17
117,2023-10-06 16:17:18,0
116,2023-10-06 16:19:27,8
115,2023-10-06 16:19:32,0
114,2023-10-06 16:22:15,10
113,2023-10-06 16:22:20,0
112,2023-10-06 16:22:43,10
111,2023-10-06 16:22:45,10
110,2023-10-06 16:22:50,0
109,2023-10-06 16:23:03,24
108,2023-10-06 16:23:08,0
107,2023-10-06 16:23:37,24
106,2023-10-06 16:23:43,0
105,2023-10-06 16:25:34,1
104,2023-10-06 16:25:39,0
103,2023-10-06 16:25:39,1
102,2023-10-06 16:25:41,1
101,2023-10-06 16:25:43,1
100,2023-10-06 16:25:45,1
99,2023-10-06 16:25:50,0
98,2023-10-06 16:26:03,1
97,2023-10-06 16:26:05,1
96,2023-10-06 16:26:07,1
95,2023-10-06 16:26:09,1
94,2023-10-06 16:26:11,1
93,2023-10-06 16:26:16,1
92,2023-10-06 16:26:21,0
91,2023-10-06 16:26:25,19
90,2023-10-06 16:26:30,0
89,2023-10-06 16:30:18,3
88,2023-10-06 16:30:23,0
87,2023-10-06 16:54:19,10
86,2023-10-06 16:54:24,0
85,2023-10-06 16:55:27,5
84,2023-10-06 16:55:32,0
83,2023-10-06 16:56:16,15
82,2023-10-06 16:56:19,15
81,2023-10-06 16:56:24,0
80,2023-10-06 16:58:08,1
79,2023-10-06 16:58:13,0
78,2023-10-06 16:58:36,1
77,2023-10-06 16:58:38,1
76,2023-10-06 16:58:43,0
75,2023-10-06 16:58:57,19
74,2023-10-06 16:59:02,0
73,2023-10-06 17:04:57,22
72,2023-10-06 17:05:02,0
71,2023-10-06 17:06:01,8
70,2023-10-06 17:06:06,0
69,2023-10-06 17:08:46,5
68,2023-10-06 17:08:51,0
67,2023-10-06 17:09:53,15
66,2023-10-06 17:09:57,15
65,2023-10-06 17:10:02,0
64,2023-10-06 17:12:00,19
63,2023-10-06 17:12:05,0
62,2023-10-06 17:13:27,9
61,2023-10-06 17:13:32,0
60,2023-10-06 17:18:33,0
59,2023-10-06 17:18:48,22
58,2023-10-06 17:18:50,22
57,2023-10-06 17:18:52,22
56,2023-10-06 17:18:54,22
55,2023-10-06 17:18:56,22
54,2023-10-06 17:18:58,22
53,2023-10-06 17:19:03,0
52,2023-10-06 17:19:44,24
51,2023-10-06 17:19:49,0
50,2023-10-06 17:20:06,24
49,2023-10-06 17:20:08,24
48,2023-10-06 17:20:10,24
47,2023-10-06 17:20:12,24
46,2023-10-06 17:20:16,24
45,2023-10-06 17:20:21,0
44,2023-10-06 17:21:48,5
43,2023-10-06 17:21:53,0
42,2023-10-06 17:23:11,15
41,2023-10-06 17:23:13,15
40,2023-10-06 17:23:18,0
39,2023-10-06 17:25:55,19
38,2023-10-06 17:26:00,0
37,2023-10-06 17:26:41,9
36,2023-10-06 17:26:46,0
35,2023-10-06 17:32:43,22
34,2023-10-06 17:32:48,0
33,2023-10-06 17:34:46,5
32,2023-10-06 17:34:51,0
31,2023-10-06 17:36:00,15
30,2023-10-06 17:36:05,0
29,2023-10-06 17:36:19,15
28,2023-10-06 17:36:21,15
27,2023-10-06 17:36:23,15
26,2023-10-06 17:36:25,15
25,2023-10-06 17:36:27,15
24,2023-10-06 17:36:32,0
23,2023-10-06 17:38:24,19
22,2023-10-06 17:38:29,0
21,2023-10-06 17:39:11,3
20,2023-10-06 17:39:16,0
19,2023-10-06 17:44:35,22
18,2023-10-06 17:44:40,0
17,2023-10-06 17:44:50,22
16,2023-10-06 17:44:52,22
15,2023-10-06 17:44:57,0
14,2023-10-06 17:44:59,22
13,2023-10-06 17:45:04,0
12,2023-10-06 17:45:07,22
11,2023-10-06 17:45:09,22
10,2023-10-06 17:45:11,22
9,2023-10-06 17:45:16,0
8,2023-10-06 17:50:17,19
7,2023-10-06 17:50:22,0
6,2023-10-06 17:51:25,3
5,2023-10-06 17:51:30,0
4,2023-10-06 17:55:36,22
3,2023-10-06 17:55:41,0
2,2023-10-06 17:56:08,22
1,2023-10-06 17:56:10,22
0,2023-10-06 17:56:15,0
