,ts,gabarit
496,2023-10-06 09:58:24,21
495,2023-10-06 09:58:29,0
494,2023-10-06 10:01:11,5
493,2023-10-06 10:01:17,0
492,2023-10-06 10:02:52,10
491,2023-10-06 10:02:57,0
490,2023-10-06 10:04:03,0
489,2023-10-06 10:06:38,8
488,2023-10-06 10:06:43,0
487,2023-10-06 10:07:54,0
486,2023-10-06 10:08:58,7
485,2023-10-06 10:09:03,0
484,2023-10-06 10:10:04,9
483,2023-10-06 10:10:09,0
482,2023-10-06 10:11:52,19
481,2023-10-06 10:11:57,0
480,2023-10-06 10:13:29,0
479,2023-10-06 10:14:38,5
478,2023-10-06 10:14:43,0
477,2023-10-06 10:16:05,0
476,2023-10-06 10:17:10,14
475,2023-10-06 10:17:15,0
474,2023-10-06 10:19:52,0
473,2023-10-06 10:20:58,6
472,2023-10-06 10:21:03,0
471,2023-10-06 10:22:25,0
470,2023-10-06 10:24:46,15
469,2023-10-06 10:24:51,0
468,2023-10-06 10:25:56,0
467,2023-10-06 10:27:25,5
466,2023-10-06 10:27:30,0
465,2023-10-06 10:28:37,12
464,2023-10-06 10:28:47,0
463,2023-10-06 10:30:19,14
462,2023-10-06 10:30:24,0
461,2023-10-06 10:49:22,0
460,2023-10-06 10:52:52,8
459,2023-10-06 10:52:57,0
458,2023-10-06 10:53:59,9
457,2023-10-06 10:54:20,0
456,2023-10-06 10:55:12,15
455,2023-10-06 10:55:17,0
454,2023-10-06 10:56:21,0
453,2023-10-06 10:57:33,5
452,2023-10-06 10:57:38,0
451,2023-10-06 10:59:44,10
450,2023-10-06 10:59:49,0
449,2023-10-06 11:01:29,23
448,2023-10-06 11:01:34,0
447,2023-10-06 11:05:14,22
446,2023-10-06 11:05:21,0
445,2023-10-06 11:06:21,9
444,2023-10-06 11:06:26,0
443,2023-10-06 11:07:52,0
442,2023-10-06 11:08:45,17
441,2023-10-06 11:08:50,0
440,2023-10-06 11:08:57,3
439,2023-10-06 11:09:00,3
438,2023-10-06 11:09:04,0
437,2023-10-06 11:09:55,3
436,2023-10-06 11:10:03,0
435,2023-10-06 11:11:00,5
434,2023-10-06 11:11:05,0
433,2023-10-06 11:13:56,10
432,2023-10-06 11:14:01,0
431,2023-10-06 11:15:25,23
430,2023-10-06 11:15:30,0
429,2023-10-06 11:17:57,6
428,2023-10-06 11:18:02,0
427,2023-10-06 11:19:28,22
426,2023-10-06 11:19:33,0
425,2023-10-06 11:19:38,15
424,2023-10-06 11:19:40,15
423,2023-10-06 11:19:44,15
422,2023-10-06 11:19:44,15
421,2023-10-06 11:19:46,15
420,2023-10-06 11:19:48,15
419,2023-10-06 11:19:50,15
418,2023-10-06 11:19:52,15
417,2023-10-06 11:19:55,15
416,2023-10-06 11:19:56,15
415,2023-10-06 11:19:58,15
414,2023-10-06 11:20:00,15
413,2023-10-06 11:20:03,15
412,2023-10-06 11:20:08,0
411,2023-10-06 11:22:05,15
410,2023-10-06 11:22:10,0
409,2023-10-06 11:23:07,17
408,2023-10-06 11:23:12,0
407,2023-10-06 11:24:13,19
406,2023-10-06 11:24:21,0
405,2023-10-06 11:25:16,3
404,2023-10-06 11:25:21,0
403,2023-10-06 11:26:32,5
402,2023-10-06 11:26:37,0
401,2023-10-06 11:28:07,10
400,2023-10-06 11:28:12,0
399,2023-10-06 11:29:15,18
398,2023-10-06 11:29:20,0
397,2023-10-06 11:31:56,6
396,2023-10-06 11:32:01,0
395,2023-10-06 11:33:09,22
394,2023-10-06 11:33:14,0
393,2023-10-06 11:34:17,15
392,2023-10-06 11:34:23,0
391,2023-10-06 11:35:24,7
390,2023-10-06 11:35:29,0
389,2023-10-06 11:36:46,21
388,2023-10-06 11:36:51,0
387,2023-10-06 11:38:17,3
386,2023-10-06 11:38:22,0
385,2023-10-06 11:39:21,5
384,2023-10-06 11:39:26,0
383,2023-10-06 11:40:26,14
382,2023-10-06 11:40:31,0
381,2023-10-06 11:41:39,10
380,2023-10-06 11:41:44,0
379,2023-10-06 11:43:01,6
378,2023-10-06 11:43:06,0
377,2023-10-06 11:44:27,1
376,2023-10-06 11:44:32,0
375,2023-10-06 11:45:28,22
374,2023-10-06 11:45:33,0
373,2023-10-06 11:46:27,9
372,2023-10-06 11:46:32,0
371,2023-10-06 11:47:43,7
370,2023-10-06 11:47:48,0
369,2023-10-06 11:48:47,3
368,2023-10-06 11:48:52,0
367,2023-10-06 11:51:05,5
366,2023-10-06 11:51:10,0
365,2023-10-06 11:52:11,14
364,2023-10-06 11:52:16,0
363,2023-10-06 11:53:19,10
362,2023-10-06 11:53:24,0
361,2023-10-06 11:56:02,6
360,2023-10-06 11:56:07,0
359,2023-10-06 11:57:15,1
358,2023-10-06 11:57:20,0
357,2023-10-06 11:59:18,7
356,2023-10-06 11:59:23,0
355,2023-10-06 12:00:25,23
354,2023-10-06 12:00:30,0
353,2023-10-06 12:01:28,3
352,2023-10-06 12:01:33,0
351,2023-10-06 12:05:45,5
350,2023-10-06 12:05:50,0
349,2023-10-06 12:06:49,14
348,2023-10-06 12:06:54,0
347,2023-10-06 12:08:08,10
346,2023-10-06 12:08:13,0
345,2023-10-06 12:09:15,24
344,2023-10-06 12:09:20,0
343,2023-10-06 12:10:28,6
342,2023-10-06 12:10:33,0
341,2023-10-06 12:11:47,1
340,2023-10-06 12:11:52,0
339,2023-10-06 12:12:50,7
338,2023-10-06 12:12:55,0
337,2023-10-06 12:14:11,23
336,2023-10-06 12:14:16,0
335,2023-10-06 12:15:25,8
334,2023-10-06 12:15:30,0
333,2023-10-06 12:17:46,17
332,2023-10-06 12:17:51,0
331,2023-10-06 12:19:36,14
330,2023-10-06 12:19:41,0
329,2023-10-06 12:20:48,10
328,2023-10-06 12:20:53,0
327,2023-10-06 12:22:00,24
326,2023-10-06 12:22:05,0
325,2023-10-06 12:23:21,18
324,2023-10-06 12:23:26,0
323,2023-10-06 12:24:37,1
322,2023-10-06 12:24:42,0
321,2023-10-06 12:25:43,7
320,2023-10-06 12:25:48,0
319,2023-10-06 12:27:18,8
318,2023-10-06 12:27:23,0
317,2023-10-06 12:28:46,9
316,2023-10-06 12:28:51,0
315,2023-10-06 12:29:53,19
314,2023-10-06 12:29:58,0
313,2023-10-06 12:33:04,14
312,2023-10-06 12:33:09,0
311,2023-10-06 12:34:23,10
310,2023-10-06 12:34:28,0
309,2023-10-06 12:37:11,18
308,2023-10-06 12:37:17,0
307,2023-10-06 12:38:23,1
306,2023-10-06 12:38:28,0
305,2023-10-06 12:39:25,7
304,2023-10-06 12:39:30,0
303,2023-10-06 12:40:36,22
302,2023-10-06 12:40:41,0
301,2023-10-06 12:41:51,8
300,2023-10-06 12:41:56,0
299,2023-10-06 12:42:57,9
298,2023-10-06 12:43:02,0
297,2023-10-06 12:44:14,17
296,2023-10-06 12:44:19,0
295,2023-10-06 12:45:21,14
294,2023-10-06 12:45:26,0
293,2023-10-06 12:46:43,10
292,2023-10-06 12:46:48,0
291,2023-10-06 12:47:53,6
290,2023-10-06 12:47:58,0
289,2023-10-06 12:48:55,1
288,2023-10-06 12:49:00,0
287,2023-10-06 12:49:55,7
286,2023-10-06 12:50:00,0
285,2023-10-06 12:52:26,22
284,2023-10-06 12:52:31,0
283,2023-10-06 12:53:29,24
282,2023-10-06 12:53:34,0
281,2023-10-06 12:55:30,8
280,2023-10-06 12:55:35,0
279,2023-10-06 14:04:01,17
278,2023-10-06 14:04:06,0
277,2023-10-06 14:05:35,14
276,2023-10-06 14:05:41,0
275,2023-10-06 14:06:46,10
274,2023-10-06 14:06:51,0
273,2023-10-06 14:07:52,6
272,2023-10-06 14:07:56,0
271,2023-10-06 14:09:04,1
270,2023-10-06 14:09:09,0
269,2023-10-06 14:10:05,7
268,2023-10-06 14:10:10,0
267,2023-10-06 14:11:32,0
266,2023-10-06 14:12:24,22
265,2023-10-06 14:12:29,0
264,2023-10-06 14:13:51,24
263,2023-10-06 14:13:57,0
262,2023-10-06 14:16:08,17
261,2023-10-06 14:16:13,0
260,2023-10-06 14:17:48,14
259,2023-10-06 14:17:55,0
258,2023-10-06 14:19:02,21
257,2023-10-06 14:19:07,0
256,2023-10-06 14:20:25,6
255,2023-10-06 14:20:31,0
254,2023-10-06 14:23:00,1
253,2023-10-06 14:23:05,0
252,2023-10-06 14:24:13,0
251,2023-10-06 14:25:21,15
250,2023-10-06 14:25:26,0
249,2023-10-06 14:26:31,24
248,2023-10-06 14:26:36,0
247,2023-10-06 14:28:54,17
246,2023-10-06 14:28:59,0
245,2023-10-06 14:30:31,0
244,2023-10-06 14:31:32,10
243,2023-10-06 14:31:37,0
242,2023-10-06 14:32:41,21
241,2023-10-06 14:32:46,0
240,2023-10-06 14:35:22,18
239,2023-10-06 14:35:27,0
238,2023-10-06 14:36:38,23
237,2023-10-06 14:36:43,0
236,2023-10-06 14:38:00,7
235,2023-10-06 14:38:05,0
234,2023-10-06 14:39:20,15
233,2023-10-06 14:39:25,0
232,2023-10-06 14:40:29,24
231,2023-10-06 14:40:34,0
230,2023-10-06 14:42:58,17
229,2023-10-06 14:43:04,0
228,2023-10-06 14:44:12,5
227,2023-10-06 14:44:17,0
226,2023-10-06 14:45:32,10
225,2023-10-06 14:45:41,0
224,2023-10-06 14:47:00,21
223,2023-10-06 14:47:05,0
222,2023-10-06 14:50:20,18
221,2023-10-06 14:50:26,0
220,2023-10-06 14:51:55,23
219,2023-10-06 14:52:00,0
218,2023-10-06 14:53:05,22
217,2023-10-06 14:53:10,0
216,2023-10-06 14:54:12,24
215,2023-10-06 14:54:18,0
214,2023-10-06 14:56:27,17
213,2023-10-06 14:56:33,0
212,2023-10-06 14:57:41,5
211,2023-10-06 14:57:46,0
210,2023-10-06 14:58:48,10
209,2023-10-06 14:58:54,0
208,2023-10-06 14:59:56,21
207,2023-10-06 15:00:01,0
206,2023-10-06 15:01:14,6
205,2023-10-06 15:01:20,0
204,2023-10-06 15:03:37,18
203,2023-10-06 15:03:42,0
202,2023-10-06 15:04:45,22
201,2023-10-06 15:04:51,0
200,2023-10-06 15:06:15,24
199,2023-10-06 15:06:20,0
198,2023-10-06 15:08:43,17
197,2023-10-06 15:08:50,0
196,2023-10-06 15:09:56,10
195,2023-10-06 15:10:01,0
194,2023-10-06 15:11:13,5
193,2023-10-06 15:11:19,0
192,2023-10-06 15:12:21,21
191,2023-10-06 15:12:24,0
190,2023-10-06 15:13:32,6
189,2023-10-06 15:13:39,0
188,2023-10-06 15:15:50,18
187,2023-10-06 15:15:55,0
186,2023-10-06 15:17:20,24
185,2023-10-06 15:17:28,0
184,2023-10-06 15:18:32,22
183,2023-10-06 15:18:37,0
182,2023-10-06 15:19:40,23
181,2023-10-06 15:19:45,0
180,2023-10-06 15:21:49,7
179,2023-10-06 15:21:54,0
178,2023-10-06 15:23:09,17
177,2023-10-06 15:23:15,0
176,2023-10-06 15:24:15,10
175,2023-10-06 15:24:21,0
174,2023-10-06 15:25:30,21
173,2023-10-06 15:25:40,0
172,2023-10-06 15:26:46,6
171,2023-10-06 15:26:51,0
170,2023-10-06 15:28:10,2
169,2023-10-06 15:28:15,0
168,2023-10-06 15:31:41,18
167,2023-10-06 15:31:44,24
166,2023-10-06 15:31:47,24
165,2023-10-06 15:31:51,0
164,2023-10-06 15:32:55,24
163,2023-10-06 15:33:02,0
162,2023-10-06 15:34:28,22
161,2023-10-06 15:34:33,0
160,2023-10-06 15:35:42,8
159,2023-10-06 15:35:48,0
158,2023-10-06 15:37:13,8
157,2023-10-06 15:37:22,0
156,2023-10-06 15:38:24,17
155,2023-10-06 15:38:31,0
154,2023-10-06 15:39:50,21
153,2023-10-06 15:39:53,6
152,2023-10-06 15:39:58,0
151,2023-10-06 15:41:02,0
150,2023-10-06 15:43:05,1
149,2023-10-06 15:43:10,0
148,2023-10-06 15:44:33,24
147,2023-10-06 15:44:38,0
146,2023-10-06 15:45:43,3
145,2023-10-06 15:45:48,0
144,2023-10-06 15:47:01,9
143,2023-10-06 15:47:09,0
142,2023-10-06 15:48:12,8
141,2023-10-06 15:48:17,0
140,2023-10-06 15:49:17,0
139,2023-10-06 15:51:28,10
138,2023-10-06 15:51:33,0
137,2023-10-06 15:52:57,6
136,2023-10-06 15:53:12,0
135,2023-10-06 15:53:56,12
134,2023-10-06 15:54:02,0
133,2023-10-06 15:55:26,2
132,2023-10-06 15:57:26,3
131,2023-10-06 15:57:31,0
130,2023-10-06 15:58:34,17
129,2023-10-06 15:58:39,0
128,2023-10-06 16:03:19,8
127,2023-10-06 16:03:26,0
126,2023-10-06 16:04:33,10
125,2023-10-06 16:04:35,15
124,2023-10-06 16:04:40,0
123,2023-10-06 16:05:41,15
122,2023-10-06 16:05:47,0
121,2023-10-06 16:06:56,20
120,2023-10-06 16:07:01,0
119,2023-10-06 16:08:00,20
118,2023-10-06 16:08:06,0
117,2023-10-06 16:09:08,1
116,2023-10-06 16:09:13,0
115,2023-10-06 16:10:25,0
114,2023-10-06 16:12:41,3
113,2023-10-06 16:12:46,0
112,2023-10-06 16:13:53,17
111,2023-10-06 16:13:57,13
110,2023-10-06 16:14:02,0
109,2023-10-06 16:16:20,8
108,2023-10-06 16:16:23,7
107,2023-10-06 16:16:26,7
106,2023-10-06 16:16:30,0
105,2023-10-06 16:17:47,7
104,2023-10-06 16:17:52,0
103,2023-10-06 16:18:57,10
102,2023-10-06 16:19:02,0
101,2023-10-06 16:20:09,0
100,2023-10-06 16:22:20,1
99,2023-10-06 16:22:26,0
98,2023-10-06 16:23:20,19
97,2023-10-06 16:23:25,0
96,2023-10-06 16:24:37,2
95,2023-10-06 16:24:42,0
94,2023-10-06 16:25:44,3
93,2023-10-06 16:25:49,0
92,2023-10-06 16:27:22,11
91,2023-10-06 16:27:27,0
90,2023-10-06 16:28:48,0
89,2023-10-06 16:29:35,21
88,2023-10-06 16:29:40,0
87,2023-10-06 16:31:10,10
86,2023-10-06 16:31:17,0
85,2023-10-06 16:32:15,5
84,2023-10-06 16:32:20,0
83,2023-10-06 16:51:48,0
82,2023-10-06 16:52:58,1
81,2023-10-06 16:53:03,0
80,2023-10-06 16:54:08,19
79,2023-10-06 16:54:17,0
78,2023-10-06 16:55:37,14
77,2023-10-06 16:55:42,0
76,2023-10-06 16:59:08,22
75,2023-10-06 16:59:13,0
74,2023-10-06 17:00:20,8
73,2023-10-06 17:00:25,0
72,2023-10-06 17:01:35,21
71,2023-10-06 17:01:41,0
70,2023-10-06 17:02:43,5
69,2023-10-06 17:02:49,0
68,2023-10-06 17:04:02,15
67,2023-10-06 17:04:10,0
66,2023-10-06 17:05:17,20
65,2023-10-06 17:05:22,0
64,2023-10-06 17:06:28,19
63,2023-10-06 17:06:41,0
62,2023-10-06 17:07:34,9
61,2023-10-06 17:07:39,0
60,2023-10-06 17:10:39,7
59,2023-10-06 17:10:54,0
58,2023-10-06 17:13:07,22
57,2023-10-06 17:13:12,0
56,2023-10-06 17:14:21,24
55,2023-10-06 17:14:31,0
54,2023-10-06 17:15:28,21
53,2023-10-06 17:15:33,0
52,2023-10-06 17:17:08,5
51,2023-10-06 17:17:15,0
50,2023-10-06 17:18:16,15
49,2023-10-06 17:18:21,0
48,2023-10-06 17:19:28,20
47,2023-10-06 17:19:34,0
46,2023-10-06 17:20:36,19
45,2023-10-06 17:20:41,0
44,2023-10-06 17:21:47,9
43,2023-10-06 17:22:12,0
42,2023-10-06 17:22:54,7
41,2023-10-06 17:22:59,0
40,2023-10-06 17:24:11,8
39,2023-10-06 17:24:17,0
38,2023-10-06 17:26:23,22
37,2023-10-06 17:26:28,0
36,2023-10-06 17:27:45,21
35,2023-10-06 17:27:53,0
34,2023-10-06 17:29:10,5
33,2023-10-06 17:29:16,0
32,2023-10-06 17:30:19,15
31,2023-10-06 17:30:32,0
30,2023-10-06 17:31:32,20
29,2023-10-06 17:31:37,0
28,2023-10-06 17:32:57,19
27,2023-10-06 17:33:02,0
26,2023-10-06 17:34:35,3
25,2023-10-06 17:34:40,0
24,2023-10-06 17:35:55,7
23,2023-10-06 17:36:10,0
22,2023-10-06 17:37:14,8
21,2023-10-06 17:37:20,0
20,2023-10-06 17:39:33,22
19,2023-10-06 17:39:38,0
18,2023-10-06 17:39:50,22
17,2023-10-06 17:39:55,0
16,2023-10-06 17:42:20,21
15,2023-10-06 17:42:25,0
14,2023-10-06 17:43:58,0
13,2023-10-06 17:45:13,19
12,2023-10-06 17:45:18,0
11,2023-10-06 17:46:27,3
10,2023-10-06 17:46:32,0
9,2023-10-06 17:47:58,14
8,2023-10-06 17:48:03,0
7,2023-10-06 17:49:57,6
6,2023-10-06 17:50:12,0
5,2023-10-06 17:52:13,22
4,2023-10-06 17:52:18,0
3,2023-10-06 17:53:25,0
2,2023-10-06 17:54:31,10
1,2023-10-06 17:54:36,0
0,2023-10-06 17:56:55,0
