,ts,gabarit
384,2023-09-28 11:31:15,0
383,2023-09-28 11:35:06,3
382,2023-09-28 11:35:11,0
381,2023-09-28 11:36:18,0
380,2023-09-28 11:49:53,15
379,2023-09-28 11:49:55,15
378,2023-09-28 11:50:00,0
377,2023-09-28 11:50:47,16
376,2023-09-28 11:50:52,0
375,2023-09-28 11:52:58,3
374,2023-09-28 11:53:03,3
373,2023-09-28 11:53:05,3
372,2023-09-28 11:53:10,0
371,2023-09-28 11:55:42,22
370,2023-09-28 11:55:44,22
369,2023-09-28 11:55:46,22
368,2023-09-28 11:55:48,22
367,2023-09-28 11:55:50,22
366,2023-09-28 11:55:52,22
365,2023-09-28 11:55:57,0
364,2023-09-28 11:56:10,22
363,2023-09-28 11:56:12,22
362,2023-09-28 11:56:14,22
361,2023-09-28 11:56:16,22
360,2023-09-28 11:56:18,22
359,2023-09-28 11:56:20,22
358,2023-09-28 11:56:25,0
357,2023-09-28 11:57:26,5
356,2023-09-28 11:57:31,0
355,2023-09-28 12:01:32,19
354,2023-09-28 12:01:37,0
353,2023-09-28 12:07:10,10
352,2023-09-28 12:07:15,0
351,2023-09-28 12:09:23,3
350,2023-09-28 12:09:28,0
349,2023-09-28 12:10:07,3
348,2023-09-28 12:10:14,0
347,2023-09-28 12:10:46,3
346,2023-09-28 12:10:48,3
345,2023-09-28 12:10:50,3
344,2023-09-28 12:10:52,3
343,2023-09-28 12:10:54,3
342,2023-09-28 12:10:56,3
341,2023-09-28 12:11:01,0
340,2023-09-28 12:12:32,5
339,2023-09-28 12:12:34,5
338,2023-09-28 12:12:39,0
337,2023-09-28 12:16:27,19
336,2023-09-28 12:16:32,0
335,2023-09-28 12:18:54,15
334,2023-09-28 12:18:56,15
333,2023-09-28 12:18:58,15
332,2023-09-28 12:19:00,15
331,2023-09-28 12:19:02,15
330,2023-09-28 12:19:04,15
329,2023-09-28 12:19:10,0
328,2023-09-28 12:20:09,16
327,2023-09-28 12:20:14,0
326,2023-09-28 12:20:42,10
325,2023-09-28 12:20:49,0
324,2023-09-28 12:21:03,10
323,2023-09-28 12:21:08,0
322,2023-09-28 12:21:11,10
321,2023-09-28 12:21:16,0
320,2023-09-28 12:22:35,22
319,2023-09-28 12:22:40,0
318,2023-09-28 12:22:58,22
317,2023-09-28 12:23:01,22
316,2023-09-28 12:23:03,22
315,2023-09-28 12:23:05,22
314,2023-09-28 12:23:07,22
313,2023-09-28 12:23:12,0
312,2023-09-28 12:23:46,3
311,2023-09-28 12:23:52,0
310,2023-09-28 12:25:58,9
309,2023-09-28 12:26:03,0
308,2023-09-28 12:27:34,17
307,2023-09-28 12:27:39,0
306,2023-09-28 12:27:42,17
305,2023-09-28 12:27:47,0
304,2023-09-28 12:27:48,17
303,2023-09-28 12:27:53,0
302,2023-09-28 12:32:15,11
301,2023-09-28 12:32:18,11
300,2023-09-28 12:32:20,11
299,2023-09-28 12:32:25,0
298,2023-09-28 12:34:25,10
297,2023-09-28 12:34:30,0
296,2023-09-28 12:35:48,22
295,2023-09-28 12:35:53,0
294,2023-09-28 12:37:41,3
293,2023-09-28 12:37:46,0
292,2023-09-28 12:38:36,3
291,2023-09-28 12:38:41,0
290,2023-09-28 12:39:44,9
289,2023-09-28 12:39:44,9
288,2023-09-28 12:39:47,9
287,2023-09-28 12:39:52,9
286,2023-09-28 12:40:01,0
285,2023-09-28 12:40:07,9
284,2023-09-28 12:40:10,9
283,2023-09-28 12:40:11,9
282,2023-09-28 12:40:13,9
281,2023-09-28 12:40:18,0
280,2023-09-28 12:41:38,9
279,2023-09-28 12:41:40,9
278,2023-09-28 12:41:42,9
277,2023-09-28 12:41:44,9
276,2023-09-28 12:41:46,9
275,2023-09-28 12:41:50,9
274,2023-09-28 12:41:55,0
273,2023-09-28 12:44:11,5
272,2023-09-28 12:44:17,0
271,2023-09-28 12:45:10,15
270,2023-09-28 12:45:15,0
269,2023-09-28 12:45:55,16
268,2023-09-28 12:46:00,0
267,2023-09-28 12:48:16,8
266,2023-09-28 12:48:21,0
265,2023-09-28 12:50:39,10
264,2023-09-28 12:50:44,0
263,2023-09-28 12:51:31,22
262,2023-09-28 12:51:36,0
261,2023-09-28 12:53:33,3
260,2023-09-28 12:53:35,3
259,2023-09-28 12:53:37,3
258,2023-09-28 12:53:42,0
257,2023-09-28 12:54:20,17
256,2023-09-28 12:54:25,0
255,2023-09-28 12:55:27,9
254,2023-09-28 12:55:32,0
253,2023-09-28 12:57:09,19
252,2023-09-28 12:57:14,0
251,2023-09-28 14:02:33,0
250,2023-09-28 14:02:38,15
249,2023-09-28 14:02:50,0
248,2023-09-28 14:03:35,16
247,2023-09-28 14:03:41,0
246,2023-09-28 14:08:17,10
245,2023-09-28 14:08:24,0
244,2023-09-28 14:09:17,22
243,2023-09-28 14:09:22,0
242,2023-09-28 14:09:55,22
241,2023-09-28 14:10:00,22
240,2023-09-28 14:10:01,22
239,2023-09-28 14:10:03,22
238,2023-09-28 14:10:10,22
237,2023-09-28 14:10:16,0
236,2023-09-28 14:14:28,19
235,2023-09-28 14:14:33,0
234,2023-09-28 14:14:38,19
233,2023-09-28 14:14:49,0
232,2023-09-28 14:17:29,17
231,2023-09-28 14:17:31,17
230,2023-09-28 14:21:52,0
229,2023-09-28 14:25:56,10
228,2023-09-28 14:26:02,0
227,2023-09-28 14:27:16,9
226,2023-09-28 14:27:28,0
225,2023-09-28 14:32:16,16
224,2023-09-28 14:32:21,0
223,2023-09-28 14:32:59,16
222,2023-09-28 14:33:05,16
221,2023-09-28 14:33:09,0
220,2023-09-28 14:39:40,3
219,2023-09-28 14:39:45,0
218,2023-09-28 14:40:25,14
217,2023-09-28 14:40:30,0
216,2023-09-28 14:42:33,0
215,2023-09-28 14:46:47,9
214,2023-09-28 14:46:52,0
213,2023-09-28 14:48:18,21
212,2023-09-28 14:48:25,0
211,2023-09-28 14:49:41,17
210,2023-09-28 14:49:46,0
209,2023-09-28 14:51:37,1
208,2023-09-28 14:52:05,0
207,2023-09-28 14:54:37,3
206,2023-09-28 14:54:42,0
205,2023-09-28 15:00:09,0
204,2023-09-28 15:06:28,0
203,2023-09-28 15:07:39,15
202,2023-09-28 15:07:39,15
201,2023-09-28 15:07:39,15
200,2023-09-28 15:07:41,15
199,2023-09-28 15:08:04,15
198,2023-09-28 15:08:04,0
197,2023-09-28 15:08:56,1
196,2023-09-28 15:09:06,0
195,2023-09-28 15:09:08,1
194,2023-09-28 15:09:12,0
193,2023-09-28 15:09:30,1
192,2023-09-28 15:09:32,1
191,2023-09-28 15:09:35,1
190,2023-09-28 15:09:36,1
189,2023-09-28 15:09:38,1
188,2023-09-28 15:09:41,1
187,2023-09-28 15:09:45,0
186,2023-09-28 15:11:30,5
185,2023-09-28 15:11:35,0
184,2023-09-28 15:11:39,5
183,2023-09-28 15:11:41,5
182,2023-09-28 15:11:46,0
181,2023-09-28 15:12:18,5
180,2023-09-28 15:12:23,0
179,2023-09-28 15:13:56,5
178,2023-09-28 15:14:03,0
177,2023-09-28 15:16:10,19
176,2023-09-28 15:16:12,19
175,2023-09-28 15:16:15,19
174,2023-09-28 15:16:16,19
173,2023-09-28 15:16:19,19
172,2023-09-28 15:16:23,0
171,2023-09-28 15:22:19,16
170,2023-09-28 15:22:24,0
169,2023-09-28 15:22:59,3
168,2023-09-28 15:23:04,0
167,2023-09-28 15:25:15,15
166,2023-09-28 15:25:19,15
165,2023-09-28 15:25:24,0
164,2023-09-28 15:26:05,5
163,2023-09-28 15:26:10,0
162,2023-09-28 15:30:23,0
161,2023-09-28 15:31:01,10
160,2023-09-28 15:31:06,0
159,2023-09-28 15:33:43,19
158,2023-09-28 15:33:48,0
157,2023-09-28 15:38:09,3
156,2023-09-28 15:38:11,3
155,2023-09-28 15:38:13,3
154,2023-09-28 15:38:18,0
153,2023-09-28 15:38:35,3
152,2023-09-28 15:38:42,0
151,2023-09-28 15:38:44,3
150,2023-09-28 15:38:49,0
149,2023-09-28 15:38:53,17
148,2023-09-28 15:38:58,0
147,2023-09-28 15:40:18,22
146,2023-09-28 15:40:23,0
145,2023-09-28 15:46:06,0
144,2023-09-28 15:47:06,10
143,2023-09-28 15:47:10,0
142,2023-09-28 15:47:20,10
141,2023-09-28 15:47:24,10
140,2023-09-28 15:47:27,10
139,2023-09-28 15:47:36,10
138,2023-09-28 15:47:36,10
137,2023-09-28 15:47:36,10
136,2023-09-28 15:47:41,10
135,2023-09-28 15:47:42,10
134,2023-09-28 15:47:45,10
133,2023-09-28 15:47:47,10
132,2023-09-28 15:47:52,10
131,2023-09-28 15:47:52,10
130,2023-09-28 15:47:54,10
129,2023-09-28 15:47:56,10
128,2023-09-28 15:48:01,10
127,2023-09-28 15:48:02,10
126,2023-09-28 15:48:04,10
125,2023-09-28 15:48:08,10
124,2023-09-28 15:48:09,10
123,2023-09-28 15:48:14,0
122,2023-09-28 15:49:00,19
121,2023-09-28 15:49:01,0
120,2023-09-28 15:49:21,19
119,2023-09-28 15:49:31,0
118,2023-09-28 15:49:34,19
117,2023-09-28 15:49:41,0
116,2023-09-28 15:49:47,10
115,2023-09-28 15:49:53,10
114,2023-09-28 15:49:57,0
113,2023-09-28 15:50:04,10
112,2023-09-28 15:50:09,0
111,2023-09-28 15:50:38,9
110,2023-09-28 15:50:42,0
109,2023-09-28 15:51:24,1
108,2023-09-28 15:51:26,1
107,2023-09-28 15:51:27,1
106,2023-09-28 15:51:33,0
105,2023-09-28 15:53:25,17
104,2023-09-28 15:53:30,0
103,2023-09-28 15:54:42,15
102,2023-09-28 15:54:45,15
101,2023-09-28 15:54:46,15
100,2023-09-28 15:54:48,15
99,2023-09-28 15:54:50,15
98,2023-09-28 15:54:52,15
97,2023-09-28 15:54:54,15
96,2023-09-28 15:54:57,15
95,2023-09-28 15:55:00,15
94,2023-09-28 15:55:03,15
93,2023-09-28 15:55:06,0
92,2023-09-28 15:55:40,22
91,2023-09-28 15:56:00,0
90,2023-09-28 15:56:01,22
89,2023-09-28 15:56:03,22
88,2023-09-28 15:56:05,22
87,2023-09-28 15:56:10,22
86,2023-09-28 15:56:10,22
85,2023-09-28 15:56:14,0
84,2023-09-28 16:03:25,0
83,2023-09-28 16:04:54,16
82,2023-09-28 16:05:01,0
81,2023-09-28 16:07:46,17
80,2023-09-28 16:07:59,0
79,2023-09-28 16:08:00,17
78,2023-09-28 16:08:05,0
77,2023-09-28 16:08:44,22
76,2023-09-28 16:08:52,0
75,2023-09-28 16:15:27,0
74,2023-09-28 16:18:20,19
73,2023-09-28 16:18:25,0
72,2023-09-28 16:19:22,16
71,2023-09-28 16:19:27,0
70,2023-09-28 16:20:48,1
69,2023-09-28 16:20:50,1
68,2023-09-28 16:20:55,0
67,2023-09-28 16:22:42,22
66,2023-09-28 16:22:47,0
65,2023-09-28 16:23:14,22
64,2023-09-28 16:23:16,22
63,2023-09-28 16:23:18,22
62,2023-09-28 16:23:20,22
61,2023-09-28 16:23:22,22
60,2023-09-28 16:23:24,22
59,2023-09-28 16:23:29,0
58,2023-09-28 16:23:59,9
57,2023-09-28 16:24:01,9
56,2023-09-28 16:24:03,9
55,2023-09-28 16:24:05,9
54,2023-09-28 16:24:07,9
53,2023-09-28 16:24:12,0
52,2023-09-28 16:25:36,3
51,2023-09-28 16:25:41,0
50,2023-09-28 16:26:46,3
49,2023-09-28 16:26:52,3
48,2023-09-28 16:26:53,3
47,2023-09-28 16:26:57,3
46,2023-09-28 16:27:01,0
45,2023-09-28 16:49:13,12
44,2023-09-28 16:49:15,0
43,2023-09-28 16:50:25,19
42,2023-09-28 16:50:30,0
41,2023-09-28 16:53:41,16
40,2023-09-28 16:53:43,16
39,2023-09-28 16:53:48,0
38,2023-09-28 16:55:59,22
37,2023-09-28 16:56:04,0
36,2023-09-28 16:56:18,22
35,2023-09-28 16:56:21,22
34,2023-09-28 16:56:26,0
33,2023-09-28 17:03:06,0
32,2023-09-28 17:05:45,15
31,2023-09-28 17:05:47,15
30,2023-09-28 17:05:51,15
29,2023-09-28 17:05:51,15
28,2023-09-28 17:05:53,15
27,2023-09-28 17:05:57,15
26,2023-09-28 17:06:02,15
25,2023-09-28 17:06:03,15
24,2023-09-28 17:06:08,0
23,2023-09-28 17:06:09,15
22,2023-09-28 17:06:11,15
21,2023-09-28 17:06:16,0
20,2023-09-28 17:08:50,10
19,2023-09-28 17:09:04,0
18,2023-09-28 17:10:35,1
17,2023-09-28 17:10:40,0
16,2023-09-28 17:11:07,1
15,2023-09-28 17:11:19,1
14,2023-09-28 17:11:23,0
13,2023-09-28 17:12:01,17
12,2023-09-28 17:12:06,0
11,2023-09-28 17:12:47,16
10,2023-09-28 17:12:57,0
9,2023-09-28 17:13:34,9
8,2023-09-28 17:13:42,0
7,2023-09-28 17:15:11,23
6,2023-09-28 17:15:27,0
5,2023-09-28 17:26:08,0
4,2023-09-28 17:31:41,0
3,2023-09-28 17:32:39,9
2,2023-09-28 17:32:44,0
1,2023-09-28 17:37:45,19
0,2023-09-28 17:37:50,0
