,ts,gabarit
124,2023-10-02 16:11:20,0
123,2023-10-02 16:12:45,4
122,2023-10-02 16:12:50,0
121,2023-10-02 16:13:58,15
120,2023-10-02 16:14:05,0
119,2023-10-02 16:15:28,2
118,2023-10-02 16:15:33,0
117,2023-10-02 16:17:41,9
116,2023-10-02 16:17:50,0
115,2023-10-02 16:19:05,19
114,2023-10-02 16:19:10,0
113,2023-10-02 16:22:11,13
112,2023-10-02 16:22:16,8
111,2023-10-02 16:22:21,0
110,2023-10-02 16:23:21,8
109,2023-10-02 16:23:27,0
108,2023-10-02 16:24:40,10
107,2023-10-02 16:24:45,0
106,2023-10-02 16:25:43,10
105,2023-10-02 16:25:49,0
104,2023-10-02 16:28:20,0
103,2023-10-02 16:29:39,4
102,2023-10-02 16:29:45,0
101,2023-10-02 16:48:13,3
100,2023-10-02 16:48:18,0
99,2023-10-02 16:48:26,3
98,2023-10-02 16:48:31,0
97,2023-10-02 16:49:58,3
96,2023-10-02 16:50:00,9
95,2023-10-02 16:50:05,0
94,2023-10-02 16:51:08,9
93,2023-10-02 16:51:16,19
92,2023-10-02 16:51:21,0
91,2023-10-02 16:52:22,19
90,2023-10-02 16:52:27,0
89,2023-10-02 16:53:50,13
88,2023-10-02 16:53:57,0
87,2023-10-02 16:55:04,8
86,2023-10-02 16:55:09,0
85,2023-10-02 16:56:22,1
84,2023-10-02 16:56:28,0
83,2023-10-02 16:58:10,5
82,2023-10-02 16:58:15,0
81,2023-10-02 16:59:55,10
80,2023-10-02 17:00:03,0
79,2023-10-02 17:02:52,23
78,2023-10-02 17:02:57,0
77,2023-10-02 17:04:02,14
76,2023-10-02 17:04:27,0
75,2023-10-02 17:05:20,24
74,2023-10-02 17:05:25,0
73,2023-10-02 17:06:26,3
72,2023-10-02 17:06:32,0
71,2023-10-02 17:07:33,9
70,2023-10-02 17:07:38,0
69,2023-10-02 17:08:47,7
68,2023-10-02 17:09:07,0
67,2023-10-02 17:09:53,8
66,2023-10-02 17:09:58,0
65,2023-10-02 17:11:10,1
64,2023-10-02 17:11:17,0
63,2023-10-02 17:12:49,5
62,2023-10-02 17:12:54,0
61,2023-10-02 17:15:18,13
60,2023-10-02 17:15:24,0
59,2023-10-02 17:16:22,10
58,2023-10-02 17:16:28,0
57,2023-10-02 17:17:33,23
56,2023-10-02 17:17:46,0
55,2023-10-02 17:18:36,14
54,2023-10-02 17:18:38,14
53,2023-10-02 17:18:40,14
52,2023-10-02 17:18:42,14
51,2023-10-02 17:18:44,14
50,2023-10-02 17:18:46,14
49,2023-10-02 17:18:48,14
48,2023-10-02 17:18:50,14
47,2023-10-02 17:18:53,14
46,2023-10-02 17:18:55,14
45,2023-10-02 17:18:56,14
44,2023-10-02 17:18:59,14
43,2023-10-02 17:19:03,14
42,2023-10-02 17:19:08,0
41,2023-10-02 17:24:29,0
40,2023-10-02 17:25:27,7
39,2023-10-02 17:25:36,0
38,2023-10-02 17:27:09,17
37,2023-10-02 17:27:23,0
36,2023-10-02 17:28:35,8
35,2023-10-02 17:28:40,0
34,2023-10-02 17:29:52,21
33,2023-10-02 17:31:06,13
32,2023-10-02 17:31:09,13
31,2023-10-02 17:31:15,0
30,2023-10-02 17:31:37,13
29,2023-10-02 17:31:42,0
28,2023-10-02 17:32:50,10
27,2023-10-02 17:33:02,0
26,2023-10-02 17:38:11,0
25,2023-10-02 17:39:16,14
24,2023-10-02 17:39:21,0
23,2023-10-02 17:41:29,11
22,2023-10-02 17:41:36,0
21,2023-10-02 17:42:35,7
20,2023-10-02 17:42:40,0
19,2023-10-02 17:44:06,19
18,2023-10-02 17:44:17,0
17,2023-10-02 17:45:31,1
16,2023-10-02 17:45:36,0
15,2023-10-02 17:46:52,8
14,2023-10-02 17:47:07,0
13,2023-10-02 17:48:14,21
12,2023-10-02 17:48:19,0
11,2023-10-02 17:50:08,13
10,2023-10-02 17:50:21,13
9,2023-10-02 17:50:23,13
8,2023-10-02 17:50:25,13
7,2023-10-02 17:50:28,13
6,2023-10-02 17:50:33,0
5,2023-10-02 17:53:05,4
4,2023-10-02 17:53:10,0
3,2023-10-02 17:54:17,10
2,2023-10-02 17:54:31,0
1,2023-10-02 17:55:39,3
0,2023-10-02 17:55:44,0
