,ts,gabarit
385,2023-10-02 11:55:11,6
384,2023-10-02 11:55:18,0
383,2023-10-02 11:58:24,21
382,2023-10-02 11:58:29,0
381,2023-10-02 11:59:57,5
380,2023-10-02 12:00:10,0
379,2023-10-02 12:01:16,24
378,2023-10-02 12:01:21,0
377,2023-10-02 12:02:33,8
376,2023-10-02 12:02:51,0
375,2023-10-02 12:04:40,1
374,2023-10-02 12:04:45,0
373,2023-10-02 12:08:05,3
372,2023-10-02 12:08:13,0
371,2023-10-02 12:09:28,15
370,2023-10-02 12:09:33,0
369,2023-10-02 12:10:52,14
368,2023-10-02 12:10:59,0
367,2023-10-02 12:12:11,10
366,2023-10-02 12:12:16,0
365,2023-10-02 12:13:35,21
364,2023-10-02 12:13:46,0
363,2023-10-02 12:14:44,5
362,2023-10-02 12:14:49,0
361,2023-10-02 12:15:59,20
360,2023-10-02 12:16:08,0
359,2023-10-02 12:17:38,8
358,2023-10-02 12:17:43,24
357,2023-10-02 12:17:48,0
356,2023-10-02 12:18:30,24
355,2023-10-02 12:18:34,24
354,2023-10-02 12:18:38,24
353,2023-10-02 12:18:40,24
352,2023-10-02 12:18:42,24
351,2023-10-02 12:18:47,0
350,2023-10-02 12:19:33,24
349,2023-10-02 12:19:36,1
348,2023-10-02 12:19:41,0
347,2023-10-02 12:19:42,1
346,2023-10-02 12:19:47,0
345,2023-10-02 12:20:47,1
344,2023-10-02 12:20:52,0
343,2023-10-02 12:24:21,3
342,2023-10-02 12:24:26,0
341,2023-10-02 12:25:57,14
340,2023-10-02 12:26:03,0
339,2023-10-02 12:27:23,19
338,2023-10-02 12:27:27,0
337,2023-10-02 12:28:46,21
336,2023-10-02 12:28:51,0
335,2023-10-02 12:30:03,5
334,2023-10-02 12:30:22,0
333,2023-10-02 12:31:24,20
332,2023-10-02 12:31:26,0
331,2023-10-02 12:32:47,8
330,2023-10-02 12:32:52,0
329,2023-10-02 12:34:01,22
328,2023-10-02 12:34:07,0
327,2023-10-02 12:35:16,1
326,2023-10-02 12:35:21,0
325,2023-10-02 12:36:29,7
324,2023-10-02 12:36:35,0
323,2023-10-02 12:40:15,3
322,2023-10-02 12:40:20,0
321,2023-10-02 12:41:33,14
320,2023-10-02 12:41:38,0
319,2023-10-02 12:42:56,5
318,2023-10-02 12:43:02,0
317,2023-10-02 12:44:28,15
316,2023-10-02 12:44:33,0
315,2023-10-02 12:45:40,20
314,2023-10-02 12:45:45,0
313,2023-10-02 12:46:47,11
312,2023-10-02 12:46:52,0
311,2023-10-02 12:48:31,8
310,2023-10-02 12:48:34,0
309,2023-10-02 12:49:52,2
308,2023-10-02 12:49:57,0
307,2023-10-02 12:51:34,1
306,2023-10-02 12:51:39,0
305,2023-10-02 12:52:57,7
304,2023-10-02 12:53:28,0
303,2023-10-02 12:54:33,12
302,2023-10-02 12:54:39,0
301,2023-10-02 12:55:53,3
300,2023-10-02 12:55:58,0
299,2023-10-02 12:57:47,14
298,2023-10-02 12:58:09,0
297,2023-10-02 12:59:34,0
296,2023-10-02 13:59:32,0
295,2023-10-02 13:59:36,15
294,2023-10-02 13:59:41,0
293,2023-10-02 14:01:22,13
292,2023-10-02 14:01:24,13
291,2023-10-02 14:01:26,13
290,2023-10-02 14:01:29,13
289,2023-10-02 14:01:34,13
288,2023-10-02 14:01:34,13
287,2023-10-02 14:01:37,13
286,2023-10-02 14:01:38,13
285,2023-10-02 14:01:42,0
284,2023-10-02 14:02:41,13
283,2023-10-02 14:02:45,13
282,2023-10-02 14:02:50,0
281,2023-10-02 14:03:25,13
280,2023-10-02 14:03:31,0
279,2023-10-02 14:07:16,20
278,2023-10-02 14:07:21,0
277,2023-10-02 14:09:00,21
276,2023-10-02 14:09:05,0
275,2023-10-02 14:10:16,8
274,2023-10-02 14:10:32,0
273,2023-10-02 14:13:02,17
272,2023-10-02 14:13:08,0
271,2023-10-02 14:14:30,12
270,2023-10-02 14:14:36,0
269,2023-10-02 14:15:57,3
268,2023-10-02 14:16:02,0
267,2023-10-02 14:17:32,22
266,2023-10-02 14:17:37,0
265,2023-10-02 14:19:18,14
264,2023-10-02 14:19:22,0
263,2023-10-02 14:22:18,9
262,2023-10-02 14:22:23,0
261,2023-10-02 14:23:48,20
260,2023-10-02 14:23:55,0
259,2023-10-02 14:25:00,21
258,2023-10-02 14:25:06,0
257,2023-10-02 14:26:15,16
256,2023-10-02 14:26:20,0
255,2023-10-02 14:29:19,1
254,2023-10-02 14:29:25,0
253,2023-10-02 14:31:18,17
252,2023-10-02 14:31:24,0
251,2023-10-02 14:31:24,17
250,2023-10-02 14:31:30,0
249,2023-10-02 14:32:37,17
248,2023-10-02 14:32:42,0
247,2023-10-02 14:35:20,3
246,2023-10-02 14:35:26,0
245,2023-10-02 14:36:43,22
244,2023-10-02 14:36:49,0
243,2023-10-02 14:38:04,14
242,2023-10-02 14:38:10,0
241,2023-10-02 14:40:02,4
240,2023-10-02 14:40:04,4
239,2023-10-02 14:40:06,4
238,2023-10-02 14:40:08,4
237,2023-10-02 14:40:10,4
236,2023-10-02 14:40:12,4
235,2023-10-02 14:40:14,4
234,2023-10-02 14:40:16,4
233,2023-10-02 14:40:20,4
232,2023-10-02 14:40:20,4
231,2023-10-02 14:40:22,4
230,2023-10-02 14:40:24,4
229,2023-10-02 14:40:29,0
228,2023-10-02 14:40:31,4
227,2023-10-02 14:40:36,0
226,2023-10-02 14:43:33,21
225,2023-10-02 14:43:39,0
224,2023-10-02 14:45:54,16
223,2023-10-02 14:45:59,0
222,2023-10-02 14:47:28,24
221,2023-10-02 14:47:32,0
220,2023-10-02 14:48:41,2
219,2023-10-02 14:48:46,0
218,2023-10-02 14:50:57,17
217,2023-10-02 14:51:02,0
216,2023-10-02 14:55:11,9
215,2023-10-02 14:55:16,0
214,2023-10-02 14:56:40,22
213,2023-10-02 14:56:46,0
212,2023-10-02 14:57:55,4
211,2023-10-02 14:58:00,0
210,2023-10-02 15:00:30,21
209,2023-10-02 15:00:30,0
208,2023-10-02 15:02:08,24
207,2023-10-02 15:02:34,0
206,2023-10-02 15:03:44,0
205,2023-10-02 15:05:59,2
204,2023-10-02 15:06:04,0
203,2023-10-02 15:07:14,17
202,2023-10-02 15:07:22,0
201,2023-10-02 15:09:54,15
200,2023-10-02 15:09:59,0
199,2023-10-02 15:12:48,19
198,2023-10-02 15:13:26,0
197,2023-10-02 15:14:00,11
196,2023-10-02 15:14:05,0
195,2023-10-02 15:15:23,8
194,2023-10-02 15:15:39,0
193,2023-10-02 15:16:44,21
192,2023-10-02 15:16:49,0
191,2023-10-02 15:18:12,24
190,2023-10-02 15:18:54,0
189,2023-10-02 15:20:42,7
188,2023-10-02 15:20:49,0
187,2023-10-02 15:22:21,17
186,2023-10-02 15:22:29,0
185,2023-10-02 15:24:44,15
184,2023-10-02 15:24:49,0
183,2023-10-02 15:26:04,19
182,2023-10-02 15:26:13,0
181,2023-10-02 15:28:48,9
180,2023-10-02 15:28:53,0
179,2023-10-02 15:30:26,8
178,2023-10-02 15:30:39,0
177,2023-10-02 15:32:15,21
176,2023-10-02 15:32:20,0
175,2023-10-02 15:33:30,24
174,2023-10-02 15:33:35,23
173,2023-10-02 15:33:39,23
172,2023-10-02 15:33:39,23
171,2023-10-02 15:33:43,23
170,2023-10-02 15:33:47,0
169,2023-10-02 15:34:51,23
168,2023-10-02 15:34:56,0
167,2023-10-02 15:36:03,17
166,2023-10-02 15:36:11,0
165,2023-10-02 15:37:23,15
164,2023-10-02 15:37:29,0
163,2023-10-02 15:41:54,9
162,2023-10-02 15:42:03,0
161,2023-10-02 15:43:14,8
160,2023-10-02 15:43:19,0
159,2023-10-02 15:44:22,21
158,2023-10-02 15:44:34,0
157,2023-10-02 15:45:36,21
156,2023-10-02 15:45:41,0
155,2023-10-02 15:47:38,13
154,2023-10-02 15:47:55,0
153,2023-10-02 15:49:15,1
152,2023-10-02 15:49:20,0
151,2023-10-02 15:51:51,24
150,2023-10-02 15:51:58,0
149,2023-10-02 15:53:49,23
148,2023-10-02 15:53:53,10
147,2023-10-02 15:53:55,10
146,2023-10-02 15:53:57,10
145,2023-10-02 15:54:03,0
144,2023-10-02 15:55:32,10
143,2023-10-02 15:55:42,0
142,2023-10-02 15:57:16,17
141,2023-10-02 15:57:21,0
140,2023-10-02 15:59:10,15
139,2023-10-02 15:59:30,0
138,2023-10-02 16:04:01,9
137,2023-10-02 16:04:06,0
136,2023-10-02 16:05:09,19
135,2023-10-02 16:05:15,0
134,2023-10-02 16:05:28,13
133,2023-10-02 16:05:33,0
132,2023-10-02 16:06:53,13
131,2023-10-02 16:06:58,0
130,2023-10-02 16:08:08,1
129,2023-10-02 16:08:14,0
128,2023-10-02 16:09:29,23
127,2023-10-02 16:09:34,0
126,2023-10-02 16:11:07,10
125,2023-10-02 16:11:15,4
