ts,gabarit
2023-10-02 11:55:11,6
2023-10-02 11:58:24,21
2023-10-02 11:59:57,5
2023-10-02 12:01:16,24
2023-10-02 12:02:33,8
2023-10-02 12:04:40,1
2023-10-02 12:08:05,3
2023-10-02 12:09:28,15
2023-10-02 12:10:52,14
2023-10-02 12:12:11,10
2023-10-02 12:13:35,21
2023-10-02 12:14:44,5
2023-10-02 12:15:59,20
2023-10-02 12:17:38,8
2023-10-02 12:17:43,24
2023-10-02 12:18:30,24
2023-10-02 12:18:34,24
2023-10-02 12:18:38,24
2023-10-02 12:18:40,24
2023-10-02 12:18:42,24
2023-10-02 12:19:33,24
2023-10-02 12:19:36,1
2023-10-02 12:19:42,1
2023-10-02 12:20:47,1
2023-10-02 12:24:21,3
2023-10-02 12:25:57,14
2023-10-02 12:27:23,19
2023-10-02 12:28:46,21
2023-10-02 12:30:03,5
2023-10-02 12:31:24,20
2023-10-02 12:32:47,8
2023-10-02 12:34:01,22
2023-10-02 12:35:16,1
2023-10-02 12:36:29,7
2023-10-02 12:40:15,3
2023-10-02 12:41:33,14
2023-10-02 12:42:56,5
2023-10-02 12:44:28,15
2023-10-02 12:45:40,20
2023-10-02 12:46:47,11
2023-10-02 12:48:31,8
2023-10-02 12:49:52,2
2023-10-02 12:51:34,1
2023-10-02 12:52:57,7
2023-10-02 12:54:33,12
2023-10-02 12:55:53,3
2023-10-02 12:57:47,14
2023-10-02 13:59:36,15
2023-10-02 14:01:22,13
2023-10-02 14:01:24,13
2023-10-02 14:01:26,13
2023-10-02 14:01:29,13
2023-10-02 14:01:34,13
2023-10-02 14:01:34,13
2023-10-02 14:01:37,13
2023-10-02 14:01:38,13
2023-10-02 14:02:41,13
2023-10-02 14:02:45,13
2023-10-02 14:03:25,13
2023-10-02 14:07:16,20
2023-10-02 14:09:00,21
2023-10-02 14:10:16,8
2023-10-02 14:13:02,17
2023-10-02 14:14:30,12
2023-10-02 14:15:57,3
2023-10-02 14:17:32,22
2023-10-02 14:19:18,14
2023-10-02 14:22:18,9
2023-10-02 14:23:48,20
2023-10-02 14:25:00,21
2023-10-02 14:26:15,16
2023-10-02 14:29:19,1
2023-10-02 14:31:18,17
2023-10-02 14:31:24,17
2023-10-02 14:32:37,17
2023-10-02 14:35:20,3
2023-10-02 14:36:43,22
2023-10-02 14:38:04,14
2023-10-02 14:40:02,4
2023-10-02 14:40:04,4
2023-10-02 14:40:06,4
2023-10-02 14:40:08,4
2023-10-02 14:40:10,4
2023-10-02 14:40:12,4
2023-10-02 14:40:14,4
2023-10-02 14:40:16,4
2023-10-02 14:40:20,4
2023-10-02 14:40:20,4
2023-10-02 14:40:22,4
2023-10-02 14:40:24,4
2023-10-02 14:40:31,4
2023-10-02 14:43:33,21
