ts,gabarit
2023-09-25 10:14:08,4
2023-09-25 10:15:26,3
2023-09-25 10:16:52,17
2023-09-25 10:18:18,9
2023-09-25 10:20:21,18
2023-09-25 10:20:25,24
2023-09-25 10:20:29,24
2023-09-25 10:20:32,24
2023-09-25 10:20:38,24
2023-09-25 10:20:39,24
2023-09-25 10:20:40,24
2023-09-25 10:20:53,24
2023-09-25 10:20:54,24
2023-09-25 10:20:55,24
2023-09-25 10:20:58,24
2023-09-25 10:21:43,24
2023-09-25 10:24:40,16
2023-09-25 10:27:23,6
2023-09-25 10:28:56,20
2023-09-25 10:50:51,4
2023-09-25 10:51:09,3
2023-09-25 10:53:57,9
2023-09-25 10:54:08,9
2023-09-25 10:57:05,18
2023-09-25 10:57:29,18
2023-09-25 10:58:22,24
2023-09-25 10:59:15,24
2023-09-25 11:00:15,16
2023-09-25 11:00:22,16
2023-09-25 11:00:54,16
2023-09-25 11:03:17,6
2023-09-25 11:05:57,5
2023-09-25 11:10:51,3
2023-09-25 11:12:06,17
2023-09-25 11:14:23,18
2023-09-25 11:15:47,18
2023-09-25 11:17:13,24
2023-09-25 11:18:40,16
2023-09-25 11:21:54,6
2023-09-25 11:21:59,20
2023-09-25 11:24:37,5
2023-09-25 11:28:44,3
2023-09-25 11:29:18,17
2023-09-25 11:32:35,18
2023-09-25 11:33:40,24
2023-09-25 11:39:49,20
2023-09-25 11:42:18,4
2023-09-25 11:44:17,3
2023-09-25 11:46:46,9
2023-09-25 11:48:11,18
2023-09-25 11:49:22,24
2023-09-25 11:49:33,24
2023-09-25 11:52:45,12
2023-09-25 11:54:11,6
2023-09-25 11:55:54,20
2023-09-25 11:57:51,5
2023-09-25 11:59:35,4
2023-09-25 12:01:14,3
2023-09-25 12:02:31,17
2023-09-25 12:04:03,9
2023-09-25 12:04:59,18
2023-09-25 12:05:02,18
2023-09-25 12:05:03,18
2023-09-25 12:05:08,18
2023-09-25 12:05:50,18
2023-09-25 12:07:19,24
2023-09-25 12:07:21,16
2023-09-25 12:08:11,16
2023-09-25 12:08:49,16
2023-09-25 12:08:56,12
2023-09-25 12:10:45,20
2023-09-25 12:12:17,6
2023-09-25 12:14:17,3
2023-09-25 12:14:19,3
2023-09-25 12:15:58,5
2023-09-25 12:24:45,24
2023-09-25 12:27:51,12
2023-09-25 12:34:00,5
2023-09-25 12:35:20,4
2023-09-25 12:36:42,17
2023-09-25 12:38:16,9
2023-09-25 12:40:19,24
2023-09-25 12:40:19,24
2023-09-25 12:41:17,24
2023-09-25 12:42:32,16
2023-09-25 12:43:50,20
2023-09-25 12:44:54,20
2023-09-25 12:49:05,20
2023-09-25 12:54:53,18
2023-09-25 12:54:55,18
2023-09-25 12:55:00,18
2023-09-25 12:55:03,18
2023-09-25 12:56:49,16
2023-09-25 12:57:56,16
2023-09-25 12:58:01,12
2023-09-25 14:04:09,20
2023-09-25 14:05:43,6
2023-09-25 14:06:55,5
2023-09-25 14:08:24,4
2023-09-25 14:11:48,3
2023-09-25 14:13:40,17
2023-09-25 14:14:55,9
2023-09-25 14:15:13,9
2023-09-25 14:16:34,18
2023-09-25 14:17:56,24
2023-09-25 14:19:29,16
2023-09-25 14:19:32,12
2023-09-25 14:22:10,20
2023-09-25 14:22:14,6
2023-09-25 14:23:19,6
2023-09-25 14:23:22,5
2023-09-25 14:23:24,5
2023-09-25 14:28:48,3
2023-09-25 14:29:31,17
2023-09-25 14:30:17,9
2023-09-25 14:36:09,12
2023-09-25 14:44:46,6
2023-09-25 14:45:31,5
2023-09-25 14:47:12,4
2023-09-25 14:47:15,3
2023-09-25 14:47:19,3
2023-09-25 14:52:07,17
2023-09-25 14:53:33,9
2023-09-25 14:54:55,18
2023-09-25 15:01:09,20
2023-09-25 15:02:57,6
2023-09-25 15:04:28,5
2023-09-25 15:05:58,4
2023-09-25 15:09:47,9
2023-09-25 15:11:01,18
