ts,gabarit
2023-09-27 09:02:42,22
2023-09-27 09:04:08,14
2023-09-27 09:06:00,15
2023-09-27 09:08:07,2
2023-09-27 09:10:48,12
2023-09-27 09:13:08,21
2023-09-27 09:14:27,4
2023-09-27 09:15:51,22
2023-09-27 09:17:23,17
2023-09-27 09:20:43,15
2023-09-27 09:22:12,5
2023-09-27 09:25:44,24
2023-09-27 09:27:03,20
2023-09-27 09:28:21,3
2023-09-27 09:29:36,19
2023-09-27 09:30:51,7
2023-09-27 09:32:15,1
2023-09-27 09:32:36,1
2023-09-27 09:32:46,1
2023-09-27 09:32:47,1
2023-09-27 09:32:48,1
2023-09-27 09:32:49,1
2023-09-27 09:32:52,1
2023-09-27 09:32:57,1
2023-09-27 09:32:58,1
2023-09-27 09:39:02,8
2023-09-27 09:40:02,2
2023-09-27 09:42:31,10
2023-09-27 09:45:25,19
2023-09-27 09:46:43,1
2023-09-27 09:49:07,16
2023-09-27 09:52:46,22
2023-09-27 09:54:03,2
2023-09-27 09:55:24,17
2023-09-27 09:57:46,13
2023-09-27 09:59:16,19
2023-09-27 10:00:30,9
2023-09-27 10:01:42,1
2023-09-27 10:02:56,21
2023-09-27 10:05:36,12
2023-09-27 10:09:18,2
2023-09-27 10:10:24,17
2023-09-27 10:13:12,8
2023-09-27 10:14:57,1
2023-09-27 10:16:09,10
2023-09-27 10:17:30,18
2023-09-27 10:21:33,12
2023-09-27 10:21:43,12
2023-09-27 10:24:47,7
2023-09-27 10:26:46,15
2023-09-27 10:27:55,4
2023-09-27 10:29:29,5
2023-09-27 10:47:37,19
2023-09-27 10:47:38,19
2023-09-27 10:47:43,19
2023-09-27 10:48:23,19
2023-09-27 10:48:25,19
2023-09-27 10:48:26,19
2023-09-27 10:48:29,19
2023-09-27 10:48:31,19
2023-09-27 10:48:32,19
2023-09-27 10:48:34,19
2023-09-27 10:48:37,19
2023-09-27 10:48:38,19
2023-09-27 10:48:41,19
2023-09-27 10:48:43,19
2023-09-27 10:48:45,19
2023-09-27 10:51:50,18
2023-09-27 10:54:34,12
2023-09-27 10:56:46,2
2023-09-27 10:59:29,4
2023-09-27 11:01:38,9
2023-09-27 11:04:03,10
2023-09-27 11:05:08,21
2023-09-27 11:05:15,21
2023-09-27 11:07:28,16
2023-09-27 11:09:56,2
2023-09-27 11:13:16,22
2023-09-27 11:14:09,22
2023-09-27 11:14:11,22
2023-09-27 11:14:11,22
2023-09-27 11:14:13,22
2023-09-27 11:14:15,22
2023-09-27 11:14:27,22
2023-09-27 11:16:18,5
2023-09-27 11:18:31,19
2023-09-27 11:19:41,1
2023-09-27 11:21:14,10
2023-09-27 11:23:25,16
2023-09-27 11:24:37,12
2023-09-27 11:25:42,2
2023-09-27 11:28:13,7
2023-09-27 11:31:27,9
2023-09-27 17:14:46,2
2023-09-27 17:21:05,4
2023-09-27 17:24:23,9
2023-09-27 17:27:36,3
2023-09-27 17:30:05,18
2023-09-27 17:38:30,17
2023-09-27 17:41:32,3
2023-09-27 17:43:51,2
2023-09-27 17:45:53,22
2023-09-27 17:50:13,10
2023-09-27 17:52:39,13
2023-09-27 17:54:30,24
2023-09-27 17:56:22,19
