Stamp,Agent,Model,Nquadro
2023-09-27 08:59:03,T013,SPT120018W,202302000080176
2023-09-27 09:00:15,T012,SPT120018W,202301000128141
2023-09-27 09:02:30,T013,SPT120018W,202302000080177
2023-09-27 09:02:31,T012,SPT120018W,202301000128142
2023-09-27 09:04:14,T012,SPT120018W,202301000128143
2023-09-27 09:05:06,T013,SPT120018W,202302000080178
2023-09-27 09:05:28,T012,SPT120018W,202301000128144
2023-09-27 09:06:57,T012,SPT120018W,202301000128145
2023-09-27 09:07:58,T012,SPT120018W,202301000128146
2023-09-27 09:09:49,T013,SPT120018W,202302000080179
2023-09-27 09:09:49,T012,SPT120018W,202301000128147
2023-09-27 09:10:45,T013,SPT120018W,202302000080180
2023-09-27 09:10:51,T012,SPT120018W,202301000128148
2023-09-27 09:11:53,T013,SPT120018W,202302000080181
2023-09-27 09:12:23,T012,SPT120018W,202301000128149
2023-09-27 09:13:37,T013,SPT120018W,202302000080182
2023-09-27 09:14:40,T012,SPT120018W,202301000128150
2023-09-27 09:15:16,T013,SPT120018W,202302000080183
2023-09-27 09:15:29,T012,SPT120018W,202301000128151
2023-09-27 09:16:28,T012,SPT120018W,202301000128152
2023-09-27 09:16:33,T013,SPT120018W,202302000080184
2023-09-27 09:17:42,T012,SPT120018W,202301000128153
2023-09-27 09:17:55,T013,SPT120018W,202302000080185
2023-09-27 09:19:13,T013,SPT120018W,202302000080186
2023-09-27 09:19:32,T012,SPT120018W,202301000128154
2023-09-27 09:20:17,T012,SPT120018W,202301000128155
2023-09-27 09:20:49,T013,SPT120018W,202302000080187
2023-09-27 09:21:49,T012,SPT120018W,202301000128156
2023-09-27 09:22:49,T013,SPT120018W,202302000080188
2023-09-27 09:23:24,T012,SPT120018W,202301000128157
2023-09-27 09:24:31,T012,SPT120018W,202301000128158
2023-09-27 09:25:50,T013,SPT120018W,202302000080189
2023-09-27 09:26:04,T012,SPT120018W,202301000128159
2023-09-27 09:26:50,T013,SPT120018W,202302000080190
2023-09-27 09:27:28,T012,SPT120018W,202301000128160
2023-09-27 09:27:49,T013,SPT120018W,202302000080191
2023-09-27 09:28:49,T012,SPT120018W,202301000128161
2023-09-27 09:30:36,T012,SPT120018W,202301000128162
2023-09-27 09:30:37,T013,SPT120018W,202302000080192
2023-09-27 09:31:23,T012,SPT120018W,202301000128163
2023-09-27 09:31:44,T013,SPT120018W,202302000080193
2023-09-27 09:33:54,T013,SPT120018W,202302000080194
2023-09-27 09:34:01,T012,SPT120018W,202301000128164
2023-09-27 09:34:34,T013,SPT120018W,202302000080194
2023-09-27 09:35:21,T012,SPT120018W,202301000128165
2023-09-27 09:35:30,T013,SPT120018W,202302000080195
2023-09-27 09:36:07,T012,SPT120018W,202301000128166
2023-09-27 09:36:48,T013,SPT120018W,202302000080196
2023-09-27 09:36:57,T012,SPT120018W,202301000128167
2023-09-27 09:37:43,T012,SPT120018W,202301000128168
2023-09-27 09:37:46,T013,SPT120018W,202302000080197
2023-09-27 09:38:39,T012,SPT120018W,202301000128169
2023-09-27 09:39:23,T013,SPT120018W,202302000080198
2023-09-27 09:40:19,T012,SPT120018W,202301000128170
2023-09-27 09:40:39,T013,SPT120018W,202302000080199
2023-09-27 09:41:25,T012,SPT120018W,202301000128171
2023-09-27 09:41:51,T013,SPT120018W,202302000080200
2023-09-27 09:42:49,T012,SPT120018W,202301000128172
2023-09-27 09:44:05,T012,SPT120018W,202301000128173
2023-09-27 09:44:22,T013,SPT120018W,202302000080201
2023-09-27 09:45:24,T013,SPT120018W,202302000080202
2023-09-27 09:46:00,T012,SPT120018W,202301000128174
2023-09-27 09:46:38,T013,SPT120018W,202302000080203
2023-09-27 09:46:47,T012,SPT120018W,202301000128175
2023-09-27 09:48:24,T013,SPT120018W,202302000080204
2023-09-27 09:49:00,T012,SPT120018W,202301000128176
2023-09-27 09:49:12,T013,SPT120018W,202302000080204
2023-09-27 09:49:53,T012,SPT120018W,202301000128177
2023-09-27 09:50:09,T013,SPT120018W,202302000080205
2023-09-27 09:50:53,T012,SPT120018W,202301000128178
2023-09-27 09:51:10,T013,SPT120018W,202302000080206
2023-09-27 09:51:51,T012,SPT120018W,202301000128179
2023-09-27 09:52:26,T013,SPT120018W,202302000080207
2023-09-27 09:54:03,T012,SPT120018W,202301000128180
2023-09-27 09:54:43,T012,SPT120018W,202301000128181
2023-09-27 09:55:00,T013,SPT120018W,202302000080208
2023-09-27 09:55:59,T013,SPT120018W,202302000080209
2023-09-27 09:56:22,T012,SPT120018W,202301000128182
2023-09-27 09:57:10,T012,SPT120018W,202301000128183
2023-09-27 09:57:23,T013,SPT120018W,202302000080210
2023-09-27 09:58:35,T012,SPT120018W,202301000128184
