,ts,id,rssi
846,2023-10-07 09:00:08,2,-60
845,2023-10-07 09:00:14,2,-67
844,2023-10-07 09:00:32,2,-61
843,2023-10-07 09:02:20,2,-67
842,2023-10-07 09:02:32,2,-60
841,2023-10-07 09:02:38,2,-67
840,2023-10-07 09:03:26,2,-59
839,2023-10-07 09:03:32,2,-67
838,2023-10-07 09:03:44,2,-59
837,2023-10-07 09:03:50,2,-66
836,2023-10-07 09:04:08,2,-60
835,2023-10-07 09:04:14,2,-67
834,2023-10-07 09:04:38,2,-61
833,2023-10-07 09:05:33,2,-100
832,2023-10-07 09:05:39,2,-62
831,2023-10-07 09:17:27,2,-62
830,2023-10-07 09:20:33,2,-68
829,2023-10-07 09:20:45,2,-60
828,2023-10-07 09:20:51,2,-68
827,2023-10-07 09:21:57,2,-60
826,2023-10-07 09:22:03,2,-67
825,2023-10-07 09:22:33,2,-60
824,2023-10-07 09:23:15,2,-67
823,2023-10-07 09:23:46,2,-60
822,2023-10-07 09:24:16,2,-68
821,2023-10-07 09:24:22,2,-60
820,2023-10-07 09:24:28,2,-68
819,2023-10-07 09:24:34,2,-60
818,2023-10-07 09:24:52,2,-67
817,2023-10-07 09:24:58,2,-60
816,2023-10-07 09:25:22,2,-68
815,2023-10-07 09:25:28,2,-62
814,2023-10-07 09:25:34,2,-68
813,2023-10-07 09:25:46,2,-62
812,2023-10-07 09:26:16,2,-68
811,2023-10-07 09:26:22,2,-62
810,2023-10-07 09:26:34,2,-68
809,2023-10-07 09:27:58,2,-60
808,2023-10-07 09:28:04,2,-68
807,2023-10-07 09:28:10,2,-60
806,2023-10-07 09:28:40,2,-67
805,2023-10-07 09:28:46,2,-60
804,2023-10-07 09:29:52,2,-68
803,2023-10-07 09:29:58,2,-59
802,2023-10-07 09:30:22,2,-68
801,2023-10-07 09:30:28,2,-60
800,2023-10-07 09:30:46,2,-68
799,2023-10-07 09:31:04,2,-59
798,2023-10-07 09:31:28,2,-68
797,2023-10-07 09:31:46,2,-62
796,2023-10-07 09:31:58,2,-68
795,2023-10-07 09:32:10,2,-62
794,2023-10-07 09:32:34,2,-68
793,2023-10-07 09:32:41,2,-62
792,2023-10-07 09:33:05,2,-68
791,2023-10-07 09:33:11,2,-60
790,2023-10-07 09:33:35,2,-68
789,2023-10-07 09:33:41,2,-60
788,2023-10-07 09:33:47,2,-68
787,2023-10-07 09:33:53,2,-62
786,2023-10-07 09:34:17,2,-68
785,2023-10-07 09:34:23,2,-62
784,2023-10-07 09:38:35,2,-68
783,2023-10-07 09:38:41,2,-60
782,2023-10-07 09:38:47,2,-68
781,2023-10-07 09:38:53,2,-60
780,2023-10-07 09:39:05,2,-68
779,2023-10-07 09:39:11,2,-59
778,2023-10-07 09:39:59,2,-68
777,2023-10-07 09:40:05,2,-62
776,2023-10-07 09:40:23,2,-68
775,2023-10-07 09:40:29,2,-62
774,2023-10-07 09:40:47,2,-68
773,2023-10-07 09:40:53,2,-59
772,2023-10-07 09:42:05,2,-68
771,2023-10-07 09:42:11,2,-59
770,2023-10-07 09:42:23,2,-68
769,2023-10-07 09:42:47,2,-60
768,2023-10-07 09:42:53,2,-68
767,2023-10-07 09:42:59,2,-60
766,2023-10-07 09:43:05,2,-68
765,2023-10-07 09:43:05,1,-100
764,2023-10-07 09:43:11,1,-71
763,2023-10-07 09:43:23,2,-100
762,2023-10-07 09:43:29,2,-68
761,2023-10-07 09:44:35,2,-62
760,2023-10-07 09:45:11,1,-100
759,2023-10-07 09:45:17,1,-71
758,2023-10-07 09:45:35,2,-68
757,2023-10-07 09:45:42,2,-60
756,2023-10-07 09:45:53,2,-68
755,2023-10-07 09:46:00,2,-59
754,2023-10-07 09:46:12,2,-69
753,2023-10-07 09:46:17,2,-63
752,2023-10-07 10:13:00,2,-69
751,2023-10-07 10:13:25,2,-60
750,2023-10-07 10:13:36,2,-68
749,2023-10-07 10:14:06,2,-60
748,2023-10-07 10:14:13,2,-69
747,2023-10-07 10:14:19,2,-62
746,2023-10-07 10:14:25,2,-68
745,2023-10-07 10:14:31,2,-62
744,2023-10-07 10:14:49,2,-68
743,2023-10-07 10:14:55,2,-59
742,2023-10-07 10:16:31,2,-67
741,2023-10-07 10:16:37,2,-59
740,2023-10-07 10:16:43,2,-67
739,2023-10-07 10:17:07,2,-61
738,2023-10-07 10:17:25,2,-68
737,2023-10-07 10:17:31,2,-62
736,2023-10-07 10:17:55,2,-68
735,2023-10-07 10:18:01,2,-59
734,2023-10-07 10:18:25,2,-67
733,2023-10-07 10:18:37,2,-60
732,2023-10-07 10:18:43,2,-67
731,2023-10-07 10:18:55,2,-60
730,2023-10-07 10:19:01,2,-67
729,2023-10-07 10:19:13,2,-60
728,2023-10-07 10:19:37,2,-67
727,2023-10-07 10:20:19,2,-100
726,2023-10-07 10:20:25,2,-67
725,2023-10-07 10:20:49,2,-60
724,2023-10-07 10:21:19,2,-67
723,2023-10-07 10:21:43,2,-60
722,2023-10-07 10:21:49,2,-67
721,2023-10-07 10:22:44,2,-60
720,2023-10-07 10:22:50,2,-68
719,2023-10-07 10:23:38,2,-62
718,2023-10-07 10:23:44,2,-68
717,2023-10-07 10:23:56,2,-60
716,2023-10-07 10:26:44,2,-68
715,2023-10-07 10:27:50,2,-60
714,2023-10-07 10:27:56,2,-68
713,2023-10-07 10:28:14,2,-62
712,2023-10-07 10:29:20,2,-68
711,2023-10-07 10:29:38,2,-60
710,2023-10-07 10:29:50,2,-68
709,2023-10-07 10:29:56,2,-59
708,2023-10-07 10:30:02,2,-67
707,2023-10-07 10:30:26,2,-60
706,2023-10-07 10:30:38,2,-68
705,2023-10-07 10:31:02,2,-60
704,2023-10-07 10:31:08,2,-68
703,2023-10-07 10:31:26,2,-62
702,2023-10-07 10:31:44,2,-68
701,2023-10-07 10:31:50,2,-62
700,2023-10-07 10:32:08,2,-68
699,2023-10-07 10:32:14,2,-60
698,2023-10-07 10:33:26,2,-68
697,2023-10-07 10:34:09,2,-60
696,2023-10-07 10:34:27,2,-68
695,2023-10-07 10:34:33,2,-62
694,2023-10-07 10:34:39,2,-68
693,2023-10-07 10:34:45,2,-62
692,2023-10-07 10:35:39,2,-68
691,2023-10-07 10:35:45,2,-62
690,2023-10-07 10:35:51,2,-68
689,2023-10-07 10:36:09,2,-60
688,2023-10-07 10:36:15,2,-68
687,2023-10-07 10:36:51,2,-60
686,2023-10-07 10:36:57,2,-68
685,2023-10-07 10:37:03,2,-60
684,2023-10-07 10:38:33,2,-68
683,2023-10-07 10:38:39,2,-60
682,2023-10-07 10:39:33,2,-68
681,2023-10-07 10:39:39,2,-60
680,2023-10-07 10:39:45,2,-68
679,2023-10-07 10:39:57,2,-60
678,2023-10-07 10:40:03,2,-68
677,2023-10-07 10:40:27,2,-60
676,2023-10-07 10:40:33,2,-68
675,2023-10-07 10:41:51,2,-62
674,2023-10-07 10:42:33,2,-68
673,2023-10-07 10:42:51,2,-60
672,2023-10-07 10:44:33,2,-68
671,2023-10-07 10:44:40,2,-60
670,2023-10-07 10:44:45,2,-68
669,2023-10-07 10:44:57,2,-62
668,2023-10-07 10:46:34,2,-68
667,2023-10-07 10:46:40,2,-62
666,2023-10-07 10:46:58,2,-68
665,2023-10-07 10:47:22,2,-60
664,2023-10-07 10:47:40,2,-68
663,2023-10-07 10:50:22,2,-60
662,2023-10-07 10:50:28,2,-67
661,2023-10-07 10:50:46,2,-60
660,2023-10-07 10:51:10,2,-68
659,2023-10-07 10:51:16,2,-60
658,2023-10-07 10:51:22,2,-67
657,2023-10-07 10:51:52,2,-60
656,2023-10-07 10:51:58,2,-67
655,2023-10-07 10:52:04,2,-60
654,2023-10-07 10:52:10,2,-67
653,2023-10-07 10:52:16,2,-60
652,2023-10-07 10:52:28,2,-67
651,2023-10-07 10:53:10,2,-60
650,2023-10-07 10:53:16,2,-67
649,2023-10-07 10:53:22,2,-60
648,2023-10-07 10:53:28,2,-68
647,2023-10-07 10:53:58,2,-62
646,2023-10-07 11:02:17,2,-62
645,2023-10-07 11:03:29,2,-68
644,2023-10-07 11:03:35,2,-62
643,2023-10-07 11:07:23,2,-68
642,2023-10-07 11:07:41,2,-62
641,2023-10-07 11:09:47,2,-68
640,2023-10-07 11:09:59,2,-60
639,2023-10-07 11:10:05,2,-67
638,2023-10-07 11:11:23,2,-60
637,2023-10-07 11:11:47,2,-67
636,2023-10-07 11:13:35,2,-60
635,2023-10-07 11:14:05,2,-68
634,2023-10-07 11:14:11,2,-62
633,2023-10-07 11:15:41,2,-68
632,2023-10-07 11:15:47,2,-60
631,2023-10-07 11:15:59,2,-67
630,2023-10-07 11:16:23,2,-60
629,2023-10-07 11:16:29,2,-68
628,2023-10-07 11:16:41,2,-62
627,2023-10-07 11:23:06,2,-100
626,2023-10-07 11:23:12,2,-62
625,2023-10-07 11:27:24,2,-68
624,2023-10-07 11:29:12,2,-60
623,2023-10-07 11:29:18,2,-67
622,2023-10-07 11:29:54,2,-60
621,2023-10-07 11:30:06,2,-67
620,2023-10-07 11:31:48,2,-60
619,2023-10-07 11:34:12,2,-67
618,2023-10-07 11:35:18,2,-61
617,2023-10-07 11:35:48,2,-67
616,2023-10-07 11:35:55,2,-60
615,2023-10-07 11:36:01,2,-67
614,2023-10-07 11:36:13,2,-60
613,2023-10-07 11:36:19,2,-67
612,2023-10-07 11:37:37,2,-60
611,2023-10-07 11:38:07,2,-67
610,2023-10-07 11:39:43,2,-60
609,2023-10-07 11:39:49,2,-67
608,2023-10-07 11:39:55,2,-60
607,2023-10-07 11:40:01,2,-67
606,2023-10-07 11:40:07,2,-60
605,2023-10-07 11:40:13,2,-67
604,2023-10-07 11:40:25,2,-60
603,2023-10-07 11:40:31,2,-68
602,2023-10-07 11:40:43,2,-60
601,2023-10-07 11:40:49,2,-67
600,2023-10-07 11:40:55,2,-60
599,2023-10-07 11:41:01,2,-67
598,2023-10-07 11:41:25,2,-60
597,2023-10-07 11:41:49,2,-67
596,2023-10-07 11:42:07,2,-60
595,2023-10-07 11:42:19,2,-68
594,2023-10-07 11:42:37,2,-62
593,2023-10-07 11:50:49,2,-62
592,2023-10-07 11:52:49,2,-68
591,2023-10-07 11:52:55,2,-60
590,2023-10-07 11:53:43,2,-67
589,2023-10-07 11:53:50,2,-60
588,2023-10-07 11:54:02,2,-67
587,2023-10-07 11:54:26,2,-60
586,2023-10-07 11:54:32,2,-68
585,2023-10-07 11:54:38,2,-62
584,2023-10-07 11:59:38,2,-68
583,2023-10-07 12:00:08,2,-60
582,2023-10-07 12:00:14,2,-67
581,2023-10-07 12:00:20,2,-60
580,2023-10-07 12:00:26,2,-67
579,2023-10-07 12:01:08,2,-60
578,2023-10-07 12:01:14,2,-67
577,2023-10-07 12:01:20,2,-60
576,2023-10-07 12:01:26,2,-67
575,2023-10-07 12:02:08,2,-100
574,2023-10-07 12:02:14,2,-67
573,2023-10-07 12:02:56,2,-60
572,2023-10-07 12:03:02,2,-67
571,2023-10-07 12:04:50,2,-60
570,2023-10-07 12:05:08,2,-67
569,2023-10-07 12:05:14,2,-60
568,2023-10-07 12:05:26,2,-67
567,2023-10-07 12:05:32,2,-60
566,2023-10-07 12:05:38,2,-67
565,2023-10-07 12:05:50,2,-60
564,2023-10-07 12:05:56,2,-67
563,2023-10-07 12:07:50,2,-61
562,2023-10-07 12:08:02,2,-67
561,2023-10-07 12:09:02,2,-60
560,2023-10-07 12:09:32,2,-67
559,2023-10-07 12:09:38,2,-60
558,2023-10-07 12:09:44,2,-67
557,2023-10-07 12:10:08,2,-60
556,2023-10-07 12:10:14,2,-68
555,2023-10-07 12:10:20,2,-60
554,2023-10-07 12:10:33,2,-67
553,2023-10-07 12:11:33,2,-60
552,2023-10-07 12:12:03,2,-67
551,2023-10-07 12:12:15,2,-60
550,2023-10-07 12:13:21,2,-67
549,2023-10-07 12:13:33,2,-60
548,2023-10-07 12:14:33,2,-67
547,2023-10-07 12:14:45,2,-60
546,2023-10-07 12:15:03,2,-68
545,2023-10-07 12:15:39,2,-59
544,2023-10-07 12:15:45,2,-67
543,2023-10-07 12:16:21,2,-60
542,2023-10-07 12:16:39,2,-67
541,2023-10-07 12:16:45,2,-59
540,2023-10-07 12:17:39,2,-67
539,2023-10-07 12:17:57,2,-60
538,2023-10-07 12:18:15,2,-68
537,2023-10-07 12:18:21,2,-62
536,2023-10-07 12:48:22,2,-68
535,2023-10-07 12:48:28,2,-62
534,2023-10-07 13:05:23,2,-68
533,2023-10-07 13:05:41,2,-62
532,2023-10-07 13:10:11,2,-68
531,2023-10-07 13:10:35,2,-60
530,2023-10-07 13:10:59,2,-67
529,2023-10-07 13:11:53,2,-61
528,2023-10-07 13:11:59,2,-67
527,2023-10-07 13:12:05,2,-60
526,2023-10-07 13:12:35,2,-67
525,2023-10-07 13:12:59,2,-60
524,2023-10-07 13:13:05,2,-67
523,2023-10-07 13:13:41,2,-60
522,2023-10-07 13:14:05,2,-67
521,2023-10-07 13:15:24,2,-59
520,2023-10-07 13:15:30,2,-67
519,2023-10-07 13:15:48,2,-59
518,2023-10-07 13:15:54,2,-67
517,2023-10-07 13:16:24,2,-60
516,2023-10-07 13:16:30,2,-68
515,2023-10-07 13:17:36,2,-60
514,2023-10-07 13:17:48,2,-67
513,2023-10-07 13:17:54,2,-59
512,2023-10-07 13:18:00,2,-67
511,2023-10-07 13:19:06,2,-60
510,2023-10-07 13:19:30,2,-67
509,2023-10-07 13:19:48,2,-60
508,2023-10-07 13:20:00,2,-68
507,2023-10-07 13:21:36,2,-62
506,2023-10-07 13:21:48,2,-68
505,2023-10-07 13:22:12,2,-60
504,2023-10-07 13:23:06,2,-68
503,2023-10-07 13:23:12,2,-60
502,2023-10-07 13:23:18,2,-68
501,2023-10-07 13:23:24,2,-60
500,2023-10-07 13:23:30,2,-68
499,2023-10-07 13:24:36,2,-60
498,2023-10-07 13:24:42,2,-67
497,2023-10-07 13:24:48,2,-60
496,2023-10-07 13:24:54,2,-68
495,2023-10-07 13:25:36,2,-60
494,2023-10-07 13:25:42,2,-68
493,2023-10-07 13:26:00,2,-62
492,2023-10-07 13:30:54,2,-68
491,2023-10-07 13:31:01,2,-60
490,2023-10-07 13:31:13,2,-68
489,2023-10-07 13:31:55,2,-60
488,2023-10-07 13:32:01,2,-67
487,2023-10-07 13:32:43,2,-60
486,2023-10-07 13:32:55,2,-67
485,2023-10-07 13:33:07,2,-60
484,2023-10-07 13:33:25,2,-67
483,2023-10-07 13:33:31,2,-60
482,2023-10-07 13:33:37,2,-67
481,2023-10-07 13:33:43,2,-59
480,2023-10-07 13:36:01,2,-67
479,2023-10-07 13:36:07,2,-60
478,2023-10-07 13:38:25,2,-67
477,2023-10-07 13:39:01,2,-60
476,2023-10-07 13:39:55,2,-67
475,2023-10-07 13:40:01,2,-60
474,2023-10-07 13:40:07,2,-67
473,2023-10-07 13:40:25,2,-60
472,2023-10-07 13:40:43,2,-67
471,2023-10-07 13:41:37,2,-60
470,2023-10-07 13:43:25,2,-67
469,2023-10-07 13:43:37,2,-60
468,2023-10-07 13:43:44,2,-67
467,2023-10-07 13:44:08,2,-60
466,2023-10-07 13:44:14,2,-67
465,2023-10-07 13:44:20,2,-60
464,2023-10-07 13:44:26,2,-67
463,2023-10-07 13:44:32,2,-60
462,2023-10-07 13:44:38,2,-67
461,2023-10-07 13:44:44,2,-60
460,2023-10-07 13:44:56,2,-67
459,2023-10-07 13:45:02,2,-60
458,2023-10-07 13:45:08,2,-68
457,2023-10-07 13:45:38,2,-60
456,2023-10-07 13:46:02,2,-68
455,2023-10-07 13:46:26,2,-62
454,2023-10-07 14:10:03,2,-60
453,2023-10-07 14:10:09,2,-67
452,2023-10-07 14:11:03,2,-60
451,2023-10-07 14:12:03,2,-67
450,2023-10-07 14:12:33,2,-60
449,2023-10-07 14:12:45,2,-67
448,2023-10-07 14:12:51,2,-60
447,2023-10-07 14:12:57,2,-67
446,2023-10-07 14:13:27,2,-60
445,2023-10-07 14:13:39,2,-67
444,2023-10-07 14:15:15,2,-60
443,2023-10-07 14:16:45,2,-67
442,2023-10-07 14:16:51,2,-59
441,2023-10-07 14:17:03,2,-67
440,2023-10-07 14:17:15,2,-59
439,2023-10-07 14:17:21,2,-67
438,2023-10-07 14:17:33,2,-60
437,2023-10-07 14:17:39,2,-68
436,2023-10-07 14:18:27,2,-60
435,2023-10-07 14:18:33,2,-67
434,2023-10-07 14:18:51,2,-60
433,2023-10-07 14:19:09,2,-67
432,2023-10-07 14:19:27,2,-60
431,2023-10-07 14:20:21,2,-67
430,2023-10-07 14:20:39,2,-60
429,2023-10-07 14:22:03,2,-67
428,2023-10-07 14:22:10,2,-60
427,2023-10-07 14:22:15,2,-67
426,2023-10-07 14:22:33,2,-60
425,2023-10-07 14:22:40,2,-67
424,2023-10-07 14:24:10,2,-60
423,2023-10-07 14:24:22,2,-67
422,2023-10-07 14:24:28,2,-60
421,2023-10-07 14:25:10,2,-67
420,2023-10-07 14:25:16,2,-61
419,2023-10-07 14:25:52,2,-67
418,2023-10-07 14:27:40,2,-59
417,2023-10-07 14:28:40,2,-67
416,2023-10-07 14:28:46,2,-60
415,2023-10-07 14:29:52,2,-67
414,2023-10-07 14:29:58,2,-60
413,2023-10-07 14:30:10,2,-67
412,2023-10-07 14:30:28,2,-61
411,2023-10-07 14:30:58,2,-67
410,2023-10-07 14:31:22,2,-60
409,2023-10-07 14:32:58,2,-67
408,2023-10-07 14:33:04,2,-60
407,2023-10-07 14:33:10,2,-67
406,2023-10-07 14:33:28,2,-60
405,2023-10-07 14:33:40,2,-67
404,2023-10-07 14:33:46,2,-59
403,2023-10-07 14:34:04,2,-67
402,2023-10-07 14:34:28,2,-61
401,2023-10-07 14:34:53,2,-67
400,2023-10-07 14:34:59,2,-60
399,2023-10-07 14:36:23,2,-67
398,2023-10-07 14:36:47,2,-60
397,2023-10-07 14:36:53,2,-67
396,2023-10-07 14:37:05,2,-60
395,2023-10-07 14:37:11,2,-67
394,2023-10-07 14:37:41,2,-60
393,2023-10-07 14:37:47,2,-67
392,2023-10-07 14:37:53,2,-60
391,2023-10-07 14:37:59,2,-67
390,2023-10-07 14:38:11,2,-60
389,2023-10-07 14:38:23,2,-67
388,2023-10-07 14:38:47,2,-60
387,2023-10-07 14:39:23,2,-67
