,ts,id,rssi
1864,2023-08-01 09:00:04,1,-76
1863,2023-08-01 09:00:16,1,-66
1862,2023-08-01 09:00:41,1,-75
1861,2023-08-01 09:00:46,1,-65
1860,2023-08-01 09:02:29,1,-74
1859,2023-08-01 09:02:35,1,-65
1858,2023-08-01 09:03:05,1,-72
1857,2023-08-01 09:04:23,1,-65
1856,2023-08-01 09:07:41,1,-75
1855,2023-08-01 09:07:53,1,-69
1854,2023-08-01 09:09:11,1,-75
1853,2023-08-01 09:09:17,1,-65
1852,2023-08-01 09:10:11,1,-73
1851,2023-08-01 09:10:23,1,-67
1850,2023-08-01 09:10:29,1,-73
1849,2023-08-01 09:10:41,1,-66
1848,2023-08-01 09:10:53,1,-59
1847,2023-08-01 09:11:05,1,-72
1846,2023-08-01 09:11:47,1,-78
1845,2023-08-01 09:11:53,1,-63
1844,2023-08-01 09:12:17,1,-72
1843,2023-08-01 09:12:23,1,-78
1842,2023-08-01 09:12:35,1,-69
1841,2023-08-01 09:13:53,1,-62
1840,2023-08-01 09:13:59,1,-69
1839,2023-08-01 09:14:29,1,-75
1838,2023-08-01 09:14:36,1,-67
1837,2023-08-01 09:14:36,2,-71
1836,2023-08-01 09:14:41,2,-64
1835,2023-08-01 09:15:24,1,-61
1834,2023-08-01 09:15:36,1,-71
1833,2023-08-01 09:15:42,1,-62
1832,2023-08-01 09:16:12,1,-71
1831,2023-08-01 09:16:24,2,0
1830,2023-08-01 09:16:30,2,-66
1829,2023-08-01 09:17:24,2,-59
1828,2023-08-01 09:17:36,2,-67
1827,2023-08-01 09:17:48,1,-61
1826,2023-08-01 09:17:54,2,-73
1825,2023-08-01 09:18:00,2,-64
1824,2023-08-01 09:18:06,1,-71
1823,2023-08-01 09:18:12,1,-61
1822,2023-08-01 09:18:18,2,-73
1821,2023-08-01 09:18:30,1,-71
1820,2023-08-01 09:18:36,1,-61
1819,2023-08-01 09:18:42,2,-67
1818,2023-08-01 09:20:00,1,-69
1817,2023-08-01 09:20:06,1,-62
1816,2023-08-01 09:20:30,1,-69
1815,2023-08-01 09:20:48,1,-62
1814,2023-08-01 09:21:00,1,-71
1813,2023-08-01 09:21:54,1,-63
1812,2023-08-01 09:22:24,1,-69
1811,2023-08-01 09:23:12,2,-61
1810,2023-08-01 09:24:06,1,-63
1809,2023-08-01 09:25:00,1,-69
1808,2023-08-01 09:25:24,2,0
1807,2023-08-01 09:25:30,2,-64
1806,2023-08-01 09:25:42,2,0
1805,2023-08-01 09:25:48,2,-67
1804,2023-08-01 09:28:24,2,-61
1803,2023-08-01 09:28:42,2,-67
1802,2023-08-01 09:28:49,2,-61
1801,2023-08-01 09:29:01,1,0
1800,2023-08-01 09:29:01,2,0
1799,2023-08-01 09:29:07,2,-61
1798,2023-08-01 09:29:07,1,-65
1797,2023-08-01 09:29:19,1,0
1796,2023-08-01 09:29:25,1,-64
1795,2023-08-01 09:30:25,2,-67
1794,2023-08-01 09:30:31,2,-61
1793,2023-08-01 09:32:19,2,-67
1792,2023-08-01 09:33:31,2,-61
1791,2023-08-01 09:33:43,2,-67
1790,2023-08-01 09:33:55,1,-70
1789,2023-08-01 09:34:19,2,-61
1788,2023-08-01 09:34:31,1,-63
1787,2023-08-01 09:34:55,1,-75
1786,2023-08-01 09:35:01,1,-65
1785,2023-08-01 09:37:31,2,-69
1784,2023-08-01 09:37:37,2,-61
1783,2023-08-01 09:37:43,2,-67
1782,2023-08-01 09:38:25,2,-60
