,ts,id,rssi
1990,2023-08-02 09:00:05,2,-58
1989,2023-08-02 09:00:29,2,-68
1988,2023-08-02 09:00:35,1,-72
1987,2023-08-02 09:00:47,1,-66
1986,2023-08-02 09:01:05,1,-72
1985,2023-08-02 09:01:53,1,-66
1984,2023-08-02 09:02:11,2,-60
1983,2023-08-02 09:02:41,2,-67
1982,2023-08-02 09:02:53,2,-61
1981,2023-08-02 09:02:53,1,-73
1980,2023-08-02 09:03:05,2,-67
1979,2023-08-02 09:03:11,2,-61
1978,2023-08-02 09:03:17,1,-67
1977,2023-08-02 09:03:23,1,-73
1976,2023-08-02 09:03:41,1,-65
1975,2023-08-02 09:03:47,2,-67
1974,2023-08-02 09:03:47,1,-72
1973,2023-08-02 09:03:53,2,-61
1972,2023-08-02 09:03:59,2,-68
1971,2023-08-02 09:04:11,1,-65
1970,2023-08-02 09:04:17,2,-61
1969,2023-08-02 09:04:17,1,-73
1968,2023-08-02 09:04:29,1,-66
1967,2023-08-02 09:04:41,1,-72
1966,2023-08-02 09:04:59,1,-66
1965,2023-08-02 09:05:05,1,-73
1964,2023-08-02 09:05:17,1,-67
1963,2023-08-02 09:05:23,1,-73
1962,2023-08-02 09:05:29,1,-66
1961,2023-08-02 09:05:35,1,-73
1960,2023-08-02 09:05:47,1,-67
1959,2023-08-02 09:06:35,2,-67
1958,2023-08-02 09:06:47,2,-61
1957,2023-08-02 09:06:53,1,-74
1956,2023-08-02 09:07:17,1,-62
1955,2023-08-02 09:07:29,1,-68
1954,2023-08-02 09:07:35,2,0
1953,2023-08-02 09:07:41,2,-66
1952,2023-08-02 09:08:17,2,-59
1951,2023-08-02 09:08:23,2,-67
1950,2023-08-02 09:08:23,1,-74
1949,2023-08-02 09:08:29,2,-60
1948,2023-08-02 09:08:41,2,-67
1947,2023-08-02 09:08:47,1,-66
1946,2023-08-02 09:08:59,2,-59
1945,2023-08-02 09:08:59,1,-72
1944,2023-08-02 09:09:23,2,-67
1943,2023-08-02 09:09:47,2,-59
1942,2023-08-02 09:09:53,2,-68
1941,2023-08-02 09:09:59,1,-66
1940,2023-08-02 09:10:11,2,-59
1939,2023-08-02 09:10:17,2,-68
1938,2023-08-02 09:10:42,2,-60
1937,2023-08-02 09:11:12,1,-72
1936,2023-08-02 09:11:18,1,-65
1935,2023-08-02 09:11:48,2,-67
1934,2023-08-02 09:12:48,2,-58
1933,2023-08-02 09:13:01,2,-66
1932,2023-08-02 09:13:55,1,0
1931,2023-08-02 09:14:01,1,-70
1930,2023-08-02 09:14:49,1,0
1929,2023-08-02 09:14:55,1,-65
1928,2023-08-02 09:15:13,1,-71
1927,2023-08-02 09:15:25,2,0
1926,2023-08-02 09:15:31,2,-63
1925,2023-08-02 09:16:37,1,0
1924,2023-08-02 09:16:43,1,-66
1923,2023-08-02 09:16:49,1,-72
1922,2023-08-02 09:17:01,1,-66
1921,2023-08-02 09:17:25,1,-72
1920,2023-08-02 09:18:49,2,-69
1919,2023-08-02 09:19:01,1,0
1918,2023-08-02 09:19:19,1,-69
1917,2023-08-02 09:20:55,1,-76
1916,2023-08-02 09:21:14,1,-68
1915,2023-08-02 09:21:26,1,0
1914,2023-08-02 09:21:32,1,-66
1913,2023-08-02 09:22:56,1,0
1912,2023-08-02 09:23:02,1,-66
1911,2023-08-02 09:25:02,1,-72
1910,2023-08-02 09:25:20,1,0
1909,2023-08-02 09:25:26,1,-70
1908,2023-08-02 09:25:38,2,-70
1907,2023-08-02 09:26:14,2,-60
1906,2023-08-02 09:26:20,2,-68
1905,2023-08-02 09:26:32,2,-61
1904,2023-08-02 09:26:56,2,-68
1903,2023-08-02 09:27:03,2,-59
1902,2023-08-02 09:27:09,2,-66
1901,2023-08-02 09:28:51,2,-58
1900,2023-08-02 09:28:57,2,-64
1899,2023-08-02 09:29:09,2,-58
1898,2023-08-02 09:29:27,2,-69
1897,2023-08-02 09:29:57,2,-63
1896,2023-08-02 09:30:09,1,0
1895,2023-08-02 09:30:15,1,-71
1894,2023-08-02 09:31:39,2,0
1893,2023-08-02 09:31:43,1,0
1892,2023-08-02 09:31:51,2,-65
1891,2023-08-02 09:31:57,1,-68
1890,2023-08-02 09:35:51,1,0
1889,2023-08-02 09:36:09,2,0
1888,2023-08-02 09:36:15,1,-65
1887,2023-08-02 09:36:15,2,-59
1886,2023-08-02 09:36:21,2,-65
1885,2023-08-02 09:36:33,1,-72
1884,2023-08-02 09:36:57,1,-66
1883,2023-08-02 09:38:03,1,-73
1882,2023-08-02 09:38:03,2,-78
1881,2023-08-02 09:38:09,1,-65
1880,2023-08-02 09:38:09,2,-62
1879,2023-08-02 09:38:27,1,-72
1878,2023-08-02 09:38:33,2,-68
1877,2023-08-02 09:38:51,2,-61
1876,2023-08-02 09:39:57,2,-68
1875,2023-08-02 09:40:33,1,-66
1874,2023-08-02 09:40:45,1,-73
1873,2023-08-02 09:40:52,1,-65
1872,2023-08-02 09:40:57,1,-72
1871,2023-08-02 09:41:34,2,-60
1870,2023-08-02 09:41:40,2,-68
1869,2023-08-02 09:41:52,2,-60
1868,2023-08-02 09:41:52,1,0
1867,2023-08-02 09:41:58,2,-66
1866,2023-08-02 09:42:04,2,-60
1865,2023-08-02 09:42:10,1,-69
1864,2023-08-02 09:42:16,2,-67
1863,2023-08-02 09:42:22,2,-60
1862,2023-08-02 09:42:28,2,-66
1861,2023-08-02 09:42:46,2,-60
1860,2023-08-02 09:43:16,2,-66
1859,2023-08-02 09:43:22,1,-75
1858,2023-08-02 09:43:34,1,-65
1857,2023-08-02 09:44:10,1,-72
1856,2023-08-02 09:44:22,1,-65
1855,2023-08-02 09:44:28,1,-74
1854,2023-08-02 09:44:52,1,0
1853,2023-08-02 09:44:58,1,-74
1852,2023-08-02 09:45:04,2,-70
1851,2023-08-02 09:45:10,1,-65
1850,2023-08-02 09:45:46,1,0
1849,2023-08-02 09:45:52,1,-74
1848,2023-08-02 09:45:58,2,-61
1847,2023-08-02 09:46:28,1,-65
1846,2023-08-02 09:46:34,1,-74
1845,2023-08-02 09:46:40,1,-65
1844,2023-08-02 09:46:46,1,-73
1843,2023-08-02 09:46:58,2,0
1842,2023-08-02 09:47:04,2,-71
1841,2023-08-02 09:47:10,1,-64
1840,2023-08-02 09:47:10,2,-65
1839,2023-08-02 09:47:16,1,-73
1838,2023-08-02 09:48:10,1,-65
1837,2023-08-02 09:48:52,2,-71
1836,2023-08-02 09:48:58,1,-73
1835,2023-08-02 09:49:04,2,0
1834,2023-08-02 09:49:10,2,-72
1833,2023-08-02 09:49:16,2,-59
1832,2023-08-02 09:49:22,2,-70
1831,2023-08-02 09:49:34,1,-65
1830,2023-08-02 09:49:34,2,-61
1829,2023-08-02 09:49:46,1,-73
1828,2023-08-02 09:49:58,2,0
1827,2023-08-02 09:50:05,2,-62
1826,2023-08-02 09:50:34,1,-81
1825,2023-08-02 09:50:41,1,-72
1824,2023-08-02 09:50:59,2,-72
1823,2023-08-02 09:51:05,1,-64
1822,2023-08-02 09:51:23,2,-66
1821,2023-08-02 09:51:29,1,-71
1820,2023-08-02 09:51:59,2,-72
1819,2023-08-02 09:52:05,2,-60
1818,2023-08-02 09:52:11,2,-66
1817,2023-08-02 09:52:17,1,-64
1816,2023-08-02 09:52:41,1,-71
1815,2023-08-02 09:53:53,1,-77
1814,2023-08-02 09:54:05,1,-69
1813,2023-08-02 09:54:29,2,-72
1812,2023-08-02 09:54:53,2,-61
1811,2023-08-02 09:55:05,2,-67
1810,2023-08-02 09:55:23,2,0
1809,2023-08-02 09:55:41,2,-66
1808,2023-08-02 09:55:59,2,-73
1807,2023-08-02 09:56:05,1,-69
1806,2023-08-02 09:56:05,2,-64
1805,2023-08-02 09:56:35,1,-63
1804,2023-08-02 09:56:35,2,-71
1803,2023-08-02 09:56:41,1,-75
1802,2023-08-02 09:56:47,1,-63
1801,2023-08-02 09:56:47,2,-64
1800,2023-08-02 09:56:53,1,-76
1799,2023-08-02 09:57:11,2,-70
1798,2023-08-02 09:57:29,2,-63
1797,2023-08-02 09:57:36,2,-69
1796,2023-08-02 09:58:00,1,-74
1795,2023-08-02 09:58:06,2,-63
1794,2023-08-02 09:58:36,1,-63
1793,2023-08-02 09:58:48,1,-69
1792,2023-08-02 09:59:00,2,-72
1791,2023-08-02 09:59:12,1,-63
1790,2023-08-02 09:59:18,2,0
1789,2023-08-02 09:59:30,2,-69
1788,2023-08-02 09:59:42,1,-70
1787,2023-08-02 10:00:18,2,-63
1786,2023-08-02 10:00:24,2,-71
1785,2023-08-02 10:00:54,2,-63
1784,2023-08-02 10:01:00,2,-71
1783,2023-08-02 10:01:06,2,-63
1782,2023-08-02 10:01:24,2,-70
1781,2023-08-02 10:01:36,2,-61
1780,2023-08-02 10:02:00,1,0
1779,2023-08-02 10:02:06,1,-66
1778,2023-08-02 10:02:36,2,-70
1777,2023-08-02 10:02:42,2,-63
1776,2023-08-02 10:02:48,1,-74
1775,2023-08-02 10:03:00,1,-68
1774,2023-08-02 10:03:12,2,-72
1773,2023-08-02 10:03:18,2,-61
1772,2023-08-02 10:03:30,1,0
1771,2023-08-02 10:03:42,2,-72
1770,2023-08-02 10:03:48,1,-72
1769,2023-08-02 10:03:48,2,-62
1768,2023-08-02 10:04:18,1,-66
1767,2023-08-02 10:04:18,2,-70
1766,2023-08-02 10:04:24,2,-63
1765,2023-08-02 10:04:36,2,-72
1764,2023-08-02 10:04:42,1,-72
1763,2023-08-02 10:04:42,2,-62
1762,2023-08-02 10:04:48,2,-71
1761,2023-08-02 10:04:54,1,-66
1760,2023-08-02 10:05:00,2,-62
1759,2023-08-02 10:05:18,2,-71
1758,2023-08-02 10:05:36,1,-72
1757,2023-08-02 10:05:36,2,-62
1756,2023-08-02 10:05:42,2,-71
1755,2023-08-02 10:06:00,1,-66
1754,2023-08-02 10:06:00,2,-63
1753,2023-08-02 10:06:06,2,-70
1752,2023-08-02 10:06:54,1,-72
1751,2023-08-02 10:07:00,1,-66
1750,2023-08-02 10:07:06,1,-74
1749,2023-08-02 10:07:06,2,-62
1748,2023-08-02 10:07:12,2,-70
1747,2023-08-02 10:07:18,2,-62
1746,2023-08-02 10:07:24,1,-68
1745,2023-08-02 10:08:06,1,-75
1744,2023-08-02 10:08:18,1,-66
1743,2023-08-02 10:08:19,2,-71
1742,2023-08-02 10:08:36,2,-63
1741,2023-08-02 10:08:42,1,-74
1740,2023-08-02 10:09:12,1,-67
1739,2023-08-02 10:09:19,1,-73
1738,2023-08-02 10:09:25,1,-67
1737,2023-08-02 10:09:25,2,-71
