ts,gabarit
2023-10-03 09:06:08,17
2023-10-03 09:09:20,19
2023-10-03 09:11:36,24
2023-10-03 09:11:48,24
2023-10-03 09:12:15,8
2023-10-03 09:13:45,21
2023-10-03 09:15:19,4
2023-10-03 09:17:36,10
2023-10-03 09:17:38,2
2023-10-03 09:21:13,14
2023-10-03 09:27:15,24
2023-10-03 09:28:32,8
2023-10-03 09:29:50,21
2023-10-03 09:31:17,4
2023-10-03 09:32:28,10
2023-10-03 09:34:00,16
2023-10-03 10:19:52,21
2023-10-03 10:20:55,10
2023-10-03 10:22:07,16
2023-10-03 10:23:29,15
2023-10-03 10:24:43,5
2023-10-03 10:25:48,7
2023-10-03 10:27:04,19
2023-10-03 10:29:28,1
2023-10-03 10:29:31,1
2023-10-03 10:29:34,1
2023-10-03 10:50:17,12
2023-10-03 10:51:30,22
2023-10-03 10:53:03,13
2023-10-03 10:54:29,23
2023-10-03 10:55:59,21
2023-10-03 10:57:50,14
2023-10-03 10:59:37,5
2023-10-03 11:00:52,7
2023-10-03 11:04:07,19
2023-10-03 11:04:17,4
2023-10-03 11:05:49,4
2023-10-03 11:07:28,1
2023-10-03 11:08:51,12
2023-10-03 11:10:10,3
2023-10-03 11:11:37,13
2023-10-03 11:13:18,21
2023-10-03 11:14:28,14
2023-10-03 11:15:43,6
2023-10-03 11:17:09,5
2023-10-03 11:18:43,24
2023-10-03 11:21:39,19
2023-10-03 11:22:58,1
2023-10-03 11:25:18,18
2023-10-03 11:26:29,3
2023-10-03 11:27:49,21
2023-10-03 11:30:37,6
2023-10-03 11:30:40,6
2023-10-03 11:30:41,6
2023-10-03 11:30:44,6
2023-10-03 11:30:46,6
2023-10-03 11:30:48,6
2023-10-03 11:30:50,6
2023-10-03 11:31:05,6
2023-10-03 11:31:06,6
2023-10-03 11:31:08,6
2023-10-03 11:31:10,6
2023-10-03 11:31:12,6
2023-10-03 11:31:28,6
2023-10-03 11:31:28,6
2023-10-03 11:31:28,6
2023-10-03 11:31:34,6
2023-10-03 11:31:37,5
2023-10-03 11:32:51,5
2023-10-03 11:34:03,17
2023-10-03 11:35:32,9
2023-10-03 11:35:34,9
2023-10-03 11:36:31,9
2023-10-03 11:37:52,1
2023-10-03 11:37:55,11
2023-10-03 11:40:04,18
2023-10-03 11:41:13,3
2023-10-03 11:42:34,21
2023-10-03 11:43:54,14
2023-10-03 11:45:12,5
2023-10-03 11:46:27,23
2023-10-03 11:48:13,17
2023-10-03 11:49:30,9
2023-10-03 11:50:35,1
2023-10-03 11:53:02,18
2023-10-03 11:54:08,19
2023-10-03 11:54:10,19
2023-10-03 11:54:16,19
2023-10-03 11:54:34,19
2023-10-03 11:54:34,19
2023-10-03 11:54:34,19
2023-10-03 11:55:41,21
2023-10-03 11:57:12,8
2023-10-03 11:59:34,14
2023-10-03 12:00:50,5
2023-10-03 12:01:56,23
2023-10-03 12:03:34,17
2023-10-03 12:04:48,9
2023-10-03 12:06:07,1
2023-10-03 12:07:16,16
2023-10-03 12:08:31,18
2023-10-03 12:09:47,24
2023-10-03 12:11:53,19
2023-10-03 12:13:10,8
2023-10-03 12:15:00,4
2023-10-03 12:16:14,5
2023-10-03 12:17:35,23
2023-10-03 12:18:52,17
2023-10-03 12:20:15,22
2023-10-03 12:21:54,9
2023-10-03 12:23:00,1
2023-10-03 12:24:49,15
2023-10-03 12:26:08,24
2023-10-03 12:27:21,19
2023-10-03 12:28:31,21
2023-10-03 12:29:49,8
2023-10-03 12:31:20,12
2023-10-03 12:32:42,5
2023-10-03 12:33:53,17
2023-10-03 12:35:06,23
2023-10-03 12:36:25,10
2023-10-03 12:38:07,1
2023-10-03 12:39:57,16
2023-10-03 12:41:03,15
2023-10-03 12:41:04,15
2023-10-03 12:41:13,15
2023-10-03 12:42:22,19
2023-10-03 12:45:15,21
2023-10-03 12:46:24,8
2023-10-03 12:48:55,5
2023-10-03 12:50:08,17
2023-10-03 12:51:30,23
2023-10-03 12:52:39,10
2023-10-03 12:53:51,1
2023-10-03 12:55:12,15
2023-10-03 12:56:26,24
