ts,gabarit
2023-09-28 09:10:26,14
2023-09-28 09:13:02,23
2023-09-28 09:13:52,17
2023-09-28 09:16:14,21
2023-09-28 09:17:43,6
2023-09-28 09:17:52,6
2023-09-28 09:20:33,19
2023-09-28 09:20:55,19
2023-09-28 09:23:32,4
2023-09-28 09:25:44,9
2023-09-28 09:27:16,3
2023-09-28 09:27:41,3
2023-09-28 09:28:57,8
2023-09-28 09:30:15,23
2023-09-28 09:31:34,15
2023-09-28 09:32:59,16
2023-09-28 09:35:38,6
2023-09-28 09:38:36,24
2023-09-28 09:41:12,9
2023-09-28 09:48:29,16
2023-09-28 09:49:18,13
2023-09-28 09:51:09,21
2023-09-28 09:53:05,6
2023-09-28 09:54:42,10
2023-09-28 09:56:10,20
2023-09-28 09:57:34,9
2023-09-28 10:00:04,3
2023-09-28 10:02:51,14
2023-09-28 10:04:14,15
2023-09-28 10:05:46,16
2023-09-28 10:05:50,16
2023-09-28 10:06:54,17
2023-09-28 10:07:33,17
2023-09-28 10:08:04,19
2023-09-28 10:08:24,19
2023-09-28 10:09:38,21
2023-09-28 10:12:07,6
2023-09-28 10:14:31,3
2023-09-28 10:15:39,5
2023-09-28 10:17:20,22
2023-09-28 10:18:23,14
2023-09-28 10:19:30,8
2023-09-28 10:21:54,17
2023-09-28 10:24:33,21
2023-09-28 10:28:37,3
2023-09-28 10:29:40,9
2023-09-28 10:48:07,22
2023-09-28 10:50:25,7
2023-09-28 10:51:59,15
2023-09-28 10:53:29,23
2023-09-28 10:55:00,16
2023-09-28 10:56:08,21
2023-09-28 10:57:01,19
2023-09-28 10:58:38,6
2023-09-28 11:00:11,11
2023-09-28 11:01:36,10
2023-09-28 11:02:55,3
2023-09-28 11:03:58,22
2023-09-28 11:05:09,7
2023-09-28 11:08:07,14
2023-09-28 11:09:46,8
2023-09-28 11:11:01,23
2023-09-28 11:13:39,17
2023-09-28 11:15:30,19
2023-09-28 12:46:32,10
2023-09-28 12:47:31,22
2023-09-28 12:49:36,3
2023-09-28 12:50:53,17
2023-09-28 12:53:03,19
2023-09-28 12:54:07,21
2023-09-28 12:55:13,15
2023-09-28 12:56:40,16
2023-09-28 12:58:28,6
2023-09-28 12:58:31,6
2023-09-28 12:58:32,6
2023-09-28 14:03:31,10
2023-09-28 14:07:58,20
2023-09-28 14:13:09,11
2023-09-28 14:18:36,14
2023-09-28 14:22:38,9
