Stamp,Model,Status
2023-09-28 09:01:57,SPT120018W,KO
2023-09-28 09:03:02,SPT120018W,OK
2023-09-28 09:07:45,SPT120018W,OK
2023-09-28 09:09:40,SPT120018W,OK
2023-09-28 09:10:33,SPT120018W,OK
2023-09-28 09:12:20,SPT120018W,OK
2023-09-28 09:14:24,SPT120018W,OK
2023-09-28 09:15:25,SPT120018W,OK
2023-09-28 09:16:14,SPT120018W,OK
2023-09-28 09:17:46,SPT120018W,OK
2023-09-28 09:19:27,SPT120018W,OK
2023-09-28 09:21:34,SPT120018W,OK
2023-09-28 09:22:57,SPT120018W,OK
2023-09-28 09:24:39,SPT120018W,OK
2023-09-28 09:26:11,SPT120018W,OK
2023-09-28 09:27:34,SPT120018W,OK
2023-09-28 09:29:13,SPT120018W,OK
2023-09-28 09:30:45,SPT120018W,OK
2023-09-28 09:31:41,SPT120018W,OK
2023-09-28 09:33:17,SPT120018W,OK
2023-09-28 09:35:04,SPT120018W,OK
2023-09-28 09:36:10,SPT120018W,OK
2023-09-28 09:37:20,SPT120018W,OK
2023-09-28 09:39:10,SPT120018W,OK
2023-09-28 09:41:47,SPT120018W,OK
2023-09-28 09:42:47,SPT120018W,OK
2023-09-28 09:43:58,SPT120018W,OK
2023-09-28 09:45:25,SPT120018W,OK
2023-09-28 09:46:22,SPT120018W,OK
2023-09-28 09:48:45,SPT120018W,OK
2023-09-28 09:49:41,SPT120018W,OK
2023-09-28 09:51:01,SPT120018W,OK
2023-09-28 09:51:58,SPT120018W,OK
2023-09-28 09:53:24,SPT120018W,OK
2023-09-28 09:54:45,SPT120018W,OK
2023-09-28 09:55:55,SPT120018W,OK
2023-09-28 09:57:18,SPT120018W,OK
2023-09-28 09:58:35,SPT120018W,KO
2023-09-28 09:59:37,SPT120018W,OK
2023-09-28 10:00:42,SPT120018W,OK
2023-09-28 10:01:56,SPT120018W,OK
2023-09-28 10:02:47,SPT120018W,OK
2023-09-28 10:04:09,SPT120018W,OK
2023-09-28 10:05:06,SPT120018W,OK
2023-09-28 10:06:17,SPT120018W,OK
2023-09-28 10:07:38,SPT120018W,OK
2023-09-28 10:09:22,SPT120018W,OK
2023-09-28 10:10:54,SPT120018W,OK
2023-09-28 10:11:55,SPT120018W,OK
2023-09-28 10:13:01,SPT120018W,OK
2023-09-28 10:14:00,SPT120018W,OK
2023-09-28 10:15:45,SPT120018W,OK
2023-09-28 10:16:38,SPT120018W,OK
2023-09-28 10:18:26,SPT120018W,OK
2023-09-28 10:19:24,SPT120018W,OK
2023-09-28 10:20:28,SPT120018W,OK
2023-09-28 10:21:50,SPT120018W,OK
2023-09-28 10:23:20,SPT120018W,OK
2023-09-28 10:24:48,SPT120018W,OK
2023-09-28 10:25:50,SPT120018W,OK
2023-09-28 10:27:10,SPT120018W,OK
2023-09-28 10:28:16,SPT120018W,OK
2023-09-28 10:29:33,SPT120018W,OK
2023-09-28 10:48:07,SPT120018W,OK
2023-09-28 10:49:15,SPT120018W,OK
2023-09-28 10:50:24,SPT120018W,OK
2023-09-28 10:52:48,SPT120018W,OK
