Stamp,Model,Status
2023-09-28 10:54:46,SPT120018W,OK
2023-09-28 10:55:39,SPT120018W,OK
2023-09-28 10:56:57,SPT120018W,OK
2023-09-28 10:58:49,SPT120018W,OK
2023-09-28 10:59:57,SPT120018W,OK
2023-09-28 11:01:11,SPT120018W,OK
2023-09-28 11:02:53,SPT120018W,OK
2023-09-28 11:04:19,SPT120018W,OK
2023-09-28 11:06:07,SPT120018W,OK
2023-09-28 11:07:07,SPT120018W,OK
2023-09-28 11:08:20,SPT120018W,OK
2023-09-28 11:09:16,SPT120018W,OK
2023-09-28 11:11:37,SPT120018W,OK
2023-09-28 11:12:33,SPT120018W,KO
2023-09-28 11:13:56,SPT120018W,OK
2023-09-28 11:14:44,SPT120018W,OK
2023-09-28 11:15:54,SPT120018W,OK
2023-09-28 11:17:04,SPT120018W,OK
2023-09-28 11:17:52,SPT120018W,OK
2023-09-28 11:18:42,SPT120018W,OK
2023-09-28 11:19:58,SPT120018W,OK
2023-09-28 11:21:51,SPT120018W,OK
2023-09-28 11:22:40,SPT120018W,OK
2023-09-28 11:23:38,SPT120018W,OK
2023-09-28 11:24:33,SPT120018W,OK
2023-09-28 11:25:55,SPT120018W,OK
2023-09-28 11:27:27,SPT120018W,OK
2023-09-28 11:29:07,SPT120018W,OK
2023-09-28 11:30:46,SPT120018W,OK
2023-09-28 11:32:35,SPT120018W,OK
2023-09-28 11:33:48,SPT120018W,OK
2023-09-28 11:35:26,SPT120018W,OK
2023-09-28 11:36:17,SPT120018W,OK
2023-09-28 11:38:56,SPT120018W,OK
2023-09-28 11:40:48,SPT120018W,OK
2023-09-28 11:45:08,SPT120018W,OK
2023-09-28 11:46:11,SPT120018W,OK
2023-09-28 11:47:04,SPT120018W,OK
2023-09-28 11:47:52,SPT120018W,OK
2023-09-28 11:48:41,SPT120018W,OK
2023-09-28 11:49:49,SPT120018W,OK
2023-09-28 11:51:32,SPT120018W,OK
2023-09-28 11:52:55,SPT120018W,OK
2023-09-28 11:54:52,SPT120018W,OK
2023-09-28 11:55:35,SPT120018W,OK
2023-09-28 11:56:21,SPT120018W,OK
2023-09-28 11:57:48,SPT120018W,OK
2023-09-28 11:59:03,SPT120018W,OK
2023-09-28 12:00:20,SPT120018W,OK
2023-09-28 12:01:13,SPT120018W,OK
2023-09-28 12:03:07,SPT120018W,OK
2023-09-28 12:03:57,SPT120018W,OK
2023-09-28 12:05:09,SPT120018W,OK
2023-09-28 12:07:59,SPT120018W,OK
2023-09-28 12:09:03,SPT120018W,OK
2023-09-28 12:10:03,SPT120018W,OK
2023-09-28 12:10:49,SPT120018W,OK
2023-09-28 12:11:58,SPT120018W,OK
2023-09-28 12:13:31,SPT120018W,OK
2023-09-28 12:14:21,SPT120018W,OK
2023-09-28 12:15:20,SPT120018W,OK
2023-09-28 12:16:23,SPT120018W,OK
2023-09-28 12:17:49,SPT120018W,OK
2023-09-28 12:18:50,SPT120018W,OK
2023-09-28 12:19:49,SPT120018W,OK
2023-09-28 12:21:47,SPT120018W,OK
2023-09-28 12:22:31,SPT120018W,KO
2023-09-28 12:23:19,SPT120018W,OK
2023-09-28 12:24:06,SPT120018W,OK
2023-09-28 12:24:57,SPT120018W,OK
2023-09-28 12:25:45,SPT120018W,OK
2023-09-28 12:27:10,SPT120018W,OK
2023-09-28 12:29:18,SPT120018W,OK
2023-09-28 12:30:32,SPT120018W,OK
2023-09-28 12:31:17,SPT120018W,OK
2023-09-28 12:32:13,SPT120018W,OK
2023-09-28 12:33:24,SPT120018W,OK
2023-09-28 12:34:16,SPT120018W,OK
2023-09-28 12:35:25,SPT120018W,OK
2023-09-28 12:36:43,SPT120018W,OK
2023-09-28 12:37:48,SPT120018W,OK
2023-09-28 12:39:09,SPT120018W,OK
2023-09-28 12:43:06,SPT120018W,OK
2023-09-28 12:44:35,SPT120018W,OK
2023-09-28 12:45:43,SPT120018W,OK
2023-09-28 12:46:29,SPT120018W,OK
2023-09-28 12:47:23,SPT120018W,OK
2023-09-28 12:48:17,SPT120018W,OK
2023-09-28 12:49:57,SPT120018W,OK
2023-09-28 12:51:56,SPT120018W,OK
2023-09-28 12:52:33,SPT120018W,OK
2023-09-28 12:53:18,SPT120018W,OK
2023-09-28 12:54:07,SPT120018W,OK
2023-09-28 12:54:55,SPT120018W,OK
2023-09-28 12:55:49,SPT120018W,OK
2023-09-28 12:57:55,SPT120018W,KO
2023-09-28 12:58:38,SPT120018W,OK
2023-09-28 12:59:16,SPT120018W,OK
2023-09-28 14:01:47,SPT120018W,OK
2023-09-28 14:03:05,SPT120018W,OK
2023-09-28 14:04:11,SPT120018W,KO
2023-09-28 14:05:44,SPT120018W,OK
2023-09-28 14:06:38,SPT120018W,OK
2023-09-28 14:08:15,SPT120018W,OK
2023-09-28 14:09:08,SPT120018W,OK
2023-09-28 14:10:51,SPT120018W,OK
2023-09-28 14:11:37,SPT120018W,OK
2023-09-28 14:13:05,SPT120018W,OK
2023-09-28 14:14:49,SPT120018W,KO
2023-09-28 14:15:30,SPT120018W,OK
2023-09-28 14:17:14,SPT120018W,OK
2023-09-28 14:18:24,SPT120018W,OK
2023-09-28 14:19:15,SPT120018W,OK
2023-09-28 14:20:38,SPT120018W,OK
2023-09-28 14:22:02,SPT120018W,OK
2023-09-28 14:22:55,SPT120018W,OK
2023-09-28 14:23:39,SPT120018W,OK
2023-09-28 14:24:52,SPT120018W,OK
2023-09-28 14:26:28,SPT120018W,OK
2023-09-28 14:27:24,SPT120018W,OK
2023-09-28 14:30:28,SPT120018W,OK
2023-09-28 14:31:53,SPT120018W,OK
2023-09-28 14:32:52,SPT120018W,OK
2023-09-28 14:33:49,SPT120018W,OK
2023-09-28 14:38:15,SPT120018W,OK
2023-09-28 14:39:01,SPT120018W,OK
2023-09-28 14:39:46,SPT120018W,OK
2023-09-28 14:41:56,SPT120018W,OK
2023-09-28 14:42:55,SPT120018W,OK
2023-09-28 14:44:20,SPT120018W,OK
2023-09-28 14:45:28,SPT120018W,OK
2023-09-28 14:46:23,SPT120018W,OK
2023-09-28 14:47:10,SPT120018W,OK
2023-09-28 14:48:36,SPT120018W,OK
2023-09-28 14:50:07,SPT120018W,OK
2023-09-28 14:52:06,SPT120018W,OK
2023-09-28 14:53:06,SPT120018W,OK
2023-09-28 14:53:56,SPT120018W,OK
2023-09-28 14:55:16,SPT120018W,OK
2023-09-28 14:56:32,SPT120018W,OK
2023-09-28 14:57:37,SPT120018W,OK
2023-09-28 14:59:25,SPT120018W,OK
2023-09-28 15:02:30,SPT120018W,OK
2023-09-28 15:04:00,SPT120018W,OK
2023-09-28 15:04:49,SPT120018W,OK
2023-09-28 15:05:51,SPT120018W,OK
2023-09-28 15:07:47,SPT120018W,OK
2023-09-28 15:09:36,SPT120018W,OK
2023-09-28 15:10:47,SPT120018W,KO
2023-09-28 15:11:24,SPT120018W,OK
2023-09-28 15:12:11,SPT120018W,OK
2023-09-28 15:13:14,SPT120018W,OK
2023-09-28 15:14:32,SPT120018W,OK
2023-09-28 15:16:35,SPT120018W,OK
2023-09-28 15:17:43,SPT120018W,OK
2023-09-28 15:19:06,SPT120018W,OK
2023-09-28 15:21:10,SPT120018W,OK
2023-09-28 15:22:09,SPT120018W,OK
2023-09-28 15:24:33,SPT120018W,OK
2023-09-28 15:25:31,SPT120018W,OK
2023-09-28 15:29:26,SPT120018W,OK
2023-09-28 15:30:44,SPT120018W,OK
2023-09-28 15:31:35,SPT120018W,OK
2023-09-28 15:32:37,SPT120018W,OK
2023-09-28 15:33:46,SPT120018W,OK
2023-09-28 15:35:03,SPT120018W,OK
2023-09-28 15:36:32,SPT120018W,OK
2023-09-28 15:37:23,SPT120018W,OK
2023-09-28 15:38:16,SPT120018W,OK
2023-09-28 15:39:37,SPT120018W,OK
2023-09-28 15:40:40,SPT120018W,OK
2023-09-28 15:43:37,SPT120018W,OK
2023-09-28 15:44:36,SPT120018W,OK
2023-09-28 15:46:55,SPT120018W,KO
2023-09-28 15:48:03,SPT120018W,KO
2023-09-28 15:48:44,SPT120018W,OK
2023-09-28 15:49:38,SPT120018W,OK
2023-09-28 15:50:29,SPT120018W,OK
2023-09-28 15:51:14,SPT120018W,OK
2023-09-28 15:52:43,SPT120018W,OK
2023-09-28 15:53:27,SPT120018W,OK
2023-09-28 15:54:27,SPT120018W,OK
2023-09-28 15:55:31,SPT120018W,KO
2023-09-28 15:56:37,SPT120018W,KO
2023-09-28 15:57:14,SPT120018W,OK
2023-09-28 15:58:03,SPT120018W,OK
2023-09-28 15:59:32,SPT120018W,OK
2023-09-28 16:00:20,SPT120018W,OK
2023-09-28 16:01:32,SPT120018W,OK
2023-09-28 16:02:44,SPT120018W,OK
2023-09-28 16:03:51,SPT120018W,OK
2023-09-28 16:05:10,SPT120018W,OK
2023-09-28 16:06:21,SPT120018W,OK
2023-09-28 16:07:28,SPT120018W,OK
2023-09-28 16:08:47,SPT120018W,OK
2023-09-28 16:09:58,SPT120018W,OK
2023-09-28 16:11:43,SPT120018W,OK
2023-09-28 16:12:49,SPT120018W,KO
2023-09-28 16:13:27,SPT120018W,OK
2023-09-28 16:14:20,SPT120018W,OK
2023-09-28 16:15:13,SPT120018W,OK
2023-09-28 16:16:34,SPT120018W,OK
2023-09-28 16:17:34,SPT120018W,OK
2023-09-28 16:20:25,SPT120018W,OK
2023-09-28 16:21:42,SPT120018W,OK
2023-09-28 16:22:48,SPT120018W,OK
2023-09-28 16:23:43,SPT120018W,OK
2023-09-28 16:24:49,SPT120018W,OK
2023-09-28 16:26:49,SPT120018W,OK
2023-09-28 16:29:54,SPT120018W,OK
2023-09-28 16:30:34,SPT120018W,OK
2023-09-28 16:48:55,SPT120018W,OK
2023-09-28 16:51:01,SPT120018W,OK
2023-09-28 16:52:07,SPT120018W,OK
2023-09-28 16:52:54,SPT120018W,OK
2023-09-28 16:53:49,SPT120018W,OK
2023-09-28 16:55:04,SPT120018W,OK
2023-09-28 16:56:43,SPT120018W,OK
2023-09-28 17:01:05,SPT120018W,OK
2023-09-28 17:02:30,SPT120018W,OK
2023-09-28 17:05:02,SPT120018W,KO
2023-09-28 17:05:38,SPT120018W,OK
2023-09-28 17:06:25,SPT120018W,OK
2023-09-28 17:07:20,SPT120018W,OK
2023-09-28 17:08:14,SPT120018W,OK
2023-09-28 17:09:09,SPT120018W,OK
2023-09-28 17:10:27,SPT120018W,OK
2023-09-28 17:11:30,SPT120018W,OK
2023-09-28 17:12:37,SPT120018W,OK
2023-09-28 17:13:31,SPT120018W,OK
2023-09-28 17:14:42,SPT120018W,OK
2023-09-28 17:16:03,SPT120018W,OK
2023-09-28 17:17:02,SPT120018W,OK
2023-09-28 17:23:31,SPT120018W,OK
2023-09-28 17:25:33,SPT120018W,OK
2023-09-28 17:26:39,SPT120018W,OK
2023-09-28 17:27:46,SPT120018W,OK
2023-09-28 17:28:44,SPT120018W,OK
2023-09-28 17:29:41,SPT120018W,KO
2023-09-28 17:30:20,SPT120018W,OK
2023-09-28 17:31:08,SPT120018W,OK
2023-09-28 17:31:57,SPT120018W,OK
2023-09-28 17:32:46,SPT120018W,OK
2023-09-28 17:33:50,SPT120018W,OK
2023-09-28 17:35:07,SPT120018W,OK
2023-09-28 17:36:18,SPT120018W,OK
2023-09-28 17:37:24,SPT120018W,OK
2023-09-28 17:38:28,SPT120018W,OK
2023-09-28 17:39:28,SPT120018W,OK
