ts,gabarit
2023-10-02 11:56:58,2
2023-10-02 11:57:00,2
2023-10-02 11:57:02,2
2023-10-02 11:57:04,2
2023-10-02 11:57:06,2
2023-10-02 11:57:08,2
2023-10-02 11:57:10,2
2023-10-02 11:57:12,2
2023-10-02 11:57:14,2
2023-10-02 11:57:16,2
2023-10-02 11:57:18,2
2023-10-02 11:57:20,2
2023-10-02 11:57:22,2
2023-10-02 11:57:24,2
2023-10-02 11:57:26,2
2023-10-02 11:57:28,2
2023-10-02 11:57:30,2
2023-10-02 11:57:33,2
2023-10-02 11:57:34,2
2023-10-02 11:57:36,2
2023-10-02 11:57:39,2
2023-10-02 11:57:41,2
2023-10-02 12:00:00,5
2023-10-02 12:02:23,24
2023-10-02 12:02:51,8
2023-10-02 12:04:42,1
2023-10-02 12:06:27,12
2023-10-02 12:08:07,3
2023-10-02 12:08:09,3
2023-10-02 12:08:11,3
2023-10-02 12:08:13,3
2023-10-02 12:08:15,3
2023-10-02 12:08:17,3
2023-10-02 12:08:19,3
2023-10-02 12:08:21,3
2023-10-02 12:08:23,3
2023-10-02 12:08:25,3
2023-10-02 12:08:27,3
2023-10-02 12:08:29,3
2023-10-02 12:09:29,15
2023-10-02 12:12:12,10
2023-10-02 12:14:46,5
2023-10-02 12:17:40,8
2023-10-02 12:19:34,24
2023-10-02 12:20:49,1
2023-10-02 12:22:03,12
2023-10-02 12:24:22,3
2023-10-02 12:27:24,19
2023-10-02 12:30:04,5
2023-10-02 12:32:49,8
2023-10-02 12:34:03,22
2023-10-02 12:35:17,1
2023-10-02 12:38:48,12
2023-10-02 12:40:17,3
2023-10-02 12:42:58,5
2023-10-02 12:44:29,15
2023-10-02 12:46:48,11
2023-10-02 12:48:31,8
2023-10-02 12:50:30,2
2023-10-02 12:51:36,1
2023-10-02 12:54:35,12
2023-10-02 12:55:56,3
2023-10-02 14:05:01,13
2023-10-02 14:10:21,8
2023-10-02 14:10:23,8
2023-10-02 14:10:25,8
2023-10-02 14:10:27,8
2023-10-02 14:10:30,8
2023-10-02 14:10:32,8
2023-10-02 14:10:34,8
2023-10-02 14:10:36,8
2023-10-02 14:10:38,8
2023-10-02 14:10:40,8
2023-10-02 14:10:42,8
2023-10-02 14:10:44,8
2023-10-02 14:10:46,8
2023-10-02 14:10:48,8
2023-10-02 14:10:50,8
2023-10-02 14:10:54,8
2023-10-02 14:10:54,8
2023-10-02 14:10:56,8
2023-10-02 14:11:38,2
2023-10-02 14:13:04,17
2023-10-02 14:14:33,12
2023-10-02 14:15:58,3
2023-10-02 14:17:33,22
2023-10-02 14:20:45,13
2023-10-02 14:20:47,13
2023-10-02 14:21:53,13
2023-10-02 14:22:19,9
2023-10-02 14:26:16,16
2023-10-02 14:26:18,16
2023-10-02 14:27:32,16
2023-10-02 14:28:07,2
2023-10-02 14:28:09,2
2023-10-02 14:28:11,2
2023-10-02 14:28:13,2
2023-10-02 14:28:15,2
2023-10-02 14:28:17,2
2023-10-02 14:28:19,2
2023-10-02 14:28:21,2
2023-10-02 14:28:23,2
2023-10-02 14:28:25,2
2023-10-02 14:28:27,2
2023-10-02 14:28:29,2
2023-10-02 14:28:31,2
2023-10-02 14:28:33,2
2023-10-02 14:28:35,2
2023-10-02 14:28:37,2
2023-10-02 14:28:39,2
2023-10-02 14:28:41,2
2023-10-02 14:28:43,2
2023-10-02 14:28:45,2
2023-10-02 14:28:47,2
2023-10-02 14:28:49,2
2023-10-02 14:28:51,2
2023-10-02 14:28:53,2
2023-10-02 14:28:55,2
2023-10-02 14:28:57,2
2023-10-02 14:28:59,2
2023-10-02 14:29:01,2
2023-10-02 14:29:04,2
2023-10-02 14:29:06,2
2023-10-02 14:29:08,2
2023-10-02 14:29:10,2
2023-10-02 14:29:12,2
2023-10-02 14:29:14,2
2023-10-02 14:29:16,2
2023-10-02 14:29:18,2
2023-10-02 14:31:18,1
2023-10-02 14:32:39,17
2023-10-02 14:34:00,12
2023-10-02 14:34:06,12
2023-10-02 14:34:26,12
2023-10-02 14:35:23,3
2023-10-02 14:36:45,22
2023-10-02 14:36:48,22
2023-10-02 14:36:50,22
2023-10-02 14:36:52,22
2023-10-02 14:36:54,22
2023-10-02 14:36:56,22
2023-10-02 14:36:58,22
2023-10-02 14:37:00,22
2023-10-02 14:37:02,22
2023-10-02 14:37:04,22
2023-10-02 14:37:06,22
2023-10-02 14:37:08,22
2023-10-02 14:37:10,22
2023-10-02 14:37:12,22
2023-10-02 14:37:14,22
2023-10-02 14:37:16,22
2023-10-02 14:37:18,22
2023-10-02 14:37:20,22
2023-10-02 14:37:23,22
2023-10-02 14:37:24,22
2023-10-02 14:37:26,22
2023-10-02 14:37:28,22
2023-10-02 14:37:30,22
2023-10-02 14:37:32,22
2023-10-02 14:37:34,22
2023-10-02 14:42:39,11
2023-10-02 14:45:58,16
2023-10-02 14:47:29,24
2023-10-02 14:50:16,2
2023-10-02 14:50:59,17
2023-10-02 14:52:19,12
2023-10-02 14:53:46,13
2023-10-02 14:53:48,13
2023-10-02 14:53:50,13
2023-10-02 14:53:52,13
2023-10-02 14:53:54,13
2023-10-02 14:53:56,13
2023-10-02 14:53:58,13
2023-10-02 14:54:00,13
2023-10-02 14:54:02,13
2023-10-02 14:54:04,13
2023-10-02 14:55:13,9
2023-10-02 14:55:15,9
2023-10-02 14:55:17,9
2023-10-02 14:55:19,9
2023-10-02 14:55:21,9
