Stamp,Model,Status
2023-10-02 09:02:55,SPT120018W,KO
2023-10-02 09:06:18,SPT120018W,OK
2023-10-02 09:07:21,SPT120018W,OK
2023-10-02 09:18:41,SPT120018W,OK
2023-10-02 09:20:01,SPT120018W,OK
2023-10-02 09:21:11,SPT120018W,OK
2023-10-02 09:23:37,SPT120018W,OK
2023-10-02 09:30:45,SPT120018W,OK
2023-10-02 09:32:02,SPT120018W,OK
2023-10-02 09:33:12,SPT120018W,OK
2023-10-02 09:34:23,SPT120018W,OK
2023-10-02 09:35:24,SPT120018W,OK
2023-10-02 09:36:23,SPT120018W,OK
2023-10-02 09:37:40,SPT120018W,OK
2023-10-02 09:38:58,SPT120018W,OK
2023-10-02 09:40:31,SPT120018W,OK
2023-10-02 09:41:25,SPT120018W,KO
2023-10-02 09:42:15,SPT120018W,OK
2023-10-02 09:43:08,SPT120018W,OK
2023-10-02 09:44:00,SPT120018W,OK
2023-10-02 09:45:37,SPT120018W,OK
2023-10-02 09:47:16,SPT120018W,OK
2023-10-02 09:48:39,SPT120018W,OK
2023-10-02 09:50:04,SPT120018W,OK
2023-10-02 09:51:42,SPT120018W,OK
2023-10-02 09:52:53,SPT120018W,OK
2023-10-02 09:54:27,SPT120018W,KO
2023-10-02 09:55:15,SPT120018W,OK
2023-10-02 09:56:59,SPT120018W,OK
2023-10-02 09:58:29,SPT120018W,OK
2023-10-02 09:59:34,SPT120018W,OK
2023-10-02 10:00:36,SPT120018W,OK
2023-10-02 10:02:33,SPT120018W,OK
2023-10-02 10:03:29,SPT120018W,OK
2023-10-02 10:04:23,SPT120018W,OK
2023-10-02 10:05:52,SPT120018W,OK
2023-10-02 10:07:36,SPT120018W,OK
2023-10-02 10:09:37,SPT120018W,OK
2023-10-02 10:10:26,SPT120018W,OK
2023-10-02 10:12:03,SPT120018W,OK
2023-10-02 10:12:52,SPT120018W,OK
2023-10-02 10:13:58,SPT120018W,OK
2023-10-02 10:16:40,SPT120018W,KO
2023-10-02 10:17:18,SPT120018W,OK
2023-10-02 10:18:19,SPT120018W,OK
2023-10-02 10:19:13,SPT120018W,KO
2023-10-02 10:19:56,SPT120018W,OK
2023-10-02 10:20:48,SPT120018W,KO
2023-10-02 10:21:24,SPT120018W,OK
2023-10-02 10:22:34,SPT120018W,OK
2023-10-02 10:23:34,SPT120018W,OK
2023-10-02 10:28:00,SPT120018W,OK
2023-10-02 10:28:53,SPT120018W,KO
2023-10-02 10:30:33,SPT120018W,OK
2023-10-02 10:48:04,SPT120018W,OK
2023-10-02 10:49:45,SPT120018W,OK
2023-10-02 10:50:34,SPT120018W,OK
2023-10-02 10:51:33,SPT120018W,OK
2023-10-02 10:52:31,SPT120018W,OK
2023-10-02 10:54:03,SPT120018W,KO
2023-10-02 10:55:09,SPT120018W,OK
2023-10-02 10:56:25,SPT120018W,OK
2023-10-02 10:58:33,SPT120018W,OK
2023-10-02 10:59:32,SPT120018W,OK
2023-10-02 11:00:38,SPT120018W,OK
2023-10-02 11:01:37,SPT120018W,KO
2023-10-02 11:03:52,SPT120018W,KO
2023-10-02 11:04:56,SPT120018W,KO
2023-10-02 11:06:05,SPT120018W,KO
2023-10-02 11:07:02,SPT120018W,OK
2023-10-02 11:07:56,SPT120018W,KO
2023-10-02 11:09:16,SPT120018W,KO
2023-10-02 11:10:43,SPT120018W,KO
2023-10-02 11:12:43,SPT120018W,KO
2023-10-02 11:14:18,SPT120018W,KO
2023-10-02 11:16:28,SPT120018W,KO
2023-10-02 11:21:20,SPT120018W,KO
2023-10-02 11:21:59,SPT120018W,KO
2023-10-02 11:23:06,SPT120018W,KO
2023-10-02 11:24:50,SPT120018W,OK
2023-10-02 11:25:47,SPT120018W,OK
2023-10-02 11:26:44,SPT120018W,KO
2023-10-02 11:28:58,SPT120018W,OK
2023-10-02 11:30:13,SPT120018W,KO
2023-10-02 11:30:56,SPT120018W,OK
2023-10-02 11:31:47,SPT120018W,OK
2023-10-02 11:32:40,SPT120018W,OK
2023-10-02 11:34:10,SPT120018W,OK
2023-10-02 11:37:42,SPT120018W,KO
2023-10-02 11:38:22,SPT120018W,KO
2023-10-02 11:39:19,SPT120018W,OK
2023-10-02 11:43:38,SPT120018W,OK
2023-10-02 11:44:34,SPT120018W,OK
2023-10-02 11:45:43,SPT120018W,OK
2023-10-02 11:46:37,SPT120018W,OK
2023-10-02 11:47:48,SPT120018W,OK
2023-10-02 11:48:47,SPT120018W,OK
2023-10-02 11:49:39,SPT120018W,OK
2023-10-02 11:52:02,SPT120018W,OK
2023-10-02 11:53:16,SPT120018W,OK
2023-10-02 11:54:16,SPT120018W,OK
2023-10-02 11:55:13,SPT120018W,OK
2023-10-02 11:57:05,SPT120018W,OK
2023-10-02 11:58:15,SPT120018W,OK
2023-10-02 11:59:09,SPT120018W,OK
2023-10-02 12:00:57,SPT120018W,OK
2023-10-02 12:02:24,SPT120018W,OK
2023-10-02 12:03:35,SPT120018W,OK
2023-10-02 12:04:47,SPT120018W,OK
2023-10-02 12:06:07,SPT120018W,OK
2023-10-02 12:07:12,SPT120018W,OK
2023-10-02 12:09:02,SPT120018W,OK
2023-10-02 12:10:40,SPT120018W,OK
2023-10-02 12:11:51,SPT120018W,OK
2023-10-02 12:12:58,SPT120018W,OK
2023-10-02 12:15:25,SPT120018W,OK
2023-10-02 12:16:25,SPT120018W,OK
2023-10-02 12:17:15,SPT120018W,OK
2023-10-02 12:18:53,SPT120018W,OK
2023-10-02 12:20:00,SPT120018W,OK
2023-10-02 12:22:37,SPT120018W,OK
2023-10-02 12:23:41,SPT120018W,OK
2023-10-02 12:24:37,SPT120018W,OK
2023-10-02 12:25:31,SPT120018W,OK
2023-10-02 12:27:28,SPT120018W,OK
2023-10-02 12:28:40,SPT120018W,OK
2023-10-02 12:29:49,SPT120018W,OK
2023-10-02 12:31:11,SPT120018W,OK
