Stamp,Model,Status
2023-10-02 12:32:11,SPT120018W,OK
2023-10-02 12:34:30,SPT120018W,OK
2023-10-02 12:35:29,SPT120018W,OK
2023-10-02 12:36:50,SPT120018W,OK
2023-10-02 12:37:59,SPT120018W,OK
2023-10-02 12:39:45,SPT120018W,OK
2023-10-02 12:41:12,SPT120018W,OK
2023-10-02 12:43:26,SPT120018W,OK
2023-10-02 12:44:17,SPT120018W,OK
2023-10-02 12:45:16,SPT120018W,OK
2023-10-02 12:47:28,SPT120018W,OK
2023-10-02 12:48:56,SPT120018W,KO
2023-10-02 12:49:53,SPT120018W,OK
2023-10-02 12:51:32,SPT120018W,OK
2023-10-02 12:52:38,SPT120018W,OK
2023-10-02 12:53:33,SPT120018W,OK
2023-10-02 12:55:24,SPT120018W,OK
2023-10-02 12:56:54,SPT120018W,OK
2023-10-02 12:58:56,SPT120018W,OK
2023-10-02 14:01:34,SPT120018W,OK
2023-10-02 14:02:47,SPT120018W,OK
2023-10-02 14:04:34,SPT120018W,OK
2023-10-02 14:06:09,SPT120018W,OK
2023-10-02 14:07:21,SPT120018W,OK
2023-10-02 14:09:48,SPT120018W,OK
2023-10-02 14:11:45,SPT120018W,OK
2023-10-02 14:13:30,SPT120018W,OK
2023-10-02 14:14:28,SPT120018W,OK
2023-10-02 14:15:42,SPT120018W,OK
2023-10-02 14:17:09,SPT120018W,OK
2023-10-02 14:19:03,SPT120018W,OK
2023-10-02 14:21:17,SPT120018W,OK
2023-10-02 14:23:44,SPT120018W,OK
2023-10-02 14:24:59,SPT120018W,OK
2023-10-02 14:26:10,SPT120018W,OK
2023-10-02 14:27:08,SPT120018W,KO
2023-10-02 14:28:15,SPT120018W,KO
2023-10-02 14:29:55,SPT120018W,KO
2023-10-02 14:31:01,SPT120018W,OK
2023-10-02 14:31:53,SPT120018W,OK
2023-10-02 14:33:34,SPT120018W,OK
2023-10-02 14:34:30,SPT120018W,OK
2023-10-02 14:35:39,SPT120018W,KO
2023-10-02 14:36:19,SPT120018W,KO
2023-10-02 14:37:26,SPT120018W,OK
2023-10-02 14:38:14,SPT120018W,OK
2023-10-02 14:39:54,SPT120018W,OK
2023-10-02 14:40:53,SPT120018W,OK
2023-10-02 14:42:08,SPT120018W,OK
2023-10-02 14:43:42,SPT120018W,OK
2023-10-02 14:45:47,SPT120018W,OK
2023-10-02 14:47:15,SPT120018W,OK
2023-10-02 14:48:48,SPT120018W,OK
2023-10-02 14:50:42,SPT120018W,OK
2023-10-02 14:52:21,SPT120018W,OK
2023-10-02 14:55:10,SPT120018W,OK
2023-10-02 14:56:19,SPT120018W,OK
2023-10-02 14:57:09,SPT120018W,OK
2023-10-02 14:58:29,SPT120018W,OK
2023-10-02 15:00:17,SPT120018W,OK
2023-10-02 15:02:19,SPT120018W,OK
2023-10-02 15:03:37,SPT120018W,OK
2023-10-02 15:05:02,SPT120018W,OK
2023-10-02 15:05:53,SPT120018W,OK
2023-10-02 15:06:56,SPT120018W,OK
2023-10-02 15:08:50,SPT120018W,OK
2023-10-02 15:10:33,SPT120018W,OK
2023-10-02 15:11:37,SPT120018W,OK
2023-10-02 15:12:55,SPT120018W,OK
2023-10-02 15:15:37,SPT120018W,OK
2023-10-02 15:16:27,SPT120018W,OK
2023-10-02 15:17:20,SPT120018W,OK
2023-10-02 15:18:09,SPT120018W,OK
2023-10-02 15:19:23,SPT120018W,OK
2023-10-02 15:20:35,SPT120018W,OK
2023-10-02 15:21:33,SPT120018W,OK
2023-10-02 15:22:27,SPT120018W,OK
2023-10-02 15:23:54,SPT120018W,OK
2023-10-02 15:26:31,SPT120018W,OK
2023-10-02 15:27:35,SPT120018W,OK
2023-10-02 15:29:25,SPT120018W,OK
2023-10-02 15:30:19,SPT120018W,OK
2023-10-02 15:31:29,SPT120018W,OK
2023-10-02 15:32:31,SPT120018W,OK
2023-10-02 15:34:25,SPT120018W,OK
2023-10-02 15:37:14,SPT120018W,OK
2023-10-02 15:37:36,SPT120018W,OK
2023-10-02 15:38:06,SPT120018W,OK
2023-10-02 15:38:33,SPT120018W,OK
2023-10-02 15:39:32,SPT120018W,OK
2023-10-02 15:41:05,SPT120018W,OK
2023-10-02 15:42:41,SPT120018W,OK
2023-10-02 15:44:52,SPT120018W,OK
2023-10-02 15:45:46,SPT120018W,OK
2023-10-02 15:48:19,SPT120018W,OK
2023-10-02 15:49:36,SPT120018W,OK
2023-10-02 15:51:47,SPT120018W,OK
2023-10-02 15:53:38,SPT120018W,OK
2023-10-02 15:55:53,SPT120018W,OK
2023-10-02 15:57:55,SPT120018W,OK
2023-10-02 15:59:03,SPT120018W,OK
2023-10-02 15:59:52,SPT120018W,OK
2023-10-02 16:02:23,SPT120018W,OK
2023-10-02 16:03:20,SPT120018W,OK
2023-10-02 16:04:35,SPT120018W,OK
2023-10-02 16:05:27,SPT120018W,OK
2023-10-02 16:07:28,SPT120018W,OK
2023-10-02 16:08:38,SPT120018W,OK
2023-10-02 16:09:30,SPT120018W,OK
2023-10-02 16:11:25,SPT120018W,OK
2023-10-02 16:12:12,SPT120018W,OK
2023-10-02 16:13:39,SPT120018W,OK
2023-10-02 16:15:30,SPT120018W,OK
2023-10-02 16:16:41,SPT120018W,OK
2023-10-02 16:18:08,SPT120018W,OK
2023-10-02 16:19:40,SPT120018W,OK
2023-10-02 16:21:31,SPT120018W,OK
2023-10-02 16:22:26,SPT120018W,OK
2023-10-02 16:25:17,SPT120018W,OK
2023-10-02 16:27:04,SPT120018W,OK
2023-10-02 16:27:55,SPT120018W,OK
2023-10-02 16:29:32,SPT120018W,OK
2023-10-02 16:30:52,SPT120018W,OK
2023-10-02 16:48:15,SPT120018W,OK
2023-10-02 16:50:47,SPT120018W,KO
2023-10-02 16:51:55,SPT120018W,KO
2023-10-02 16:52:44,SPT120018W,OK
2023-10-02 16:53:34,SPT120018W,OK
2023-10-02 16:54:27,SPT120018W,OK
2023-10-02 16:56:58,SPT120018W,OK
2023-10-02 16:58:20,SPT120018W,OK
2023-10-02 17:00:07,SPT120018W,OK
2023-10-02 17:01:01,SPT120018W,OK
2023-10-02 17:01:49,SPT120018W,OK
2023-10-02 17:02:46,SPT120018W,OK
2023-10-02 17:03:37,SPT120018W,OK
2023-10-02 17:05:37,SPT120018W,OK
2023-10-02 17:06:44,SPT120018W,OK
2023-10-02 17:09:09,SPT120018W,OK
2023-10-02 17:10:06,SPT120018W,OK
2023-10-02 17:10:53,SPT120018W,OK
2023-10-02 17:13:38,SPT120018W,OK
2023-10-02 17:15:12,SPT120018W,OK
2023-10-02 17:16:04,SPT120018W,KO
2023-10-02 17:17:07,SPT120018W,OK
2023-10-02 17:19:07,SPT120018W,OK
2023-10-02 17:20:34,SPT120018W,OK
2023-10-02 17:21:48,SPT120018W,OK
2023-10-02 17:22:54,SPT120018W,KO
2023-10-02 17:24:07,SPT120018W,OK
2023-10-02 17:25:06,SPT120018W,OK
2023-10-02 17:25:59,SPT120018W,OK
2023-10-02 17:28:45,SPT120018W,OK
2023-10-02 17:30:23,SPT120018W,OK
2023-10-02 17:31:57,SPT120018W,KO
2023-10-02 17:32:44,SPT120018W,KO
2023-10-02 17:34:14,SPT120018W,OK
2023-10-02 17:35:16,SPT120018W,OK
2023-10-02 17:36:16,SPT120018W,OK
2023-10-02 17:37:22,SPT120018W,OK
2023-10-02 17:40:29,SPT120018W,OK
2023-10-02 17:41:28,SPT120018W,OK
2023-10-02 17:43:11,SPT120018W,OK
2023-10-02 17:44:05,SPT120018W,OK
2023-10-02 17:45:29,SPT120018W,OK
2023-10-02 17:46:46,SPT120018W,OK
2023-10-02 17:49:08,SPT120018W,KO
2023-10-02 17:50:00,SPT120018W,KO
2023-10-02 17:51:06,SPT120018W,OK
2023-10-02 17:52:42,SPT120018W,OK
2023-10-02 17:53:43,SPT120018W,OK
2023-10-02 17:54:35,SPT120018W,OK
