Stamp,Agent,Model,Nquadro
2023-09-29 09:05:16,T013,SPT120018W,202302000080761
2023-09-29 09:07:03,T013,SPT120018W,202302000080761
2023-09-29 09:08:32,T013,SPT120018W,202302000080761
2023-09-29 09:10:06,T013,SPT120018W,202302000080761
2023-09-29 09:11:15,T013,SPT120018W,202302000080762
2023-09-29 09:12:45,T013,SPT120018W,202302000080763
2023-09-29 09:13:22,T013,SPT120018W,202302000080763
2023-09-29 09:14:44,T013,SPT120018W,202302000080764
2023-09-29 09:15:58,T013,SPT120018W,202302000080765
2023-09-29 09:17:06,T013,SPT120018W,202302000080765
2023-09-29 09:18:11,T013,SPT120018W,202302000080765
2023-09-29 09:19:14,T013,SPT120018W,202302000080766
2023-09-29 09:20:26,T013,SPT120018W,202302000080767
2023-09-29 09:21:28,T013,SPT120018W,202302000080768
2023-09-29 09:23:07,T013,SPT120018W,202302000080769
2023-09-29 09:24:06,T013,SPT120018W,202302000080770
2023-09-29 09:25:43,T013,SPT120018W,202302000080771
2023-09-29 09:26:56,T013,SPT120018W,202302000080772
2023-09-29 09:28:08,T013,SPT120018W,202302000080773
2023-09-29 09:29:24,T013,SPT120018W,202302000080774
2023-09-29 09:30:46,T013,SPT120018W,202302000080775
2023-09-29 09:31:51,T013,SPT120018W,202302000080776
2023-09-29 09:32:57,T013,SPT120018W,202302000080777
2023-09-29 09:34:41,T013,SPT120018W,202302000080778
2023-09-29 09:35:52,T013,SPT120018W,202302000080779
2023-09-29 09:36:55,T013,SPT120018W,202302000080780
2023-09-29 09:40:20,T013,SPT120018W,202302000080781
2023-09-29 09:41:10,T013,SPT120018W,202302000080782
2023-09-29 09:42:16,T013,SPT120018W,202302000080783
2023-09-29 09:43:24,T013,SPT120018W,202302000080784
2023-09-29 09:44:21,T013,SPT120018W,202302000080785
2023-09-29 09:45:21,T013,SPT120018W,202302000080786
2023-09-29 09:46:17,T013,SPT120018W,202302000080787
2023-09-29 09:47:20,T013,SPT120018W,202302000080788
2023-09-29 09:48:19,T013,SPT120018W,202302000080789
2023-09-29 09:49:33,T013,SPT120018W,202302000080790
2023-09-29 09:50:51,T013,SPT120018W,202302000080791
2023-09-29 09:51:59,T013,SPT120018W,202302000080792
2023-09-29 09:53:15,T013,SPT120018W,202302000080793
2023-09-29 09:54:23,T013,SPT120018W,202302000080794
2023-09-29 09:55:29,T013,SPT120018W,202302000080795
2023-09-29 09:56:46,T013,SPT120018W,202302000080796
2023-09-29 09:58:03,T013,SPT120018W,202302000080797
2023-09-29 09:59:57,T013,SPT120018W,202302000080798
2023-09-29 10:01:40,T013,SPT120018W,202302000080799
2023-09-29 10:02:44,T013,SPT120018W,202302000080800
2023-09-29 10:03:40,T013,SPT120018W,202302000080801
2023-09-29 10:04:29,T013,SPT120018W,202302000080802
2023-09-29 10:05:32,T013,SPT120018W,202302000080803
2023-09-29 10:07:13,T013,SPT120018W,202302000080804
2023-09-29 10:08:18,T013,SPT120018W,202302000080805
2023-09-29 10:09:23,T013,SPT120018W,202302000080806
2023-09-29 10:10:23,T013,SPT120018W,202302000080807
2023-09-29 10:11:24,T013,SPT120018W,202302000080808
2023-09-29 10:12:20,T013,SPT120018W,202302000080809
2023-09-29 10:14:03,T013,SPT120018W,202302000080810
2023-09-29 10:15:18,T013,SPT120018W,202302000080811
2023-09-29 10:16:15,T013,SPT120018W,202302000080812
2023-09-29 10:17:24,T013,SPT120018W,202302000080813
2023-09-29 10:19:05,T013,SPT120018W,202302000080814
2023-09-29 10:20:12,T013,SPT120018W,202302000080815
2023-09-29 10:21:22,T013,SPT120018W,202302000080816
2023-09-29 10:22:34,T013,SPT120018W,202302000080817
2023-09-29 10:23:37,T013,SPT120018W,202302000080818
2023-09-29 10:24:23,T013,SPT120018W,202302000080818
2023-09-29 10:25:22,T013,SPT120018W,202302000080819
2023-09-29 10:26:23,T013,SPT120018W,202302000080820
2023-09-29 10:27:23,T013,SPT120018W,202302000080821
2023-09-29 10:28:22,T013,SPT120018W,202302000080822
2023-09-29 10:29:28,T013,SPT120018W,202302000080823
2023-09-29 10:30:31,T013,SPT120018W,202302000080824
2023-09-29 10:48:46,T013,SPT120018W,202302000080825
2023-09-29 10:50:10,T013,SPT120018W,202302000080826
2023-09-29 10:51:24,T013,SPT120018W,202302000080827
2023-09-29 10:52:40,T013,SPT120018W,202302000080828
2023-09-29 10:53:35,T013,SPT120018W,202302000080829
2023-09-29 10:54:38,T013,SPT120018W,202302000080830
2023-09-29 10:55:47,T013,SPT120018W,202302000080831
2023-09-29 10:57:40,T013,SPT120018W,202302000080832
2023-09-29 10:58:42,T013,SPT120018W,202302000080833
2023-09-29 10:59:59,T013,SPT120018W,202302000080834
2023-09-29 11:01:01,T013,SPT120018W,202302000080835
2023-09-29 11:02:04,T013,SPT120018W,202302000080836
2023-09-29 11:03:04,T013,SPT120018W,202302000080837
2023-09-29 11:04:30,T013,SPT120018W,202302000080838
2023-09-29 11:07:29,T013,SPT120018W,202302000080839
2023-09-29 11:08:40,T013,SPT120018W,202302000080841
