ts,gabarit
2023-10-06 09:02:38,9
2023-10-06 09:03:27,10
2023-10-06 09:03:29,10
2023-10-06 09:04:02,10
2023-10-06 09:04:05,10
2023-10-06 09:06:11,1
2023-10-06 09:06:37,1
2023-10-06 09:07:02,1
2023-10-06 09:09:58,14
2023-10-06 09:12:23,15
2023-10-06 09:13:14,19
2023-10-06 09:13:39,19
2023-10-06 09:13:42,19
2023-10-06 09:13:55,19
2023-10-06 09:14:31,3
2023-10-06 09:15:16,3
2023-10-06 09:15:18,3
2023-10-06 09:15:20,3
2023-10-06 09:18:32,13
2023-10-06 09:18:38,13
2023-10-06 09:18:39,13
2023-10-06 09:18:43,13
2023-10-06 09:20:22,5
2023-10-06 09:20:24,5
2023-10-06 09:21:21,10
2023-10-06 09:22:52,1
2023-10-06 09:27:43,15
2023-10-06 09:27:45,15
2023-10-06 09:28:51,19
2023-10-06 09:28:58,19
2023-10-06 09:29:03,19
2023-10-06 09:29:05,19
2023-10-06 09:29:07,19
2023-10-06 09:29:41,19
2023-10-06 09:29:48,19
2023-10-06 09:29:50,19
2023-10-06 09:29:52,19
2023-10-06 09:29:54,19
2023-10-06 09:30:00,3
2023-10-06 09:30:02,3
2023-10-06 09:30:04,3
2023-10-06 09:30:06,3
2023-10-06 09:30:08,3
2023-10-06 09:30:10,3
2023-10-06 09:30:12,3
2023-10-06 09:30:14,3
2023-10-06 09:30:16,3
2023-10-06 09:30:18,3
2023-10-06 09:30:20,3
2023-10-06 09:30:22,3
2023-10-06 09:30:24,3
2023-10-06 09:30:26,3
2023-10-06 09:30:28,3
2023-10-06 09:30:30,3
2023-10-06 09:30:32,3
2023-10-06 09:30:34,3
2023-10-06 09:30:36,3
2023-10-06 09:30:38,3
2023-10-06 09:30:40,3
2023-10-06 09:30:42,3
2023-10-06 09:30:44,3
2023-10-06 09:30:46,3
2023-10-06 09:30:48,3
2023-10-06 09:30:50,3
2023-10-06 09:30:52,3
2023-10-06 09:30:54,3
