,ts,id,rssi
215,2023-08-24 17:30:10,1,-54
214,2023-08-24 17:30:28,2,-58
213,2023-08-24 17:30:46,3,-69
212,2023-08-24 17:31:22,1,-70
211,2023-08-24 17:31:57,2,0
210,2023-08-24 17:31:57,15,0
209,2023-08-24 17:32:02,3,-74
208,2023-08-24 17:32:02,2,-69
207,2023-08-24 17:32:08,2,-75
206,2023-08-24 17:33:02,1,-66
205,2023-08-24 17:33:08,1,-59
204,2023-08-24 17:33:08,2,0
203,2023-08-24 17:33:20,2,-70
202,2023-08-24 17:33:26,1,-66
201,2023-08-24 17:33:26,2,-76
200,2023-08-24 17:33:38,2,-70
199,2023-08-24 17:33:56,1,-73
198,2023-08-24 17:34:02,1,-59
197,2023-08-24 17:34:14,1,-72
196,2023-08-24 17:34:20,1,-59
195,2023-08-24 17:34:26,1,-71
194,2023-08-24 17:34:32,3,-80
193,2023-08-24 17:34:32,1,-60
192,2023-08-24 17:34:44,1,-70
191,2023-08-24 17:34:50,3,-73
190,2023-08-24 17:35:02,1,-64
189,2023-08-24 17:35:02,2,-64
188,2023-08-24 17:35:14,1,-56
187,2023-08-24 17:35:14,2,-77
186,2023-08-24 17:35:20,1,-70
185,2023-08-24 17:35:32,2,-67
184,2023-08-24 17:35:38,2,-76
183,2023-08-24 17:35:44,2,-68
182,2023-08-24 17:35:50,2,-77
181,2023-08-24 17:35:56,2,-69
180,2023-08-24 17:36:02,1,-63
179,2023-08-24 17:36:08,1,-56
178,2023-08-24 17:36:20,1,-69
177,2023-08-24 17:36:26,1,-62
176,2023-08-24 17:36:44,3,-80
175,2023-08-24 17:37:14,1,-54
174,2023-08-24 17:37:20,1,-71
173,2023-08-24 17:37:26,2,-58
172,2023-08-24 17:37:32,1,-65
171,2023-08-24 17:37:32,2,-78
170,2023-08-24 17:37:44,1,-74
169,2023-08-24 17:37:50,1,-67
168,2023-08-24 17:37:56,1,-60
167,2023-08-24 17:37:56,2,-71
166,2023-08-24 17:38:02,1,-70
165,2023-08-24 17:38:20,2,-77
164,2023-08-24 17:38:32,2,-70
163,2023-08-24 17:38:38,2,-77
162,2023-08-24 17:38:44,1,-59
161,2023-08-24 17:38:50,1,-69
160,2023-08-24 17:39:02,1,-62
159,2023-08-24 17:39:20,2,-69
158,2023-08-24 17:39:26,1,-42
157,2023-08-24 17:39:26,2,-38
156,2023-08-24 17:39:44,1,-50
155,2023-08-24 17:39:56,3,-80
154,2023-08-24 17:40:02,3,-73
153,2023-08-24 17:40:02,1,0
152,2023-08-24 17:40:08,1,-69
151,2023-08-24 17:40:14,1,-63
150,2023-08-24 17:40:20,1,-44
149,2023-08-24 17:40:20,2,-31
148,2023-08-24 17:40:32,3,-79
147,2023-08-24 17:40:38,3,-70
146,2023-08-24 17:40:44,2,-38
145,2023-08-24 17:41:24,6,0
144,2023-08-24 17:41:24,15,0
143,2023-08-24 17:41:29,2,-35
142,2023-08-24 17:41:30,1,-42
141,2023-08-24 17:41:36,3,-78
140,2023-08-24 17:41:42,1,-48
139,2023-08-24 17:41:42,2,0
138,2023-08-24 17:41:48,1,-55
137,2023-08-24 17:42:00,1,-49
136,2023-08-24 17:42:24,1,-55
135,2023-08-24 17:42:30,1,-49
134,2023-08-24 17:42:36,3,0
133,2023-08-24 17:43:06,3,-79
132,2023-08-24 17:43:30,3,0
131,2023-08-24 17:43:54,3,-73
130,2023-08-24 17:44:12,1,-36
129,2023-08-24 17:44:18,1,-44
128,2023-08-24 17:44:24,1,-32
127,2023-08-24 17:44:24,2,-51
126,2023-08-24 17:44:30,1,-43
125,2023-08-24 17:44:30,2,-33
124,2023-08-24 17:44:42,2,-39
123,2023-08-24 17:44:48,1,-59
122,2023-08-24 17:44:48,2,-46
121,2023-08-24 17:45:06,1,-100
120,2023-08-24 17:45:06,14,-100
119,2023-08-24 17:45:06,15,-100
118,2023-08-24 17:45:11,3,-78
117,2023-08-24 17:45:11,1,-70
116,2023-08-24 17:45:29,2,-63
115,2023-08-24 17:45:35,3,-72
114,2023-08-24 17:45:35,1,-76
113,2023-08-24 17:46:05,2,-79
112,2023-08-24 17:46:05,1,-66
111,2023-08-24 17:46:11,2,-66
110,2023-08-24 17:46:17,1,-74
109,2023-08-24 17:46:23,2,-73
108,2023-08-24 17:46:41,2,-66
107,2023-08-24 17:46:47,2,-72
