Stamp,Model,Status
2023-09-27 15:20:17,SPT120018W,OK
2023-09-27 15:22:25,SPT120018W,OK
2023-09-27 15:23:50,SPT120018W,OK
2023-09-27 15:25:45,SPT120018W,OK
2023-09-27 15:26:34,SPT120018W,OK
2023-09-27 15:27:37,SPT120018W,OK
2023-09-27 15:29:05,SPT120018W,OK
2023-09-27 15:30:25,SPT120018W,OK
2023-09-27 15:31:09,SPT120018W,OK
2023-09-27 15:32:13,SPT120018W,OK
2023-09-27 15:33:49,SPT120018W,OK
2023-09-27 15:36:33,SPT120018W,KO
2023-09-27 15:37:20,SPT120018W,OK
2023-09-27 15:38:13,SPT120018W,OK
2023-09-27 15:39:06,SPT120018W,OK
2023-09-27 15:40:13,SPT120018W,OK
2023-09-27 15:41:11,SPT120018W,OK
2023-09-27 15:42:52,SPT120018W,OK
2023-09-27 15:44:26,SPT120018W,OK
2023-09-27 15:46:54,SPT120018W,OK
2023-09-27 15:47:54,SPT120018W,OK
2023-09-27 15:48:59,SPT120018W,OK
2023-09-27 15:50:20,SPT120018W,OK
2023-09-27 15:52:08,SPT120018W,OK
2023-09-27 15:53:19,SPT120018W,OK
2023-09-27 15:55:19,SPT120018W,OK
2023-09-27 15:56:54,SPT120018W,OK
2023-09-27 15:59:02,SPT120018W,KO
2023-09-27 16:00:11,SPT120018W,OK
2023-09-27 16:01:05,SPT120018W,OK
2023-09-27 16:01:52,SPT120018W,OK
2023-09-27 16:02:44,SPT120018W,OK
2023-09-27 16:03:34,SPT120018W,OK
2023-09-27 16:05:09,SPT120018W,OK
2023-09-27 16:06:26,SPT120018W,OK
2023-09-27 16:08:38,SPT120018W,OK
2023-09-27 16:10:15,SPT120018W,OK
2023-09-27 16:11:39,SPT120018W,OK
2023-09-27 16:14:00,SPT120018W,OK
2023-09-27 16:18:24,SPT120018W,OK
2023-09-27 16:19:19,SPT120018W,OK
2023-09-27 16:21:13,SPT120018W,OK
2023-09-27 16:22:37,SPT120018W,OK
2023-09-27 16:23:55,SPT120018W,OK
2023-09-27 16:26:12,SPT120018W,OK
2023-09-27 16:27:01,SPT120018W,OK
2023-09-27 16:28:18,SPT120018W,OK
2023-09-27 16:47:39,SPT120018W,OK
2023-09-27 16:50:26,SPT120018W,OK
2023-09-27 16:51:26,SPT120018W,OK
2023-09-27 16:52:57,SPT120018W,OK
2023-09-27 16:53:46,SPT120018W,OK
2023-09-27 16:54:43,SPT120018W,OK
2023-09-27 16:56:15,SPT120018W,OK
2023-09-27 16:59:22,SPT120018W,OK
2023-09-27 17:00:10,SPT120018W,OK
2023-09-27 17:01:01,SPT120018W,OK
2023-09-27 17:01:51,SPT120018W,OK
2023-09-27 17:02:51,SPT120018W,OK
2023-09-27 17:05:44,SPT120018W,OK
2023-09-27 17:06:28,SPT120018W,OK
2023-09-27 17:07:22,SPT120018W,OK
2023-09-27 17:08:23,SPT120018W,OK
2023-09-27 17:09:50,SPT120018W,OK
2023-09-27 17:11:52,SPT120018W,OK
2023-09-27 17:12:40,SPT120018W,OK
2023-09-27 17:13:49,SPT120018W,OK
2023-09-27 17:15:09,SPT120018W,OK
2023-09-27 17:16:43,SPT120018W,OK
2023-09-27 17:17:42,SPT120018W,OK
2023-09-27 17:20:02,SPT120018W,OK
2023-09-27 17:22:00,SPT120018W,OK
2023-09-27 17:23:02,SPT120018W,OK
2023-09-27 17:23:53,SPT120018W,OK
2023-09-27 17:24:55,SPT120018W,OK
2023-09-27 17:27:06,SPT120018W,OK
2023-09-27 17:28:28,SPT120018W,OK
2023-09-27 17:29:21,SPT120018W,OK
2023-09-27 17:31:49,SPT120018W,OK
2023-09-27 17:32:37,SPT120018W,OK
2023-09-27 17:34:06,SPT120018W,OK
2023-09-27 17:35:52,SPT120018W,OK
2023-09-27 17:36:42,SPT120018W,OK
2023-09-27 17:38:38,SPT120018W,OK
2023-09-27 17:39:30,SPT120018W,OK
2023-09-27 17:40:46,SPT120018W,OK
2023-09-27 17:41:57,SPT120018W,OK
2023-09-27 17:43:12,SPT120018W,OK
2023-09-27 17:44:32,SPT120018W,KO
2023-09-27 17:45:09,SPT120018W,OK
2023-09-27 17:45:57,SPT120018W,OK
2023-09-27 17:46:51,SPT120018W,OK
2023-09-27 17:47:56,SPT120018W,OK
2023-09-27 17:49:22,SPT120018W,OK
2023-09-27 17:51:29,SPT120018W,KO
2023-09-27 17:52:19,SPT120018W,OK
2023-09-27 17:53:06,SPT120018W,OK
2023-09-27 17:53:53,SPT120018W,OK
2023-09-27 17:54:52,SPT120018W,OK
