ts,gabarit
2023-09-27 09:04:05,14
2023-09-27 09:05:20,15
2023-09-27 09:06:35,6
2023-09-27 09:09:25,24
2023-09-27 09:12:02,3
2023-09-27 09:13:06,21
2023-09-27 09:14:26,4
2023-09-27 09:15:49,22
2023-09-27 09:17:19,17
2023-09-27 09:19:34,14
2023-09-27 09:20:40,15
2023-09-27 09:22:11,5
2023-09-27 09:23:29,6
2023-09-27 09:25:42,24
2023-09-27 09:26:59,20
2023-09-27 09:28:19,3
2023-09-27 09:29:33,19
2023-09-27 09:30:49,7
2023-09-27 09:32:13,1
2023-09-27 09:33:17,14
2023-09-27 09:34:43,23
2023-09-27 09:36:00,15
2023-09-27 09:38:50,8
2023-09-27 09:41:04,24
2023-09-27 09:42:28,10
2023-09-27 09:43:53,18
2023-09-27 09:45:24,19
2023-09-27 09:46:29,1
2023-09-27 09:47:54,21
2023-09-27 09:49:05,16
2023-09-27 09:50:13,15
2023-09-27 09:51:25,6
2023-09-27 09:52:41,22
2023-09-27 09:54:00,2
2023-09-27 09:55:21,17
2023-09-27 09:56:39,5
2023-09-27 09:59:14,19
2023-09-27 10:00:28,9
2023-09-27 10:01:41,1
2023-09-27 10:02:54,21
2023-09-27 10:04:37,16
2023-09-27 10:05:35,12
2023-09-27 10:06:51,6
2023-09-27 10:08:02,23
2023-09-27 10:10:24,17
2023-09-27 10:11:27,4
2023-09-27 10:12:40,8
2023-09-27 10:13:46,9
2023-09-27 10:14:54,1
2023-09-27 10:16:07,10
2023-09-27 10:17:27,18
2023-09-27 10:19:06,16
2023-09-27 10:21:55,6
2023-09-27 10:23:44,7
2023-09-27 10:26:41,15
2023-09-27 10:27:54,4
2023-09-27 10:29:01,5
2023-09-27 10:30:08,9
2023-09-27 10:49:09,10
2023-09-27 10:50:16,21
2023-09-27 10:52:33,18
2023-09-27 10:52:56,3
2023-09-27 10:54:19,12
2023-09-27 10:55:29,6
2023-09-27 10:57:56,14
2023-09-27 10:59:25,4
2023-09-27 11:00:26,5
2023-09-27 11:01:35,9
2023-09-27 11:03:58,10
2023-09-27 11:05:05,21
2023-09-27 11:08:38,12
2023-09-27 11:11:50,6
2023-09-27 11:13:14,22
2023-09-27 11:14:32,4
2023-09-27 11:16:07,5
2023-09-27 11:16:14,17
2023-09-27 11:17:19,17
2023-09-27 11:18:26,19
2023-09-27 11:19:39,1
2023-09-27 11:21:01,10
2023-09-27 11:22:10,20
2023-09-27 11:23:22,16
2023-09-27 11:26:50,6
2023-09-27 11:27:58,7
2023-09-27 11:30:19,15
2023-09-27 11:31:25,9
2023-09-27 11:32:32,1
2023-09-27 11:33:36,20
