,ts,id,rssi
336,2023-08-29 09:01:10,1,-71
335,2023-08-29 09:01:16,1,-55
334,2023-08-29 09:01:22,1,-71
333,2023-08-29 09:01:40,1,-55
332,2023-08-29 09:01:46,1,-71
331,2023-08-29 09:01:52,1,-61
330,2023-08-29 09:01:58,1,-71
329,2023-08-29 09:02:04,1,-60
328,2023-08-29 09:03:52,1,-70
327,2023-08-29 09:03:58,1,-56
326,2023-08-29 09:05:52,1,-70
325,2023-08-29 09:05:58,1,-55
324,2023-08-29 09:06:10,1,-70
323,2023-08-29 09:06:22,1,-55
322,2023-08-29 09:06:28,1,-70
321,2023-08-29 09:06:34,1,-61
320,2023-08-29 09:07:22,1,-70
319,2023-08-29 09:07:28,1,-61
318,2023-08-29 09:07:52,1,-70
317,2023-08-29 09:07:58,1,-61
316,2023-08-29 09:08:04,1,-55
315,2023-08-29 09:08:40,1,-61
314,2023-08-29 09:08:46,1,-55
313,2023-08-29 09:09:10,1,-70
312,2023-08-29 09:09:16,1,-61
311,2023-08-29 09:09:22,1,-70
310,2023-08-29 09:09:28,1,-60
309,2023-08-29 09:09:34,1,-70
308,2023-08-29 09:09:46,1,-55
307,2023-08-29 09:09:52,1,-70
306,2023-08-29 09:09:58,1,-56
305,2023-08-29 09:10:04,1,-70
304,2023-08-29 09:10:10,1,-55
303,2023-08-29 09:10:16,1,-70
302,2023-08-29 09:10:22,1,-56
301,2023-08-29 09:10:28,1,-70
300,2023-08-29 09:10:46,1,-56
299,2023-08-29 09:10:52,1,-70
298,2023-08-29 09:11:05,1,-61
297,2023-08-29 09:11:11,1,-70
296,2023-08-29 09:11:35,1,-60
295,2023-08-29 09:13:47,1,-70
294,2023-08-29 09:13:53,1,-60
293,2023-08-29 09:13:59,1,-70
292,2023-08-29 09:14:23,1,-55
291,2023-08-29 09:14:29,1,-70
290,2023-08-29 09:14:47,2,-100
289,2023-08-29 09:14:53,1,-56
288,2023-08-29 09:15:17,1,-69
287,2023-08-29 09:15:29,1,-60
286,2023-08-29 09:15:53,1,-70
285,2023-08-29 09:15:59,1,-55
284,2023-08-29 09:16:11,1,-69
283,2023-08-29 09:16:17,1,-55
282,2023-08-29 09:16:23,1,-70
281,2023-08-29 09:16:29,1,-55
280,2023-08-29 09:16:35,1,-70
279,2023-08-29 09:16:35,2,-100
278,2023-08-29 09:16:41,2,-73
277,2023-08-29 09:16:41,1,-56
276,2023-08-29 09:16:48,1,-69
275,2023-08-29 09:16:59,1,-55
274,2023-08-29 09:17:05,1,-69
273,2023-08-29 09:17:11,1,-61
272,2023-08-29 09:17:17,1,-69
271,2023-08-29 09:17:29,1,-60
270,2023-08-29 09:18:05,1,-70
269,2023-08-29 09:18:11,1,-60
268,2023-08-29 09:19:47,1,-70
267,2023-08-29 09:19:53,1,-55
266,2023-08-29 09:19:59,1,-61
265,2023-08-29 09:20:05,1,-70
264,2023-08-29 09:20:35,1,-60
263,2023-08-29 09:20:41,1,-69
262,2023-08-29 09:20:54,1,-60
261,2023-08-29 09:21:00,1,-70
260,2023-08-29 09:21:05,1,-55
259,2023-08-29 09:21:17,1,-61
258,2023-08-29 09:21:41,1,-69
257,2023-08-29 09:21:47,1,-60
256,2023-08-29 09:22:06,1,-69
255,2023-08-29 09:22:18,1,-60
254,2023-08-29 09:22:30,1,-69
253,2023-08-29 09:22:48,1,-56
252,2023-08-29 09:22:54,1,-69
251,2023-08-29 09:23:42,1,-55
250,2023-08-29 09:23:54,1,-69
249,2023-08-29 09:24:00,1,-55
248,2023-08-29 09:24:24,1,-61
247,2023-08-29 09:24:30,1,-55
246,2023-08-29 09:25:24,1,-70
245,2023-08-29 09:25:30,1,-55
244,2023-08-29 09:25:48,1,-70
243,2023-08-29 09:25:54,1,-55
242,2023-08-29 09:26:18,1,-70
241,2023-08-29 09:26:24,1,-55
240,2023-08-29 09:26:36,1,-61
239,2023-08-29 09:26:42,1,-55
238,2023-08-29 09:26:48,2,-100
237,2023-08-29 09:26:54,2,-73
236,2023-08-29 09:27:00,1,-70
235,2023-08-29 09:27:06,1,-56
234,2023-08-29 09:28:00,1,-69
233,2023-08-29 09:28:06,1,-56
232,2023-08-29 09:29:18,1,-70
231,2023-08-29 09:29:30,1,-55
230,2023-08-29 09:29:36,1,-70
229,2023-08-29 09:29:54,1,-55
228,2023-08-29 09:30:06,1,-70
227,2023-08-29 09:30:12,1,-55
226,2023-08-29 09:30:18,1,-70
225,2023-08-29 09:30:30,1,-55
224,2023-08-29 09:30:36,1,-70
223,2023-08-29 09:30:42,1,-55
222,2023-08-29 09:30:48,1,-70
221,2023-08-29 09:30:54,1,-55
220,2023-08-29 09:31:18,1,-69
219,2023-08-29 09:31:24,1,-61
218,2023-08-29 09:31:36,1,-55
217,2023-08-29 09:31:48,1,-70
216,2023-08-29 09:32:00,1,-60
215,2023-08-29 09:32:25,1,-70
214,2023-08-29 09:32:31,1,-61
213,2023-08-29 09:32:37,1,-69
212,2023-08-29 09:32:43,1,-61
211,2023-08-29 09:32:55,1,-55
210,2023-08-29 09:33:19,1,-70
209,2023-08-29 09:33:31,1,-60
208,2023-08-29 09:35:37,1,-70
207,2023-08-29 09:35:43,1,-55
206,2023-08-29 09:35:55,1,-69
205,2023-08-29 09:36:13,1,-55
204,2023-08-29 09:36:25,1,-70
203,2023-08-29 09:36:31,1,-55
202,2023-08-29 09:36:37,1,-69
201,2023-08-29 09:36:43,1,-55
200,2023-08-29 09:36:55,1,-70
199,2023-08-29 09:37:31,1,-55
198,2023-08-29 09:37:37,1,-70
197,2023-08-29 09:37:43,1,-60
196,2023-08-29 09:38:01,1,-70
195,2023-08-29 09:38:07,1,-60
194,2023-08-29 09:38:31,1,-70
193,2023-08-29 09:38:37,1,-60
192,2023-08-29 09:39:43,1,-70
191,2023-08-29 09:39:49,1,-60
190,2023-08-29 09:43:13,1,-70
189,2023-08-29 09:43:19,1,-55
188,2023-08-29 09:43:25,1,-69
187,2023-08-29 09:43:31,1,-55
186,2023-08-29 09:43:37,1,-70
185,2023-08-29 09:44:07,1,-55
184,2023-08-29 09:44:13,1,-70
183,2023-08-29 09:44:25,1,-59
