ts,gabarit
2023-10-11 09:00:45,3
2023-10-11 09:02:05,6
2023-10-11 09:04:32,8
2023-10-11 09:05:52,14
2023-10-11 09:10:53,21
2023-10-11 09:13:45,10
2023-10-11 09:14:48,19
2023-10-11 09:15:52,17
2023-10-11 09:19:55,15
2023-10-11 09:21:30,5
2023-10-11 09:22:34,14
2023-10-11 09:25:45,12
2023-10-11 09:27:34,10
2023-10-11 09:27:38,10
2023-10-11 09:28:46,19
2023-10-11 09:29:48,17
2023-10-11 09:31:00,3
2023-10-11 09:33:58,5
2023-10-11 09:35:52,15
2023-10-11 09:37:04,21
2023-10-11 09:38:11,2
2023-10-11 09:39:17,11
2023-10-11 09:44:13,20
2023-10-11 09:45:47,17
2023-10-11 09:47:18,3
2023-10-11 09:48:17,5
2023-10-11 09:48:21,5
2023-10-11 09:51:55,15
2023-10-11 09:54:37,12
2023-10-11 09:55:46,21
2023-10-11 09:58:03,20
2023-10-11 10:00:55,7
2023-10-11 10:02:04,9
2023-10-11 10:03:38,14
2023-10-11 10:08:05,12
2023-10-11 10:11:25,8
2023-10-11 10:11:29,20
2023-10-11 10:12:33,20
2023-10-11 10:14:24,17
2023-10-11 10:16:59,14
2023-10-11 10:18:07,1
2023-10-11 10:21:09,12
2023-10-11 10:23:36,24
2023-10-11 10:24:40,8
2023-10-11 10:25:47,20
2023-10-11 10:27:23,5
2023-10-11 10:28:44,9
2023-10-11 10:29:53,14
2023-10-11 10:50:00,15
2023-10-11 10:51:09,12
2023-10-11 10:53:17,19
2023-10-11 10:54:49,3
2023-10-11 10:55:53,8
2023-10-11 10:56:49,20
2023-10-11 10:56:51,20
2023-10-11 10:56:53,20
2023-10-11 10:56:55,20
2023-10-11 10:56:57,20
2023-10-11 10:57:00,20
2023-10-11 10:57:01,20
2023-10-11 10:57:03,20
2023-10-11 10:57:05,20
2023-10-11 10:57:07,20
2023-10-11 10:57:09,20
2023-10-11 10:57:12,20
2023-10-11 10:57:13,20
2023-10-11 10:57:15,20
2023-10-11 10:57:17,20
2023-10-11 10:57:21,20
2023-10-11 10:57:21,20
2023-10-11 10:57:24,20
2023-10-11 10:58:40,5
2023-10-11 11:00:17,7
2023-10-11 11:03:23,9
2023-10-11 11:05:47,12
2023-10-11 11:07:24,15
2023-10-11 11:08:43,19
2023-10-11 11:10:15,3
2023-10-11 11:13:51,20
2023-10-11 11:13:57,10
2023-10-11 11:15:28,10
2023-10-11 11:16:30,7
2023-10-11 11:16:39,2
2023-10-11 11:16:41,2
2023-10-11 11:17:55,13
2023-10-11 11:17:57,13
2023-10-11 11:19:16,13
2023-10-11 11:19:22,12
2023-10-11 11:19:26,12
2023-10-11 11:20:19,12
2023-10-11 11:21:53,15
2023-10-11 11:23:01,19
2023-10-11 11:25:04,3
2023-10-11 11:26:58,8
2023-10-11 11:31:28,6
2023-10-11 11:33:38,10
2023-10-11 11:36:13,15
2023-10-11 11:37:51,14
2023-10-11 11:39:07,13
2023-10-11 11:39:12,13
2023-10-11 11:39:14,13
2023-10-11 11:40:21,3
2023-10-11 11:41:54,22
2023-10-11 11:43:27,8
2023-10-11 11:44:29,6
2023-10-11 11:45:30,1
2023-10-11 11:45:58,1
2023-10-11 11:47:05,10
2023-10-11 11:51:14,24
2023-10-11 11:56:00,12
2023-10-11 11:58:12,6
2023-10-11 11:59:45,8
2023-10-11 12:00:49,1
2023-10-11 12:05:21,14
2023-10-11 12:08:01,21
2023-10-11 12:09:59,24
2023-10-11 12:10:04,12
2023-10-11 12:10:06,12
2023-10-11 12:10:08,12
2023-10-11 12:10:12,12
2023-10-11 12:11:03,12
2023-10-11 12:11:05,12
2023-10-11 12:11:08,12
2023-10-11 12:12:37,5
2023-10-11 12:13:55,6
2023-10-11 12:15:37,1
2023-10-11 12:15:37,1
2023-10-11 12:15:38,1
2023-10-11 12:15:40,1
2023-10-11 12:15:42,1
2023-10-11 12:15:45,11
2023-10-11 12:15:48,11
2023-10-11 12:15:50,11
2023-10-11 12:15:52,11
2023-10-11 12:17:10,11
2023-10-11 12:17:20,3
2023-10-11 12:17:22,3
2023-10-11 12:18:12,3
2023-10-11 12:19:32,2
2023-10-11 12:19:47,2
2023-10-11 12:19:50,2
2023-10-11 12:19:52,2
2023-10-11 12:20:12,2
2023-10-11 12:23:21,21
2023-10-11 12:25:04,24
2023-10-11 12:26:06,12
2023-10-11 12:26:11,6
2023-10-11 12:26:15,6
2023-10-11 12:26:17,6
2023-10-11 12:26:57,6
2023-10-11 12:28:31,5
2023-10-11 12:31:01,15
2023-10-11 12:32:35,3
2023-10-11 12:35:28,14
2023-10-11 12:36:42,24
2023-10-11 12:39:01,22
2023-10-11 12:39:04,22
2023-10-11 12:47:34,5
2023-10-11 12:58:06,6
2023-10-11 14:01:23,22
2023-10-11 14:05:24,11
2023-10-11 14:08:56,15
2023-10-11 14:09:21,15
2023-10-11 14:10:23,15
2023-10-11 14:12:06,2
2023-10-11 14:13:21,21
2023-10-11 14:14:51,14
2023-10-11 14:15:48,24
2023-10-11 14:15:51,24
2023-10-11 14:15:58,24
2023-10-11 14:16:41,17
2023-10-11 14:16:47,17
2023-10-11 14:17:08,17
2023-10-11 14:18:07,9
2023-10-11 14:20:04,6
2023-10-11 14:21:19,22
2023-10-11 14:22:41,10
2023-10-11 14:23:45,15
2023-10-11 14:24:26,8
2023-10-11 14:24:53,8
2023-10-11 14:26:16,3
2023-10-11 14:27:22,21
2023-10-11 14:30:50,9
2023-10-11 14:32:47,6
2023-10-11 14:35:26,10
2023-10-11 14:37:05,8
2023-10-11 14:38:28,3
2023-10-11 14:38:52,21
2023-10-11 14:41:00,14
2023-10-11 14:42:09,17
2023-10-11 14:43:41,1
2023-10-11 14:44:49,9
2023-10-11 14:45:52,6
2023-10-11 14:47:23,22
2023-10-11 14:49:31,10
2023-10-11 14:50:41,5
2023-10-11 14:51:03,5
2023-10-11 14:51:07,3
2023-10-11 14:52:34,3
2023-10-11 14:53:41,21
2023-10-11 14:54:55,14
2023-10-11 14:58:59,17
2023-10-11 14:59:03,1
2023-10-11 14:59:08,1
2023-10-11 14:59:10,1
2023-10-11 14:59:13,1
2023-10-11 15:00:00,1
2023-10-11 15:01:07,6
2023-10-11 15:02:53,22
2023-10-11 15:04:47,10
2023-10-11 15:06:27,8
2023-10-11 15:06:28,8
2023-10-11 15:06:30,8
2023-10-11 15:08:05,2
2023-10-11 15:08:41,21
2023-10-11 15:09:11,21
2023-10-11 15:10:14,14
2023-10-11 15:14:25,17
2023-10-11 15:16:37,9
2023-10-11 15:17:22,6
2023-10-11 15:17:24,6
2023-10-11 15:18:21,6
2023-10-11 15:19:47,18
2023-10-11 15:20:49,22
2023-10-11 15:22:34,8
2023-10-11 15:24:46,13
2023-10-11 15:26:10,14
2023-10-11 15:29:20,17
2023-10-11 15:30:49,9
2023-10-11 15:32:13,6
2023-10-11 15:32:50,18
2023-10-11 15:33:20,18
2023-10-11 15:34:26,22
2023-10-11 15:37:03,15
2023-10-11 15:38:29,13
2023-10-11 15:40:07,14
2023-10-11 15:41:42,1
2023-10-11 15:41:45,1
2023-10-11 15:42:11,1
2023-10-11 15:43:41,17
2023-10-11 15:45:18,6
2023-10-11 15:46:45,9
2023-10-11 15:47:47,18
2023-10-11 15:49:18,10
2023-10-11 15:51:33,13
2023-10-11 15:52:46,14
2023-10-11 15:56:58,1
2023-10-11 15:58:04,17
2023-10-11 15:59:42,6
2023-10-11 16:00:46,7
2023-10-11 16:01:54,21
2023-10-11 16:03:21,18
2023-10-11 16:04:55,10
2023-10-11 16:06:52,24
2023-10-11 16:07:52,2
2023-10-11 16:10:02,14
2023-10-11 16:10:05,14
