ts,gabarit
2023-10-10 09:07:04,6
2023-10-10 09:08:20,24
2023-10-10 09:17:26,20
2023-10-10 09:23:51,3
2023-10-10 09:25:22,12
2023-10-10 09:29:03,14
2023-10-10 09:30:29,5
2023-10-10 09:31:40,8
2023-10-10 09:33:00,6
2023-10-10 09:34:15,11
2023-10-10 09:36:07,15
2023-10-10 09:36:57,19
2023-10-10 09:37:16,19
2023-10-10 09:37:18,19
2023-10-10 09:37:21,19
2023-10-10 09:37:23,19
2023-10-10 09:37:25,19
2023-10-10 09:37:27,19
2023-10-10 09:37:29,19
2023-10-10 09:38:01,19
2023-10-10 09:39:10,10
2023-10-10 09:40:18,2
2023-10-10 09:41:55,3
2023-10-10 09:43:09,12
2023-10-10 09:44:31,13
2023-10-10 09:45:45,8
2023-10-10 09:47:17,6
2023-10-10 09:49:08,5
2023-10-10 09:50:16,15
2023-10-10 09:52:00,22
2023-10-10 09:53:11,19
2023-10-10 09:56:30,1
2023-10-10 09:57:44,13
2023-10-10 09:59:16,24
2023-10-10 10:00:40,17
2023-10-10 10:02:06,6
2023-10-10 10:03:23,5
2023-10-10 10:04:53,15
2023-10-10 10:06:17,22
2023-10-10 10:07:33,19
2023-10-10 10:10:41,13
2023-10-10 10:11:06,1
2023-10-10 10:11:11,1
2023-10-10 10:12:00,1
2023-10-10 10:13:14,24
2023-10-10 10:14:49,17
2023-10-10 10:16:03,6
2023-10-10 10:16:24,7
2023-10-10 10:16:24,7
2023-10-10 10:16:24,7
2023-10-10 10:17:29,7
2023-10-10 10:18:59,5
2023-10-10 10:20:11,15
2023-10-10 10:20:39,19
2023-10-10 10:20:43,19
2023-10-10 10:20:44,19
2023-10-10 10:20:46,19
2023-10-10 10:20:48,19
2023-10-10 10:20:50,19
2023-10-10 10:22:02,19
2023-10-10 10:22:05,22
2023-10-10 10:23:19,22
2023-10-10 10:25:41,1
2023-10-10 10:26:55,14
2023-10-10 10:28:26,8
2023-10-10 10:29:41,7
