ts,id,rssi
2023-10-13 19:00:26,2,-100
2023-10-13 19:00:38,2,-70
2023-10-13 19:02:14,2,-100
2023-10-13 19:02:38,2,-70
2023-10-13 19:05:14,2,-100
2023-10-13 19:05:20,2,-70
2023-10-13 19:07:20,2,-100
2023-10-13 19:07:26,2,-70
2023-10-13 19:08:32,2,-100
2023-10-13 19:08:50,2,-70
2023-10-13 19:09:26,2,-100
2023-10-13 19:09:38,2,-70
2023-10-13 19:16:45,2,-70
2023-10-13 19:16:57,2,-100
2023-10-13 19:17:03,2,-70
2023-10-13 19:26:33,2,-100
2023-10-13 19:26:39,2,-70
2023-10-13 19:31:57,2,-100
2023-10-13 19:45:46,2,-100
2023-10-13 19:45:52,2,-70
2023-10-13 19:47:52,2,-100
2023-10-13 19:47:58,2,-71
2023-10-13 19:49:04,2,-100
2023-10-13 19:49:22,2,-70
2023-10-13 20:07:47,2,-70
2023-10-13 20:08:53,1,-100
2023-10-13 20:08:59,1,-62
2023-10-13 20:19:23,2,-71
2023-10-13 20:19:59,2,-100
2023-10-13 20:20:05,2,-71
2023-10-13 20:23:17,2,-100
2023-10-13 20:23:23,2,-70
2023-10-13 20:31:18,2,-71
2023-10-13 20:31:42,2,-100
2023-10-13 20:31:48,2,-71
2023-10-13 20:38:00,2,-71
2023-10-13 20:40:24,2,-100
2023-10-13 20:40:54,2,-70
2023-10-13 20:41:18,2,-100
2023-10-13 20:41:24,2,-70
2023-10-13 20:44:18,2,-100
2023-10-13 20:44:25,2,-70
2023-10-13 20:55:01,2,-71
2023-10-13 20:57:13,2,-100
2023-10-13 20:57:31,2,-69
2023-10-13 20:58:07,2,-100
2023-10-13 20:58:13,2,-71
2023-10-13 21:06:14,2,-100
2023-10-13 21:06:19,2,-71
2023-10-13 21:08:02,2,-100
2023-10-13 21:08:26,2,-71
2023-10-13 21:10:26,1,-100
2023-10-13 21:10:32,2,-71
2023-10-13 21:10:32,1,-60
2023-10-13 21:11:56,2,-100
2023-10-13 21:12:56,2,-71
2023-10-13 21:14:20,2,-100
2023-10-13 21:14:26,2,-71
2023-10-13 21:16:44,2,-100
2023-10-13 21:17:26,2,-71
2023-10-13 21:17:56,2,-100
2023-10-13 21:18:02,2,-71
2023-10-13 21:22:08,2,-100
2023-10-13 21:23:02,2,-71
2023-10-13 21:27:15,2,-100
2023-10-13 21:27:21,2,-72
2023-10-13 21:28:27,2,-100
2023-10-13 21:28:33,2,-72
2023-10-13 21:32:21,2,-100
2023-10-13 21:32:33,2,-72
2023-10-13 21:35:57,2,-100
2023-10-13 21:36:09,2,-71
2023-10-13 21:38:21,2,-100
2023-10-13 21:38:33,2,-72
2023-10-13 21:44:15,2,-72
2023-10-13 21:44:39,2,-100
2023-10-13 21:44:57,2,-71
2023-10-13 21:50:58,2,-100
2023-10-13 21:51:04,2,-72
2023-10-13 21:51:52,2,-100
2023-10-13 21:52:04,2,-71
2023-10-13 21:52:28,2,-100
2023-10-13 21:52:52,2,-70
2023-10-13 21:54:16,2,-100
2023-10-13 21:55:22,2,-71
2023-10-13 21:56:40,2,-100
2023-10-13 21:56:46,2,-71
2023-10-13 21:59:22,2,-100
2023-10-13 21:59:28,2,-71
2023-10-13 21:59:58,2,-100
2023-10-13 22:00:16,2,-71
2023-10-13 22:00:34,1,-100
2023-10-13 22:00:40,1,-60
2023-10-13 22:00:52,2,-100
2023-10-13 22:00:58,2,-71
2023-10-13 22:02:04,1,-100
2023-10-13 22:02:17,1,-60
2023-10-13 22:11:29,2,-71
2023-10-13 22:11:59,2,-100
2023-10-13 22:12:05,2,-71
2023-10-13 22:13:29,1,-100
2023-10-13 22:13:35,1,-62
2023-10-13 22:14:23,2,-100
2023-10-13 22:14:35,2,-71
2023-10-13 22:18:53,1,-100
2023-10-13 22:18:59,1,-63
2023-10-13 22:30:54,2,-70
2023-10-13 22:31:48,2,-100
2023-10-13 22:32:06,2,-71
2023-10-13 22:34:48,2,-100
2023-10-13 22:34:54,2,-71
2023-10-13 22:36:36,2,-100
2023-10-13 22:37:30,1,-100
2023-10-13 22:37:36,1,-62
2023-10-13 22:37:42,2,-71
2023-10-13 22:45:19,2,-100
2023-10-13 22:45:25,2,-71
2023-10-13 22:51:01,2,-100
2023-10-13 22:51:07,2,-71
2023-10-13 22:52:13,2,-100
2023-10-13 22:52:19,2,-71
2023-10-13 22:57:19,2,-100
2023-10-13 22:57:43,2,-71
2023-10-13 22:58:31,2,-100
2023-10-13 22:58:37,2,-71
2023-10-13 23:05:19,2,-71
2023-10-13 23:05:43,2,-100
2023-10-13 23:06:38,2,-72
2023-10-13 23:07:14,2,-100
2023-10-13 23:07:20,2,-71
2023-10-13 23:07:50,1,-100
2023-10-13 23:07:50,2,-100
2023-10-13 23:07:56,1,-59
2023-10-13 23:08:02,2,-72
2023-10-13 23:12:20,2,-100
2023-10-13 23:12:32,2,-71
2023-10-13 23:13:14,2,-100
2023-10-13 23:13:20,2,-71
2023-10-13 23:17:26,2,-100
2023-10-13 23:17:38,2,-71
2023-10-13 23:17:44,1,-100
2023-10-13 23:17:50,1,-60
2023-10-13 23:25:15,2,-100
2023-10-13 23:25:21,2,-71
2023-10-13 23:34:51,2,-100
2023-10-13 23:34:57,2,-71
2023-10-13 23:36:57,2,-100
2023-10-13 23:37:03,2,-70
2023-10-13 23:38:27,2,-100
2023-10-13 23:38:51,2,-71
2023-10-13 23:41:27,2,-100
2023-10-13 23:41:45,2,-71
2023-10-13 23:42:57,1,-100
2023-10-13 23:43:03,1,-62
2023-10-13 23:43:51,2,-100
2023-10-13 23:43:57,2,-71
2023-10-13 23:47:28,2,-100
2023-10-13 23:47:34,2,-71
2023-10-13 23:52:58,2,-71
2023-10-13 23:54:04,1,-100
2023-10-13 23:54:16,1,-60
2023-10-13 23:55:16,2,-100
2023-10-13 23:55:22,2,-71
2023-10-13 23:58:52,2,-100
2023-10-13 23:59:58,2,-71
2023-10-14 00:06:41,2,-100
2023-10-14 00:06:47,2,-72
2023-10-14 00:07:35,2,-100
2023-10-14 00:07:47,2,-70
2023-10-14 00:10:17,2,-100
2023-10-14 00:10:47,2,-72
2023-10-14 00:13:53,1,-100
